,source,target,total,count,source_num,target_num
5730,zadvornov dmitry,dobrokhleb pavel,zadvornov dmitry dobrokhleb pavel,2,2997,2624
5729,zadvornov dmitry,dymov sergey,zadvornov dmitry dymov sergey,2,2997,429
5728,zadvornov dmitry,chetverikov dmitry,zadvornov dmitry chetverikov dmitry,2,2997,2290
5727,zadvornov dmitry,zhludov aleksey,zadvornov dmitry zhludov aleksey,2,2997,2568
5726,zadvornov dmitry,gulov artur,zadvornov dmitry gulov artur,2,2997,2410
2972,mata d.,cherian b.,mata d. cherian b.,2,2552,322
2973,mata d.,gonzales v.,mata d. gonzales v.,2,2552,3007
5725,zadvornov dmitry,grigoryev maxim,zadvornov dmitry grigoryev maxim,2,2997,1914
5707,korelsky evgeny,sobolev aleksey,korelsky evgeny sobolev aleksey,2,2160,680
5704,korelsky evgeny,ablaev anton,korelsky evgeny ablaev anton,2,2160,1572
5705,korelsky evgeny,yakovlev alexander,korelsky evgeny yakovlev alexander,2,2160,339
5666,petrakov yuri,kovalev alexey,petrakov yuri kovalev alexey,2,2145,3133
5660,petrakov yuri,makhambetov amangeldy,petrakov yuri makhambetov amangeldy,2,2145,1053
5661,petrakov yuri,urmantseva lena,petrakov yuri urmantseva lena,2,2145,3094
5662,petrakov yuri,leontyev dmitry,petrakov yuri leontyev dmitry,2,2145,2126
5663,petrakov yuri,belyaev aleksey,petrakov yuri belyaev aleksey,2,2145,861
5664,petrakov yuri,shirshov anton,petrakov yuri shirshov anton,2,2145,1374
5665,petrakov yuri,shakirov eduard,petrakov yuri shakirov eduard,2,2145,672
5667,petrakov yuri,gainullin marat,petrakov yuri gainullin marat,2,2145,2644
5748,zadvornov dmitry,gainullin marat,zadvornov dmitry gainullin marat,2,2997,2644
5668,sobolev aleksey,glebov evgeny,sobolev aleksey glebov evgeny,2,680,1239
5669,sobolev aleksey,shokarev ivan,sobolev aleksey shokarev ivan,2,680,905
5670,sobolev aleksey,boroday aleksey,sobolev aleksey boroday aleksey,2,680,3145
5671,sobolev aleksey,grigoryev maxim,sobolev aleksey grigoryev maxim,2,680,1914
5672,sobolev aleksey,gulov artur,sobolev aleksey gulov artur,2,680,2410
5673,sobolev aleksey,zhludov aleksey,sobolev aleksey zhludov aleksey,2,680,2568
5659,petrakov yuri,perkshev dmitry,petrakov yuri perkshev dmitry,2,2145,2092
5658,petrakov yuri,alexandrova anna,petrakov yuri alexandrova anna,2,2145,396
5657,petrakov yuri,kuzakov vitaly,petrakov yuri kuzakov vitaly,2,2145,1982
5656,petrakov yuri,sulimov dmitry,petrakov yuri sulimov dmitry,2,2145,245
5655,petrakov yuri,zavarygin sergey,petrakov yuri zavarygin sergey,2,2145,1589
5654,petrakov yuri,zadvornov dmitry,petrakov yuri zadvornov dmitry,2,2145,2997
5653,petrakov yuri,korelsky evgeny,petrakov yuri korelsky evgeny,2,2145,2160
5652,petrakov yuri,sobolev aleksey,petrakov yuri sobolev aleksey,2,2145,680
5651,petrakov yuri,yakovlev alexander,petrakov yuri yakovlev alexander,2,2145,339
5650,petrakov yuri,ablaev anton,petrakov yuri ablaev anton,2,2145,1572
5649,petrakov yuri,dobrokhleb pavel,petrakov yuri dobrokhleb pavel,2,2145,2624
5648,petrakov yuri,dymov sergey,petrakov yuri dymov sergey,2,2145,429
5647,petrakov yuri,chetverikov dmitry,petrakov yuri chetverikov dmitry,2,2145,2290
5646,petrakov yuri,zhludov aleksey,petrakov yuri zhludov aleksey,2,2145,2568
5645,petrakov yuri,gulov artur,petrakov yuri gulov artur,2,2145,2410
5644,petrakov yuri,grigoryev maxim,petrakov yuri grigoryev maxim,2,2145,1914
5643,petrakov yuri,boroday aleksey,petrakov yuri boroday aleksey,2,2145,3145
5674,sobolev aleksey,chetverikov dmitry,sobolev aleksey chetverikov dmitry,2,680,2290
5675,sobolev aleksey,dymov sergey,sobolev aleksey dymov sergey,2,680,429
5676,sobolev aleksey,dobrokhleb pavel,sobolev aleksey dobrokhleb pavel,2,680,2624
10777,zhu c.,arson c.,zhu c. arson c.,2,2226,1957
5703,korelsky evgeny,dobrokhleb pavel,korelsky evgeny dobrokhleb pavel,2,2160,2624
5702,korelsky evgeny,dymov sergey,korelsky evgeny dymov sergey,2,2160,429
5701,korelsky evgeny,chetverikov dmitry,korelsky evgeny chetverikov dmitry,2,2160,2290
5700,korelsky evgeny,zhludov aleksey,korelsky evgeny zhludov aleksey,2,2160,2568
5699,korelsky evgeny,gulov artur,korelsky evgeny gulov artur,2,2160,2410
5698,korelsky evgeny,grigoryev maxim,korelsky evgeny grigoryev maxim,2,2160,1914
5697,korelsky evgeny,boroday aleksey,korelsky evgeny boroday aleksey,2,2160,3145
5696,korelsky evgeny,shokarev ivan,korelsky evgeny shokarev ivan,2,2160,905
5695,korelsky evgeny,glebov evgeny,korelsky evgeny glebov evgeny,2,2160,1239
5449,grigoryev maxim,shakirov eduard,grigoryev maxim shakirov eduard,2,1914,672
5694,sobolev aleksey,gainullin marat,sobolev aleksey gainullin marat,2,680,2644
5693,sobolev aleksey,kovalev alexey,sobolev aleksey kovalev alexey,2,680,3133
10779,arson c.,zhu c.,arson c. zhu c.,2,1957,2226
5692,sobolev aleksey,shakirov eduard,sobolev aleksey shakirov eduard,2,680,672
5691,sobolev aleksey,shirshov anton,sobolev aleksey shirshov anton,2,680,1374
5677,sobolev aleksey,ablaev anton,sobolev aleksey ablaev anton,2,680,1572
5690,sobolev aleksey,belyaev aleksey,sobolev aleksey belyaev aleksey,2,680,861
5689,sobolev aleksey,leontyev dmitry,sobolev aleksey leontyev dmitry,2,680,2126
5688,sobolev aleksey,urmantseva lena,sobolev aleksey urmantseva lena,2,680,3094
5450,grigoryev maxim,kovalev alexey,grigoryev maxim kovalev alexey,2,1914,3133
5687,sobolev aleksey,makhambetov amangeldy,sobolev aleksey makhambetov amangeldy,2,680,1053
5686,sobolev aleksey,perkshev dmitry,sobolev aleksey perkshev dmitry,2,680,2092
5685,sobolev aleksey,alexandrova anna,sobolev aleksey alexandrova anna,2,680,396
5684,sobolev aleksey,kuzakov vitaly,sobolev aleksey kuzakov vitaly,2,680,1982
5683,sobolev aleksey,sulimov dmitry,sobolev aleksey sulimov dmitry,2,680,245
5682,sobolev aleksey,zavarygin sergey,sobolev aleksey zavarygin sergey,2,680,1589
5681,sobolev aleksey,zadvornov dmitry,sobolev aleksey zadvornov dmitry,2,680,2997
5680,sobolev aleksey,korelsky evgeny,sobolev aleksey korelsky evgeny,2,680,2160
5679,sobolev aleksey,petrakov yuri,sobolev aleksey petrakov yuri,2,680,2145
5678,sobolev aleksey,yakovlev alexander,sobolev aleksey yakovlev alexander,2,680,339
1604,oueslati hatem,schwefe thorsten,oueslati hatem schwefe thorsten,2,1359,1593
5443,grigoryev maxim,perkshev dmitry,grigoryev maxim perkshev dmitry,2,1914,2092
5641,petrakov yuri,glebov evgeny,petrakov yuri glebov evgeny,2,2145,1239
5827,kuzakov vitaly,shakirov eduard,kuzakov vitaly shakirov eduard,2,1982,672
5821,kuzakov vitaly,perkshev dmitry,kuzakov vitaly perkshev dmitry,2,1982,2092
5822,kuzakov vitaly,makhambetov amangeldy,kuzakov vitaly makhambetov amangeldy,2,1982,1053
5823,kuzakov vitaly,urmantseva lena,kuzakov vitaly urmantseva lena,2,1982,3094
5824,kuzakov vitaly,leontyev dmitry,kuzakov vitaly leontyev dmitry,2,1982,2126
5825,kuzakov vitaly,belyaev aleksey,kuzakov vitaly belyaev aleksey,2,1982,861
5826,kuzakov vitaly,shirshov anton,kuzakov vitaly shirshov anton,2,1982,1374
5828,kuzakov vitaly,kovalev alexey,kuzakov vitaly kovalev alexey,2,1982,3133
5836,alexandrova anna,chetverikov dmitry,alexandrova anna chetverikov dmitry,2,396,2290
5829,kuzakov vitaly,gainullin marat,kuzakov vitaly gainullin marat,2,1982,2644
5830,alexandrova anna,glebov evgeny,alexandrova anna glebov evgeny,2,396,1239
5831,alexandrova anna,shokarev ivan,alexandrova anna shokarev ivan,2,396,905
5832,alexandrova anna,boroday aleksey,alexandrova anna boroday aleksey,2,396,3145
5833,alexandrova anna,grigoryev maxim,alexandrova anna grigoryev maxim,2,396,1914
5834,alexandrova anna,gulov artur,alexandrova anna gulov artur,2,396,2410
5820,kuzakov vitaly,alexandrova anna,kuzakov vitaly alexandrova anna,2,1982,396
2872,sierra leopoldo,mayerhofer mike,sierra leopoldo mayerhofer mike,2,2876,382
2873,mayerhofer mike,sierra leopoldo,mayerhofer mike sierra leopoldo,2,382,2876
5819,kuzakov vitaly,sulimov dmitry,kuzakov vitaly sulimov dmitry,2,1982,245
5818,kuzakov vitaly,zavarygin sergey,kuzakov vitaly zavarygin sergey,2,1982,1589
5817,kuzakov vitaly,zadvornov dmitry,kuzakov vitaly zadvornov dmitry,2,1982,2997
5816,kuzakov vitaly,korelsky evgeny,kuzakov vitaly korelsky evgeny,2,1982,2160
5815,kuzakov vitaly,sobolev aleksey,kuzakov vitaly sobolev aleksey,2,1982,680
5814,kuzakov vitaly,petrakov yuri,kuzakov vitaly petrakov yuri,2,1982,2145
5813,kuzakov vitaly,yakovlev alexander,kuzakov vitaly yakovlev alexander,2,1982,339
5812,kuzakov vitaly,ablaev anton,kuzakov vitaly ablaev anton,2,1982,1572
5811,kuzakov vitaly,dobrokhleb pavel,kuzakov vitaly dobrokhleb pavel,2,1982,2624
5810,kuzakov vitaly,dymov sergey,kuzakov vitaly dymov sergey,2,1982,429
10926,jeffrey r.g.,zhang x.,jeffrey r.g. zhang x.,2,118,1884
5809,kuzakov vitaly,chetverikov dmitry,kuzakov vitaly chetverikov dmitry,2,1982,2290
10924,zhang x.,jeffrey r.g.,zhang x. jeffrey r.g.,2,1884,118
5808,kuzakov vitaly,zhludov aleksey,kuzakov vitaly zhludov aleksey,2,1982,2568
5835,alexandrova anna,zhludov aleksey,alexandrova anna zhludov aleksey,2,396,2568
5837,alexandrova anna,dymov sergey,alexandrova anna dymov sergey,2,396,429
5749,zavarygin sergey,glebov evgeny,zavarygin sergey glebov evgeny,2,1589,1239
5860,perkshev dmitry,grigoryev maxim,perkshev dmitry grigoryev maxim,2,2092,1914
5855,alexandrova anna,kovalev alexey,alexandrova anna kovalev alexey,2,396,3133
5856,alexandrova anna,gainullin marat,alexandrova anna gainullin marat,2,396,2644
5857,perkshev dmitry,glebov evgeny,perkshev dmitry glebov evgeny,2,2092,1239
5858,perkshev dmitry,shokarev ivan,perkshev dmitry shokarev ivan,2,2092,905
5859,perkshev dmitry,boroday aleksey,perkshev dmitry boroday aleksey,2,2092,3145
5433,grigoryev maxim,ablaev anton,grigoryev maxim ablaev anton,2,1914,1572
5861,perkshev dmitry,gulov artur,perkshev dmitry gulov artur,2,2092,2410
5838,alexandrova anna,dobrokhleb pavel,alexandrova anna dobrokhleb pavel,2,396,2624
5862,perkshev dmitry,zhludov aleksey,perkshev dmitry zhludov aleksey,2,2092,2568
5863,perkshev dmitry,chetverikov dmitry,perkshev dmitry chetverikov dmitry,2,2092,2290
5864,perkshev dmitry,dymov sergey,perkshev dmitry dymov sergey,2,2092,429
5865,perkshev dmitry,dobrokhleb pavel,perkshev dmitry dobrokhleb pavel,2,2092,2624
5432,grigoryev maxim,dobrokhleb pavel,grigoryev maxim dobrokhleb pavel,2,1914,2624
5866,perkshev dmitry,ablaev anton,perkshev dmitry ablaev anton,2,2092,1572
5854,alexandrova anna,shakirov eduard,alexandrova anna shakirov eduard,2,396,672
5853,alexandrova anna,shirshov anton,alexandrova anna shirshov anton,2,396,1374
5852,alexandrova anna,belyaev aleksey,alexandrova anna belyaev aleksey,2,396,861
5851,alexandrova anna,leontyev dmitry,alexandrova anna leontyev dmitry,2,396,2126
5434,grigoryev maxim,yakovlev alexander,grigoryev maxim yakovlev alexander,2,1914,339
5850,alexandrova anna,urmantseva lena,alexandrova anna urmantseva lena,2,396,3094
5849,alexandrova anna,makhambetov amangeldy,alexandrova anna makhambetov amangeldy,2,396,1053
5848,alexandrova anna,perkshev dmitry,alexandrova anna perkshev dmitry,2,396,2092
5847,alexandrova anna,kuzakov vitaly,alexandrova anna kuzakov vitaly,2,396,1982
5846,alexandrova anna,sulimov dmitry,alexandrova anna sulimov dmitry,2,396,245
5845,alexandrova anna,zavarygin sergey,alexandrova anna zavarygin sergey,2,396,1589
5844,alexandrova anna,zadvornov dmitry,alexandrova anna zadvornov dmitry,2,396,2997
5843,alexandrova anna,korelsky evgeny,alexandrova anna korelsky evgeny,2,396,2160
5842,alexandrova anna,sobolev aleksey,alexandrova anna sobolev aleksey,2,396,680
5841,alexandrova anna,petrakov yuri,alexandrova anna petrakov yuri,2,396,2145
5840,alexandrova anna,yakovlev alexander,alexandrova anna yakovlev alexander,2,396,339
5839,alexandrova anna,ablaev anton,alexandrova anna ablaev anton,2,396,1572
5807,kuzakov vitaly,gulov artur,kuzakov vitaly gulov artur,2,1982,2410
5806,kuzakov vitaly,grigoryev maxim,kuzakov vitaly grigoryev maxim,2,1982,1914
5805,kuzakov vitaly,boroday aleksey,kuzakov vitaly boroday aleksey,2,1982,3145
5766,zavarygin sergey,alexandrova anna,zavarygin sergey alexandrova anna,2,1589,396
5760,zavarygin sergey,petrakov yuri,zavarygin sergey petrakov yuri,2,1589,2145
5761,zavarygin sergey,sobolev aleksey,zavarygin sergey sobolev aleksey,2,1589,680
5762,zavarygin sergey,korelsky evgeny,zavarygin sergey korelsky evgeny,2,1589,2160
5763,zavarygin sergey,zadvornov dmitry,zavarygin sergey zadvornov dmitry,2,1589,2997
5764,zavarygin sergey,sulimov dmitry,zavarygin sergey sulimov dmitry,2,1589,245
5765,zavarygin sergey,kuzakov vitaly,zavarygin sergey kuzakov vitaly,2,1589,1982
5767,zavarygin sergey,perkshev dmitry,zavarygin sergey perkshev dmitry,2,1589,2092
5804,kuzakov vitaly,shokarev ivan,kuzakov vitaly shokarev ivan,2,1982,905
5768,zavarygin sergey,makhambetov amangeldy,zavarygin sergey makhambetov amangeldy,2,1589,1053
5769,zavarygin sergey,urmantseva lena,zavarygin sergey urmantseva lena,2,1589,3094
5770,zavarygin sergey,leontyev dmitry,zavarygin sergey leontyev dmitry,2,1589,2126
5771,zavarygin sergey,belyaev aleksey,zavarygin sergey belyaev aleksey,2,1589,861
5436,grigoryev maxim,sobolev aleksey,grigoryev maxim sobolev aleksey,2,1914,680
5435,grigoryev maxim,petrakov yuri,grigoryev maxim petrakov yuri,2,1914,2145
5759,zavarygin sergey,yakovlev alexander,zavarygin sergey yakovlev alexander,2,1589,339
5758,zavarygin sergey,ablaev anton,zavarygin sergey ablaev anton,2,1589,1572
5437,grigoryev maxim,korelsky evgeny,grigoryev maxim korelsky evgeny,2,1914,2160
5757,zavarygin sergey,dobrokhleb pavel,zavarygin sergey dobrokhleb pavel,2,1589,2624
1614,schwefe thorsten,oueslati hatem,schwefe thorsten oueslati hatem,2,1593,1359
5756,zavarygin sergey,dymov sergey,zavarygin sergey dymov sergey,2,1589,429
5755,zavarygin sergey,chetverikov dmitry,zavarygin sergey chetverikov dmitry,2,1589,2290
5438,grigoryev maxim,zadvornov dmitry,grigoryev maxim zadvornov dmitry,2,1914,2997
5754,zavarygin sergey,zhludov aleksey,zavarygin sergey zhludov aleksey,2,1589,2568
5439,grigoryev maxim,zavarygin sergey,grigoryev maxim zavarygin sergey,2,1914,1589
5440,grigoryev maxim,sulimov dmitry,grigoryev maxim sulimov dmitry,2,1914,245
5441,grigoryev maxim,kuzakov vitaly,grigoryev maxim kuzakov vitaly,2,1914,1982
5753,zavarygin sergey,gulov artur,zavarygin sergey gulov artur,2,1589,2410
5752,zavarygin sergey,grigoryev maxim,zavarygin sergey grigoryev maxim,2,1589,1914
5442,grigoryev maxim,alexandrova anna,grigoryev maxim alexandrova anna,2,1914,396
5751,zavarygin sergey,boroday aleksey,zavarygin sergey boroday aleksey,2,1589,3145
5750,zavarygin sergey,shokarev ivan,zavarygin sergey shokarev ivan,2,1589,905
5772,zavarygin sergey,shirshov anton,zavarygin sergey shirshov anton,2,1589,1374
5773,zavarygin sergey,shakirov eduard,zavarygin sergey shakirov eduard,2,1589,672
5774,zavarygin sergey,kovalev alexey,zavarygin sergey kovalev alexey,2,1589,3133
5790,sulimov dmitry,zadvornov dmitry,sulimov dmitry zadvornov dmitry,2,245,2997
5803,kuzakov vitaly,glebov evgeny,kuzakov vitaly glebov evgeny,2,1982,1239
5802,sulimov dmitry,gainullin marat,sulimov dmitry gainullin marat,2,245,2644
5801,sulimov dmitry,kovalev alexey,sulimov dmitry kovalev alexey,2,245,3133
5800,sulimov dmitry,shakirov eduard,sulimov dmitry shakirov eduard,2,245,672
5799,sulimov dmitry,shirshov anton,sulimov dmitry shirshov anton,2,245,1374
5798,sulimov dmitry,belyaev aleksey,sulimov dmitry belyaev aleksey,2,245,861
5797,sulimov dmitry,leontyev dmitry,sulimov dmitry leontyev dmitry,2,245,2126
13767,armstrong r.,berg s.,armstrong r. berg s.,2,2873,2146
5796,sulimov dmitry,urmantseva lena,sulimov dmitry urmantseva lena,2,245,3094
5795,sulimov dmitry,makhambetov amangeldy,sulimov dmitry makhambetov amangeldy,2,245,1053
5794,sulimov dmitry,perkshev dmitry,sulimov dmitry perkshev dmitry,2,245,2092
5793,sulimov dmitry,alexandrova anna,sulimov dmitry alexandrova anna,2,245,396
5792,sulimov dmitry,kuzakov vitaly,sulimov dmitry kuzakov vitaly,2,245,1982
5791,sulimov dmitry,zavarygin sergey,sulimov dmitry zavarygin sergey,2,245,1589
5789,sulimov dmitry,korelsky evgeny,sulimov dmitry korelsky evgeny,2,245,2160
13744,berg s.,armstrong r.,berg s. armstrong r.,2,2146,2873
5788,sulimov dmitry,sobolev aleksey,sulimov dmitry sobolev aleksey,2,245,680
5787,sulimov dmitry,petrakov yuri,sulimov dmitry petrakov yuri,2,245,2145
5786,sulimov dmitry,yakovlev alexander,sulimov dmitry yakovlev alexander,2,245,339
5785,sulimov dmitry,ablaev anton,sulimov dmitry ablaev anton,2,245,1572
5784,sulimov dmitry,dobrokhleb pavel,sulimov dmitry dobrokhleb pavel,2,245,2624
5783,sulimov dmitry,dymov sergey,sulimov dmitry dymov sergey,2,245,429
5782,sulimov dmitry,chetverikov dmitry,sulimov dmitry chetverikov dmitry,2,245,2290
5781,sulimov dmitry,zhludov aleksey,sulimov dmitry zhludov aleksey,2,245,2568
5780,sulimov dmitry,gulov artur,sulimov dmitry gulov artur,2,245,2410
5779,sulimov dmitry,grigoryev maxim,sulimov dmitry grigoryev maxim,2,245,1914
5778,sulimov dmitry,boroday aleksey,sulimov dmitry boroday aleksey,2,245,3145
5777,sulimov dmitry,shokarev ivan,sulimov dmitry shokarev ivan,2,245,905
5776,sulimov dmitry,glebov evgeny,sulimov dmitry glebov evgeny,2,245,1239
5775,zavarygin sergey,gainullin marat,zavarygin sergey gainullin marat,2,1589,2644
