,source,target,total,count,source_num,target_num
5987,delft university of technology,imperial college london,delft university of technology imperial college london,5,198,8
6073,chevron corporation,the university of tulsa,chevron corporation the university of tulsa,5,341,149
6068,the university of tulsa,chevron corporation,the university of tulsa chevron corporation,5,149,341
1574,carbo ceramics,eni algeria,carbo ceramics eni algeria,5,146,476
1568,eni algeria,eni s.p.a,eni algeria eni s.p.a,5,476,229
7012,national institute for occupational safety and health spokane,hecla mining company,national institute for occupational safety and health spokane hecla mining company,5,61,22
1564,eni algeria,carbo ceramics,eni algeria carbo ceramics,5,476,146
808,emurc,exxonmobil upstream research co. (emurc),emurc exxonmobil upstream research co. (emurc),5,59,744
811,emurc,exxonmobil international ltd.,emurc exxonmobil international ltd.,5,59,34
5427,university of pittsburgh,schlumberger dhahran carbonate research,university of pittsburgh schlumberger dhahran carbonate research,5,758,677
810,emurc,exxonmobil production co.,emurc exxonmobil production co.,5,59,722
5436,schlumberger doll research,university of pittsburgh,schlumberger doll research university of pittsburgh,5,332,758
809,emurc,exxonmobil development co.,emurc exxonmobil development co.,5,59,699
1950,cnooc ltd.,schlumberger,cnooc ltd. schlumberger,5,457,287
5426,university of pittsburgh,schlumberger doll research,university of pittsburgh schlumberger doll research,5,758,332
5442,schlumberger dhahran carbonate research,university of pittsburgh,schlumberger dhahran carbonate research university of pittsburgh,5,677,758
825,exxonmobil development co.,emurc,exxonmobil development co. emurc,5,699,59
1957,schlumberger,cnooc ltd.,schlumberger cnooc ltd.,5,287,457
6235,repsol technology hub,repsol ctr,repsol technology hub repsol ctr,4,561,657
4136,aramco research center-houston,university of louisiana at lafayette,aramco research center-houston university of louisiana at lafayette,4,698,552
6252,alis - solu&#231;oes em engenharia e sistemas,tecgraf/puc-rio,alis - solu&#231;oes em engenharia e sistemas tecgraf/puc-rio,4,220,373
6193,"etseccpb (school of civil engineering); upc (technical university of catalonia),",ibm research,"etseccpb (school of civil engineering); upc (technical university of catalonia), ibm research",4,208,168
6184,university of sao paulo,ibm research,university of sao paulo ibm research,4,3,168
6179,ibm research,"etseccpb (school of civil engineering); upc (technical university of catalonia),","ibm research etseccpb (school of civil engineering); upc (technical university of catalonia),",4,168,208
6178,ibm research,university of sao paulo,ibm research university of sao paulo,4,168,3
6174,new mexico tech,sandia national laboratories,new mexico tech sandia national laboratories,4,376,157
6219,repsol ctr,repsol technology hub,repsol ctr repsol technology hub,4,657,561
6632,tarim oil field company,china university of petroleum,tarim oil field company china university of petroleum,4,743,640
4137,university of louisiana at lafayette,aramco research center-houston,university of louisiana at lafayette aramco research center-houston,4,552,698
6254,alis - solu&#231;oes em engenharia e sistemas,bg group,alis - solu&#231;oes em engenharia e sistemas bg group,4,220,701
3172,schlumberger,consorcio shushufindi - schlumberger,schlumberger consorcio shushufindi - schlumberger,4,287,872
4148,inpex masela ltd.,baker hughes,inpex masela ltd. baker hughes,4,205,421
6170,sandia national laboratories,new mexico tech,sandia national laboratories new mexico tech,4,157,376
6136,bg/qgc,csiro energy flagship,bg/qgc csiro energy flagship,4,754,466
6116,csiro energy flagship,bg/qgc,csiro energy flagship bg/qgc,4,466,754
7870,korea register of shipping,hanyang university,korea register of shipping hanyang university,4,1,228
415,university of alberta,ccmeo,university of alberta ccmeo,4,200,377
6678,university of nevada,optim sds,university of nevada optim sds,4,315,121
6062,bp exploration (alaska) inc.,taurus reservoir solutions ltd.,bp exploration (alaska) inc. taurus reservoir solutions ltd.,4,653,400
3170,schlumberger,schlumberger - doll research,schlumberger schlumberger - doll research,4,287,381
6053,taurus reservoir solutions ltd.,bp exploration (alaska) inc.,taurus reservoir solutions ltd. bp exploration (alaska) inc.,4,400,653
6682,optim sds,university of nevada,optim sds university of nevada,4,121,315
6043,shell exploration & production company,university of illinois at chicago,shell exploration & production company university of illinois at chicago,4,445,797
4144,baker hughes,inpex masela ltd.,baker hughes inpex masela ltd.,4,421,205
6268,bg group,alis - solu&#231;oes em engenharia e sistemas,bg group alis - solu&#231;oes em engenharia e sistemas,4,701,220
6260,tecgraf/puc-rio,alis - solu&#231;oes em engenharia e sistemas,tecgraf/puc-rio alis - solu&#231;oes em engenharia e sistemas,4,373,220
6262,tecgraf/puc-rio,bg group,tecgraf/puc-rio bg group,4,373,701
6618,china university of petroleum,tarim oil field company,china university of petroleum tarim oil field company,4,640,743
6606,university of alberta,dalian university of technology,university of alberta dalian university of technology,4,200,737
3214,consorcio shushufindi - schlumberger,schlumberger,consorcio shushufindi - schlumberger schlumberger,4,872,287
6602,dalian university of technology,university of alberta,dalian university of technology university of alberta,4,737,200
412,aer,ccmeo,aer ccmeo,4,53,377
410,aer,university of alberta,aer university of alberta,4,53,200
6529,idaho national laboratory,university of utah,idaho national laboratory university of utah,4,867,6
6528,university of utah,idaho national laboratory,university of utah idaho national laboratory,4,6,867
3506,texas a&m university,petroamazonas ep,texas a&m university petroamazonas ep,4,292,211
3510,petroamazonas ep,texas a&m university,petroamazonas ep texas a&m university,4,211,292
6516,universite de cergy-pontoise,university of alberta,universite de cergy-pontoise university of alberta,4,501,200
6,samsung heavy industries co. ltd.,korea advanced institute of science and technology,samsung heavy industries co. ltd. korea advanced institute of science and technology,4,673,707
6508,university of alberta,universite de cergy-pontoise,university of alberta universite de cergy-pontoise,4,200,501
6498,university of north florida,university of florida,university of north florida university of florida,4,590,474
6494,university of florida,university of north florida,university of florida university of north florida,4,474,590
6488,southern company,montana state university,southern company montana state university,4,357,408
2,korea advanced institute of science and technology,samsung heavy industries co. ltd.,korea advanced institute of science and technology samsung heavy industries co. ltd.,4,707,673
6482,schlumberger carbon services,montana state university,schlumberger carbon services montana state university,4,733,408
3184,schlumberger - doll research,schlumberger,schlumberger - doll research schlumberger,4,381,287
7328,university of oklahoma,weatherford,university of oklahoma weatherford,4,556,454
6466,montana state university,southern company,montana state university southern company,4,408,357
6465,montana state university,schlumberger carbon services,montana state university schlumberger carbon services,4,408,733
6464,montana state university,montana emergent technologies,montana state university montana emergent technologies,4,408,802
6820,shell global solutions international b.v.,nederlandse aardolie maatschappij b.v.,shell global solutions international b.v. nederlandse aardolie maatschappij b.v.,4,572,763
6821,nederlandse aardolie maatschappij b.v.,shell global solutions international b.v.,nederlandse aardolie maatschappij b.v. shell global solutions international b.v.,4,763,572
6270,bg group,tecgraf/puc-rio,bg group tecgraf/puc-rio,4,701,373
353,,petrochina, petrochina,4,0,836
348,petrochina,,petrochina ,4,836,0
414,university of alberta,aer,university of alberta aer,4,200,53
6476,montana emergent technologies,montana state university,montana emergent technologies montana state university,4,802,408
6940,petro-geotech inc.,sripe,petro-geotech inc. sripe,4,359,847
7324,weatherford,university of oklahoma,weatherford university of oklahoma,4,454,556
7842,ifpen,exxonmobil,ifpen exxonmobil,4,464,366
5641,halliburton,colorado school of mines,halliburton colorado school of mines,4,588,302
4866,schlumberger,rumaila operating organization,schlumberger rumaila operating organization,4,287,463
4867,schlumberger,south oil company iraq,schlumberger south oil company iraq,4,287,372
4882,rumaila operating organization,schlumberger,rumaila operating organization schlumberger,4,463,287
5638,colorado school of mines,halliburton,colorado school of mines halliburton,4,302,588
4889,south oil company iraq,schlumberger,south oil company iraq schlumberger,4,372,287
7151,china coal technology & engineering group corp.,"tiandi science & technology co.,ltd.","china coal technology & engineering group corp. tiandi science & technology co.,ltd.",4,64,311
7150,"tiandi science & technology co.,ltd.",china coal technology & engineering group corp.,"tiandi science & technology co.,ltd. china coal technology & engineering group corp.",4,311,64
7134,shell international exploration and production inc.,shell exploration and production company,shell international exploration and production inc. shell exploration and production company,4,864,160
4952,exxonmobil upstream research company,xto energy,exxonmobil upstream research company xto energy,4,717,774
4972,xto energy,exxonmobil upstream research company,xto energy exxonmobil upstream research company,4,774,717
1008,baker hughes ltd,karamay oil company,baker hughes ltd karamay oil company,4,172,690
7126,china railway 18th bureau group co. ltd.,school of urban rail transportation,china railway 18th bureau group co. ltd. school of urban rail transportation,4,272,31
168,northeast petroleum university,clausthal university of technology,northeast petroleum university clausthal university of technology,4,435,693
172,clausthal university of technology,northeast petroleum university,clausthal university of technology northeast petroleum university,4,693,435
5070,prosernat,qatargas,prosernat qatargas,4,623,26
5074,qatargas,prosernat,qatargas prosernat,4,26,623
5094,china university of petroleum,university of utah,china university of petroleum university of utah,4,640,6
5487,csiro/arrc,puc-rio/dec,csiro/arrc puc-rio/dec,4,786,368
5098,university of utah,china university of petroleum,university of utah china university of petroleum,4,6,640
7124,school of urban rail transportation,china railway 18th bureau group co. ltd.,school of urban rail transportation china railway 18th bureau group co. ltd.,4,31,272
5220,weatherford,university of texas,weatherford university of texas,4,454,535
5224,university of texas,weatherford,university of texas weatherford,4,535,454
5477,puc-rio/dec,csiro/arrc,puc-rio/dec csiro/arrc,4,368,786
5288,tsinghua university,country chengdu engineering corporation limited,tsinghua university country chengdu engineering corporation limited,4,803,409
5292,country chengdu engineering corporation limited,tsinghua university,country chengdu engineering corporation limited tsinghua university,4,409,803
7030,the pennsylvania state university,taiyuan university of technology,the pennsylvania state university taiyuan university of technology,4,48,51
7031,the pennsylvania state university,aramco services company,the pennsylvania state university aramco services company,4,48,734
7032,taiyuan university of technology,the pennsylvania state university,taiyuan university of technology the pennsylvania state university,4,51,48
7840,ifpen,petrobras,ifpen petrobras,4,464,86
7848,petrobras,ifpen,petrobras ifpen,4,86,464
7320,schlumberger,hess corporation,schlumberger hess corporation,4,287,351
7850,petrobras,exxonmobil,petrobras exxonmobil,4,86,366
6038,shell international exploration & production inc.,university of illinois at chicago,shell international exploration & production inc. university of illinois at chicago,4,571,797
7316,hess corporation,schlumberger,hess corporation schlumberger,4,351,287
6031,university of illinois at chicago,shell exploration & production company,university of illinois at chicago shell exploration & production company,4,797,445
6030,university of illinois at chicago,shell international exploration & production inc.,university of illinois at chicago shell international exploration & production inc.,4,797,571
255,schlumberger oilfield eastern lt,kuwait oil company,schlumberger oilfield eastern lt kuwait oil company,4,91,41
7788,orlen upstream,,orlen upstream ,4,144,0
248,schlumberger limited,kuwait oil company,schlumberger limited kuwait oil company,4,297,41
247,kuwait oil company,schlumberger oilfield eastern lt,kuwait oil company schlumberger oilfield eastern lt,4,41,91
246,kuwait oil company,schlumberger limited,kuwait oil company schlumberger limited,4,41,297
7037,aramco services company,the pennsylvania state university,aramco services company the pennsylvania state university,4,734,48
4504,suez oil company,baker hughes,suez oil company baker hughes,4,695,421
4510,baker hughes,suez oil company,baker hughes suez oil company,4,421,695
7808,,orlen upstream, orlen upstream,4,0,144
6943,sripe,petro-geotech inc.,sripe petro-geotech inc.,4,847,359
7866,hanyang university,korea register of shipping,hanyang university korea register of shipping,4,228,1
4714,china university of petroleum at beijing china,university of texas at austin usa,china university of petroleum at beijing china university of texas at austin usa,4,603,558
4718,university of texas at austin usa,china university of petroleum at beijing china,university of texas at austin usa china university of petroleum at beijing china,4,558,603
7858,exxonmobil,petrobras,exxonmobil petrobras,4,366,86
7254,schlumberger oilfield services,hess corporation,schlumberger oilfield services hess corporation,4,625,351
7250,hess corporation,schlumberger oilfield services,hess corporation schlumberger oilfield services,4,351,625
7244,formerly weatherford,weatherford,formerly weatherford weatherford,4,183,454
5888,three cliffs geomechanical analysis,rockfield software ltd.,three cliffs geomechanical analysis rockfield software ltd.,4,560,720
5884,rockfield software ltd.,three cliffs geomechanical analysis,rockfield software ltd. three cliffs geomechanical analysis,4,720,560
5864,norwegian university of science and technology (ntnu),sintef petroleum research,norwegian university of science and technology (ntnu) sintef petroleum research,4,848,721
7242,weatherford,formerly weatherford,weatherford formerly weatherford,4,454,183
5860,sintef petroleum research,norwegian university of science and technology (ntnu),sintef petroleum research norwegian university of science and technology (ntnu),4,721,848
5844,statoil asa,norwegian geotechnical institute,statoil asa norwegian geotechnical institute,4,505,850
7856,exxonmobil,ifpen,exxonmobil ifpen,4,366,464
5820,norwegian geotechnical institute,statoil asa,norwegian geotechnical institute statoil asa,4,850,505
1007,baker hughes ltd,baker hughes,baker hughes ltd baker hughes,4,172,421
7132,shell exploration and production company,shell international exploration and production inc.,shell exploration and production company shell international exploration and production inc.,4,160,864
1980,halliburton,petronas carigali sdn bhd,halliburton petronas carigali sdn bhd,4,588,481
883,the university of texas at austin,beijing institute of technology,the university of texas at austin beijing institute of technology,4,21,142
1201,shell kuwait exploration and production b.v.,shell global solutions international b.v.,shell kuwait exploration and production b.v. shell global solutions international b.v.,4,791,572
1647,bp,bp-phpc,bp bp-phpc,4,839,555
647,university of oklahoma,pluspetrol norte s.a,university of oklahoma pluspetrol norte s.a,4,556,456
929,mit,shell global solutions (us) inc.,mit shell global solutions (us) inc.,4,631,187
1640,bp-phpc,bp,bp-phpc bp,4,555,839
2457,"ojsc ""novatek""","cjsc ""investgeoservice""","ojsc ""novatek"" cjsc ""investgeoservice""",4,813,638
437,taurus reservoir solutions,bp exploration (alaska) inc.,taurus reservoir solutions bp exploration (alaska) inc.,4,314,653
3002,sinopec research institute of petroleum engineering,state key laboratory of petroleum resources and prospecting china university of petroleum beijing,sinopec research institute of petroleum engineering state key laboratory of petroleum resources and prospecting china university of petroleum beijing,4,384,770
928,mit,shell international exploration and production inc.,mit shell international exploration and production inc.,4,631,864
3080,the university of texas at austin,china univerisity of petroleum,the university of texas at austin china univerisity of petroleum,4,21,248
1976,petronas carigali sdn bhd,halliburton,petronas carigali sdn bhd halliburton,4,481,588
964,missouri university of science and technology,the university of texas at austin,missouri university of science and technology the university of texas at austin,4,655,21
966,the university of texas at austin,missouri university of science and technology,the university of texas at austin missouri university of science and technology,4,21,655
922,lawrence berkeley national laboratory,texas a&m u,lawrence berkeley national laboratory texas a&m u,4,645,508
2686,lomonosov moscow state university of fine chemical technologies,weatherford,lomonosov moscow state university of fine chemical technologies weatherford,4,875,454
720,university of oklahoma,rig operations llc,university of oklahoma rig operations llc,4,556,767
738,rig operations llc,university of oklahoma,rig operations llc university of oklahoma,4,767,556
3076,china univerisity of petroleum,the university of texas at austin,china univerisity of petroleum the university of texas at austin,4,248,21
773,schlumberger oil field services,schlumberger-doll research,schlumberger oil field services schlumberger-doll research,4,258,249
2064,investgeoservice,novatek,investgeoservice novatek,4,419,392
2692,weatherford,lomonosov moscow state university of fine chemical technologies,weatherford lomonosov moscow state university of fine chemical technologies,4,454,875
920,texas a&m u,lawrence berkeley national laboratory,texas a&m u lawrence berkeley national laboratory,4,508,645
890,beijing institute of technology,the university of texas at austin,beijing institute of technology the university of texas at austin,4,142,21
2048,novatek,investgeoservice,novatek investgeoservice,4,392,419
1268,china university of petroleum beijing,research institute of petroleum exploration and development petrochina,china university of petroleum beijing research institute of petroleum exploration and development petrochina,4,225,81
446,bp exploration (alaska) inc.,taurus reservoir solutions,bp exploration (alaska) inc. taurus reservoir solutions,4,653,314
1186,shell global solutions international b.v.,shell kuwait exploration and production b.v.,shell global solutions international b.v. shell kuwait exploration and production b.v.,4,572,791
644,pluspetrol norte s.a,university of oklahoma,pluspetrol norte s.a university of oklahoma,4,456,556
993,china university of petroleum (east china),colorado school of mines,china university of petroleum (east china) colorado school of mines,4,195,302
2483,"cjsc ""investgeoservice""","ojsc ""novatek""","cjsc ""investgeoservice"" ojsc ""novatek""",4,638,813
935,shell global solutions (us) inc.,mit,shell global solutions (us) inc. mit,4,187,631
2990,state key laboratory of petroleum resources and prospecting china university of petroleum beijing,sinopec research institute of petroleum engineering,state key laboratory of petroleum resources and prospecting china university of petroleum beijing sinopec research institute of petroleum engineering,4,770,384
2364,rosneft upstream peer review and technical development center,schlumberger,rosneft upstream peer review and technical development center schlumberger,4,810,287
2360,schlumberger,rosneft upstream peer review and technical development center,schlumberger rosneft upstream peer review and technical development center,4,287,810
1003,karamay oil company,baker hughes ltd,karamay oil company baker hughes ltd,4,690,172
2288,bashkir state university,rosneft oil company,bashkir state university rosneft oil company,4,490,442
999,baker hughes,baker hughes ltd,baker hughes baker hughes ltd,4,421,172
2272,rosneft oil company,bashkir state university,rosneft oil company bashkir state university,4,442,490
1083,,petroleum development oman, petroleum development oman,4,0,437
422,ccmeo,aer,ccmeo aer,4,377,53
423,ccmeo,university of alberta,ccmeo university of alberta,4,377,200
1376,baker hughes,yacimientos petroliferos fiscales (ypf),baker hughes yacimientos petroliferos fiscales (ypf),4,421,581
1380,yacimientos petroliferos fiscales (ypf),baker hughes,yacimientos petroliferos fiscales (ypf) baker hughes,4,581,421
990,colorado school of mines,china university of petroleum (east china),colorado school of mines china university of petroleum (east china),4,302,195
1114,petroleum development oman,,petroleum development oman ,4,437,0
930,mit,shell brasil exploration and production,mit shell brasil exploration and production,4,631,35
939,shell brasil exploration and production,mit,shell brasil exploration and production mit,4,35,631
1259,research institute of petroleum exploration and development petrochina,china university of petroleum beijing,research institute of petroleum exploration and development petrochina china university of petroleum beijing,4,81,225
780,schlumberger-doll research,schlumberger oil field services,schlumberger-doll research schlumberger oil field services,4,249,258
931,shell international exploration and production inc.,mit,shell international exploration and production inc. mit,4,864,631
2579,cjsc,ojsc,cjsc ojsc,4,36,171
2553,ojsc,cjsc,ojsc cjsc,4,171,36
7640,nitec,repsol,nitec repsol,3,152,23
1919,bp,halliburton,bp halliburton,3,839,588
7025,imageo srl,imageo hortus chile ltda,imageo srl imageo hortus chile ltda,3,570,161
1916,halliburton,bp,halliburton bp,3,588,839
1847,riped petrochina,northeast petroleum university,riped petrochina northeast petroleum university,3,520,435
7022,imageo hortus chile ltda,imageo srl,imageo hortus chile ltda imageo srl,3,161,570
1846,northeast petroleum university,riped petrochina,northeast petroleum university riped petrochina,3,435,520
1807,petronas,universiti teknologi petronas,petronas universiti teknologi petronas,3,345,789
1804,universiti teknologi petronas,petronas,universiti teknologi petronas petronas,3,789,345
5762,saudi aramco,geomechanica inc.,saudi aramco geomechanica inc.,3,595,165
5753,heriot-watt university,saudi aramco,heriot-watt university saudi aramco,3,82,595
5741,geomechanica inc.,saudi aramco,geomechanica inc. saudi aramco,3,165,595
5685,cnooc energy technology & services ltd.,"shandong energy longkou mining groop co. ltd,","cnooc energy technology & services ltd. shandong energy longkou mining groop co. ltd,",3,7,80
5684,cnooc energy technology & services ltd.,ideal oil & gas connections inc.,cnooc energy technology & services ltd. ideal oil & gas connections inc.,3,7,484
5678,"shandong energy longkou mining groop co. ltd,",cnooc energy technology & services ltd.,"shandong energy longkou mining groop co. ltd, cnooc energy technology & services ltd.",3,80,7
5674,"shandong energy longkou mining groop co. ltd,",china university of petroleum,"shandong energy longkou mining groop co. ltd, china university of petroleum",3,80,640
5671,ideal oil & gas connections inc.,cnooc energy technology & services ltd.,ideal oil & gas connections inc. cnooc energy technology & services ltd.,3,484,7
5667,ideal oil & gas connections inc.,china university of petroleum,ideal oil & gas connections inc. china university of petroleum,3,484,640
5653,china university of petroleum,"shandong energy longkou mining groop co. ltd,","china university of petroleum shandong energy longkou mining groop co. ltd,",3,640,80
5652,china university of petroleum,ideal oil & gas connections inc.,china university of petroleum ideal oil & gas connections inc.,3,640,484
5648,the university of oklahoma,shanghai jiao tong university,the university of oklahoma shanghai jiao tong university,3,459,388
5646,shanghai jiao tong university,the university of oklahoma,shanghai jiao tong university the university of oklahoma,3,388,459
1710,trican well service ltd.,coral hill energy ltd.,trican well service ltd. coral hill energy ltd.,3,266,43
5623,aristotle university of thessaloniki; sintef petroleum research,sintef petroleum research,aristotle university of thessaloniki; sintef petroleum research sintef petroleum research,3,365,721
1713,coral hill energy ltd.,trican well service ltd.,coral hill energy ltd. trican well service ltd.,3,43,266
1786,fracgeo,university of alaska,fracgeo university of alaska,3,713,119
1788,university of alaska,fracgeo,university of alaska fracgeo,3,119,713
120,university of alberta,nexen energy,university of alberta nexen energy,3,200,239
123,nexen energy,university of alberta,nexen energy university of alberta,3,239,200
7631,repsol,nitec,repsol nitec,3,23,152
5620,sintef petroleum research,aristotle university of thessaloniki; sintef petroleum research,sintef petroleum research aristotle university of thessaloniki; sintef petroleum research,3,721,365
5353,pogc co.,mapsa co.,pogc co. mapsa co.,3,589,120
7048,university of arizona,zhejiang university,university of arizona zhejiang university,3,175,784
5116,halliburton,halliburton–landmark,halliburton halliburton–landmark,3,588,567
5158,exxonmobil exploration company,exxonmobil development company,exxonmobil exploration company exxonmobil development company,3,853,862
5154,exxon neftegas ltd.,exxonmobil development company,exxon neftegas ltd. exxonmobil development company,3,823,862
5149,exxonmobil development company,exxonmobil exploration company,exxonmobil development company exxonmobil exploration company,3,862,853
5148,exxonmobil development company,exxon neftegas ltd.,exxonmobil development company exxon neftegas ltd.,3,862,823
645,university of oklahoma,pluspetrol peru corporation s.a,university of oklahoma pluspetrol peru corporation s.a,3,556,246
5133,halliburton–landmark,halliburton,halliburton–landmark halliburton,3,567,588
5128,pinnacle–a halliburton service,halliburton,pinnacle–a halliburton service halliburton,3,4,588
5117,devon energy,halliburton,devon energy halliburton,3,610,588
5115,halliburton,pinnacle–a halliburton service,halliburton pinnacle–a halliburton service,3,588,4
5195,colorado school of mines; khalifa university,colorado school of mines,colorado school of mines; khalifa university colorado school of mines,3,795,302
5114,halliburton,devon energy,halliburton devon energy,3,588,610
5111,universite de toulouse; inpt; ups; imft,institut national de l'environnement industriel et des risques; ineris,universite de toulouse; inpt; ups; imft institut national de l'environnement industriel et des risques; ineris,3,462,604
5108,institut national de l'environnement industriel et des risques; ineris,universite de toulouse; inpt; ups; imft,institut national de l'environnement industriel et des risques; ineris universite de toulouse; inpt; ups; imft,3,604,462
5105,cermes; ifsttar,georgia institute of technology,cermes; ifsttar georgia institute of technology,3,29,71
5102,georgia institute of technology,cermes; ifsttar,georgia institute of technology cermes; ifsttar,3,71,29
639,pluspetrol peru corporation s.a,university of oklahoma,pluspetrol peru corporation s.a university of oklahoma,3,246,556
4988,qatar university,king fahd university of petroleum & minerals,qatar university king fahd university of petroleum & minerals,3,194,370
4979,king fahd university of petroleum & minerals,qatar university,king fahd university of petroleum & minerals qatar university,3,370,194
5191,colorado school of mines; los alamos national laboratory,colorado school of mines,colorado school of mines; los alamos national laboratory colorado school of mines,3,196,302
5198,colorado school of mines,colorado school of mines; los alamos national laboratory,colorado school of mines colorado school of mines; los alamos national laboratory,3,302,196
7049,zhejiang university,university of arizona,zhejiang university university of arizona,3,784,175
5347,university of waterloo,mapsa co.,university of waterloo mapsa co.,3,304,120
5382,sintef petroleum research,ntnu,sintef petroleum research ntnu,3,721,244
5378,ntnu,sintef petroleum research,ntnu sintef petroleum research,3,244,721
2042,baker hughes,pertamina hulu energy,baker hughes pertamina hulu energy,3,421,65
5359,mapsa co.,pogc co.,mapsa co. pogc co.,3,120,589
5358,mapsa co.,university of waterloo,mapsa co. university of waterloo,3,120,304
5357,mapsa co.,university of tehran,mapsa co. university of tehran,3,120,831
5356,mapsa co.,university of tehran; mapsa co.,mapsa co. university of tehran; mapsa co.,3,120,539
5768,geomechanica inc.,queen’s university,geomechanica inc. queen’s university,3,165,42
5341,university of tehran,mapsa co.,university of tehran mapsa co.,3,831,120
5199,colorado school of mines,colorado school of mines; khalifa university,colorado school of mines colorado school of mines; khalifa university,3,302,795
5335,university of tehran; mapsa co.,mapsa co.,university of tehran; mapsa co. mapsa co.,3,539,120
5321,inst. fisica de liquidos y sist. biologicos,universidad tecnologica nacional,inst. fisica de liquidos y sist. biologicos universidad tecnologica nacional,3,694,344
2045,pertamina hulu energy,baker hughes,pertamina hulu energy baker hughes,3,65,421
5306,universidad tecnologica nacional,inst. fisica de liquidos y sist. biologicos,universidad tecnologica nacional inst. fisica de liquidos y sist. biologicos,3,344,694
5299,shell international exploration and production inc.,university of pittsburgh,shell international exploration and production inc. university of pittsburgh,3,864,758
5296,university of pittsburgh,shell international exploration and production inc.,university of pittsburgh shell international exploration and production inc.,3,758,864
5239,amirkabir university of technology,islamic azad university,amirkabir university of technology islamic azad university,3,549,386
5238,islamic azad university,amirkabir university of technology,islamic azad university amirkabir university of technology,3,386,549
5765,saudi aramco,heriot-watt university,saudi aramco heriot-watt university,3,595,82
5932,sudbury integrated nickel operations a glencore company,engineering seismology group (esg) canada inc.,sudbury integrated nickel operations a glencore company engineering seismology group (esg) canada inc.,3,577,54
5771,queen’s university,geomechanica inc.,queen’s university geomechanica inc.,3,42,165
6425,ntnu; sintef petroleum research,sintef petroleum research,ntnu; sintef petroleum research sintef petroleum research,3,66,721
6801,university of arizona,chonbuk national university,university of arizona chonbuk national university,3,175,73
6806,adana science and technology university; the university of queensiand,the university of queensland,adana science and technology university; the university of queensiand the university of queensland,3,94,672
6809,the university of queensland,adana science and technology university; the university of queensiand,the university of queensland adana science and technology university; the university of queensiand,3,672,94
6448,ehime university,kyoto university,ehime university kyoto university,3,76,798
6444,japan atomic energy agency,kyoto university,japan atomic energy agency kyoto university,3,145,798
6439,kyoto university,ehime university,kyoto university ehime university,3,798,76
6438,kyoto university,japan atomic energy agency,kyoto university japan atomic energy agency,3,798,145
6434,sintef petroleum research,ntnu; sintef petroleum research,sintef petroleum research ntnu; sintef petroleum research,3,721,66
6430,ntnu,ntnu; sintef petroleum research,ntnu ntnu; sintef petroleum research,3,244,66
6424,ntnu; sintef petroleum research,ntnu,ntnu; sintef petroleum research ntnu,3,66,244
6370,university of california san diego,massachusetts institute of technology,university of california san diego massachusetts institute of technology,3,135,154
6407,environ italy,university of texas austin,environ italy university of texas austin,3,328,580
6406,environ italy,university of california riverside,environ italy university of california riverside,3,328,309
6405,environ italy,university of california san diego,environ italy university of california san diego,3,328,135
1226,university of bremen,a.p. van den berg ingenieursburo bv,university of bremen a.p. van den berg ingenieursburo bv,3,773,731
6397,university of texas austin,environ italy,university of texas austin environ italy,3,580,328
6390,university of texas austin,massachusetts institute of technology,university of texas austin massachusetts institute of technology,3,580,154
6387,university of california riverside,environ italy,university of california riverside environ italy,3,309,328
1232,a.p. van den berg ingenieursburo bv,university of bremen,a.p. van den berg ingenieursburo bv university of bremen,3,731,773
6380,university of california riverside,massachusetts institute of technology,university of california riverside massachusetts institute of technology,3,309,154
1224,university of bremen,bauer maschinen gmbh,university of bremen bauer maschinen gmbh,3,773,380
1216,bauer maschinen gmbh,university of bremen,bauer maschinen gmbh university of bremen,3,380,773
6786,chonbuk national university,university of arizona,chonbuk national university university of arizona,3,73,175
984,university of houston,the university of texas at austin,university of houston the university of texas at austin,3,469,21
6689,queen’s university,mdeng,queen’s university mdeng,3,42,605
6686,mdeng,queen’s university,mdeng queen’s university,3,605,42
6661,total s.a.,universite paris-est,total s.a. universite paris-est,3,402,472
6655,universite paris-est,total s.a.,universite paris-est total s.a.,3,472,402
6654,universite paris-est,the university of texas at austin,universite paris-est the university of texas at austin,3,472,21
6650,the university of texas at austin,universite paris-est,the university of texas at austin universite paris-est,3,21,472
1053,saudi aramco,schlumberger saudi arabia,saudi aramco schlumberger saudi arabia,3,595,833
1060,schlumberger saudi arabia,saudi aramco,schlumberger saudi arabia saudi aramco,3,833,595
6589,applied numerics,lawrence livermore national laboratory,applied numerics lawrence livermore national laboratory,3,573,832
6580,lawrence livermore national laboratory,applied numerics,lawrence livermore national laboratory applied numerics,3,832,573
6576,university of minnesota,sintef materials & chemistry,university of minnesota sintef materials & chemistry,3,565,320
6568,independent researcher,sintef materials & chemistry,independent researcher sintef materials & chemistry,3,479,320
6567,sintef materials & chemistry,university of minnesota,sintef materials & chemistry university of minnesota,3,320,565
6566,sintef materials & chemistry,independent researcher,sintef materials & chemistry independent researcher,3,320,479
6541,petrobras rio de janeiro,gtep puc-rio rio de janeiro,petrobras rio de janeiro gtep puc-rio rio de janeiro,3,829,134
6538,gtep puc-rio rio de janeiro,petrobras rio de janeiro,gtep puc-rio rio de janeiro petrobras rio de janeiro,3,134,829
6535,federal university of pernambuco,catholic university of pernambuco,federal university of pernambuco catholic university of pernambuco,3,127,630
6532,catholic university of pernambuco,federal university of pernambuco,catholic university of pernambuco federal university of pernambuco,3,630,127
