,source,target,total,count,source_num,target_num
345,university of texas,omv new zealand,university of texas omv new zealand,2,535,837
6742,lawrence berkeley national laboratory,university of pittsburgh,lawrence berkeley national laboratory university of pittsburgh,2,645,758
1384,the university of texas at austin,the petroleum institute abu dhabi,the university of texas at austin the petroleum institute abu dhabi,2,21,430
6232,repsol technology hub,"etseccpb (school of civil engineering); upc (technical university of catalonia),","repsol technology hub etseccpb (school of civil engineering); upc (technical university of catalonia),",2,561,208
6231,repsol technology hub,university of sao paulo,repsol technology hub university of sao paulo,2,561,3
76,ansys,aramco,ansys aramco,2,844,851
1385,the petroleum institute abu dhabi,the university of texas at austin,the petroleum institute abu dhabi the university of texas at austin,2,430,21
6216,repsol ctr,"etseccpb (school of civil engineering); upc (technical university of catalonia),","repsol ctr etseccpb (school of civil engineering); upc (technical university of catalonia),",2,657,208
6215,repsol ctr,university of sao paulo,repsol ctr university of sao paulo,2,657,3
6199,"etseccpb (school of civil engineering); upc (technical university of catalonia),",repsol technology hub,"etseccpb (school of civil engineering); upc (technical university of catalonia), repsol technology hub",2,208,561
6197,"etseccpb (school of civil engineering); upc (technical university of catalonia),",repsol ctr,"etseccpb (school of civil engineering); upc (technical university of catalonia), repsol ctr",2,208,657
339,university of petroleum & energy studies,omv new zealand,university of petroleum & energy studies omv new zealand,2,513,837
7587,nexencnooc ltd.,esg canada inc,nexencnooc ltd. esg canada inc,2,691,90
6190,university of sao paulo,repsol technology hub,university of sao paulo repsol technology hub,2,3,561
6188,university of sao paulo,repsol ctr,university of sao paulo repsol ctr,2,3,657
84,aramco,ansys,aramco ansys,2,851,844
6669,amirkabir university of technology,queen’s university,amirkabir university of technology queen’s university,2,549,42
936,shell global solutions (us) inc.,shell international exploration and production inc.,shell global solutions (us) inc. shell international exploration and production inc.,2,187,864
330,omv new zealand,university of texas,omv new zealand university of texas,2,837,535
933,shell international exploration and production inc.,shell brasil exploration and production,shell international exploration and production inc. shell brasil exploration and production,2,864,35
932,shell international exploration and production inc.,shell global solutions (us) inc.,shell international exploration and production inc. shell global solutions (us) inc.,2,864,187
6922,wenzhou university,the university of new south wales,wenzhou university the university of new south wales,2,626,496
6060,exxonmobil upstream,bp exploration (alaska) inc.,exxonmobil upstream bp exploration (alaska) inc.,2,826,653
6676,universita degli studi di milano,universita degli studi di torino,universita degli studi di milano universita degli studi di torino,2,148,706
2957,fracgeo,scgc,fracgeo scgc,2,713,114
4103,aramco research center––houston,saudi aramco,aramco research center––houston saudi aramco,2,602,595
2950,scgc,sigma,scgc sigma,2,114,115
4107,university of oklahoma,aramco research center––houston,university of oklahoma aramco research center––houston,2,556,602
7581,esg canada inc,nexencnooc ltd.,esg canada inc nexencnooc ltd.,2,90,691
7358,university of manchester,statoil gulf services houston texas usa,university of manchester statoil gulf services houston texas usa,2,527,133
6945,sripe,halliburton,sripe halliburton,2,847,588
4118,saudi aramco,aramco research center––houston,saudi aramco aramco research center––houston,2,595,602
6952,halliburton,petro-geotech inc.,halliburton petro-geotech inc.,2,588,359
6953,halliburton,sripe,halliburton sripe,2,588,847
6956,university of minnesota,itasca consulting group incorporation,university of minnesota itasca consulting group incorporation,2,565,112
6957,university of minnesota,new mexico institute of mining and technology,university of minnesota new mexico institute of mining and technology,2,565,299
6958,itasca consulting group incorporation,university of minnesota,itasca consulting group incorporation university of minnesota,2,112,565
6700,islamic azad university,louisiana tech university,islamic azad university louisiana tech university,2,386,725
6728,university of british columbia,simon fraser university,university of british columbia simon fraser university,2,646,422
2948,petrochina changqing oilfield co.,shell china e&p co.,petrochina changqing oilfield co. shell china e&p co.,2,627,14
6708,tarbiat modares university,islamic azad university,tarbiat modares university islamic azad university,2,575,386
6725,simon fraser university,lkab kiruna mine,simon fraser university lkab kiruna mine,2,422,658
625,gfz german research center for geosciences (now at university of wisconsin-madison),stanford university,gfz german research center for geosciences (now at university of wisconsin-madison) stanford university,2,206,303
6724,simon fraser university,university of british columbia,simon fraser university university of british columbia,2,422,646
6712,louisiana tech university,islamic azad university,louisiana tech university islamic azad university,2,725,386
2944,shell china e&p co.,petrochina changqing oilfield co.,shell china e&p co. petrochina changqing oilfield co.,2,14,627
93,well integrity consultant,vermilion energy,well integrity consultant vermilion energy,2,290,439
2943,shell china e&p co.,shell china p&t,shell china e&p co. shell china p&t,2,14,452
5994,massachusetts institute of technology,university of queensland,massachusetts institute of technology university of queensland,2,154,13
6699,islamic azad university,tarbiat modares university,islamic azad university tarbiat modares university,2,386,575
6731,lkab kiruna mine,simon fraser university,lkab kiruna mine simon fraser university,2,658,422
2954,sigma,scgc,sigma scgc,2,115,114
1518,imperial college,sonatrach,imperial college sonatrach,2,263,477
6064,bp exploration (alaska) inc.,exxonmobil upstream,bp exploration (alaska) inc. exxonmobil upstream,2,653,826
1520,sonatrach,imperial college,sonatrach imperial college,2,477,263
3006,sinopec research institute of petroleum engineering,petrochina jidong oilfield company,sinopec research institute of petroleum engineering petrochina jidong oilfield company,2,384,316
6058,exxonmobil upstream,taurus reservoir solutions ltd.,exxonmobil upstream taurus reservoir solutions ltd.,2,826,400
1036,shell international exploration & production inc.,shell global solution (us) inc.,shell international exploration & production inc. shell global solution (us) inc.,2,571,651
6052,taurus reservoir solutions ltd.,exxonmobil upstream,taurus reservoir solutions ltd. exxonmobil upstream,2,400,826
1034,shell global solution (us) inc.,shell international exploration & production inc.,shell global solution (us) inc. shell international exploration & production inc.,2,651,571
7360,statoil gulf services houston texas usa,university of manchester,statoil gulf services houston texas usa university of manchester,2,133,527
7584,university of calgary,esg canada inc,university of calgary esg canada inc,2,665,90
889,beijing institute of technology,china university of petroleum beijing,beijing institute of technology china university of petroleum beijing,2,142,225
5996,university of queensland,massachusetts institute of technology,university of queensland massachusetts institute of technology,2,13,154
6942,petro-geotech inc.,halliburton,petro-geotech inc. halliburton,2,359,588
6006,colorado school of mines,halliburton; colorado school of mines,colorado school of mines halliburton; colorado school of mines,2,302,259
2951,scgc,fracgeo,scgc fracgeo,2,114,713
6003,halliburton; colorado school of mines,colorado school of mines,halliburton; colorado school of mines colorado school of mines,2,259,302
4102,aramco research center––houston,university of oklahoma,aramco research center––houston university of oklahoma,2,602,556
6738,university of louisiana at lafayette,lawrence berkeley national laboratory,university of louisiana at lafayette lawrence berkeley national laboratory,2,552,645
6736,the university of texas at austin,the university of tennessee space institute,the university of texas at austin the university of tennessee space institute,2,21,436
6000,universite paris-est institut francais des sciences et technologies des transports,polytech'lille university lille 1 sciences and technologies,universite paris-est institut francais des sciences et technologies des transports polytech'lille university lille 1 sciences and technologies,2,169,207
5998,polytech'lille university lille 1 sciences and technologies,universite paris-est institut francais des sciences et technologies des transports,polytech'lille university lille 1 sciences and technologies universite paris-est institut francais des sciences et technologies des transports,2,207,169
6734,the university of tennessee space institute,the university of texas at austin,the university of tennessee space institute the university of texas at austin,2,436,21
3852,texas a&m university,conocophillips,texas a&m university conocophillips,2,292,58
1330,petronas carigali sdn bhd.,baker hughes inc,petronas carigali sdn bhd. baker hughes inc,2,52,518
6282,swisstopo,geosciences rennes,swisstopo geosciences rennes,2,204,285
977,sinopec research institute of petroleum engineering china,university of houston,sinopec research institute of petroleum engineering china university of houston,2,84,469
6778,seismik ltd.,academy of sciences of the czech republic; charles university in prague,seismik ltd. academy of sciences of the czech republic; charles university in prague,2,216,536
7384,,sm energy, sm energy,2,0,450
6780,oklahoma state university,university of wyoming,oklahoma state university university of wyoming,2,261,615
6782,university of wyoming,oklahoma state university,university of wyoming oklahoma state university,2,615,261
976,sinopec research institute of petroleum engineering china,,sinopec research institute of petroleum engineering china ,2,84,0
975,university of houston,sinopec research institute of petroleum engineering china,university of houston sinopec research institute of petroleum engineering china,2,469,84
7377,shell international exploration and production inc.,,shell international exploration and production inc. ,2,864,0
3478,universidad industrial de santander,ecopetrol s.a.,universidad industrial de santander ecopetrol s.a.,2,281,288
974,university of houston,,university of houston ,2,469,0
3480,ecopetrol s.a.,universidad industrial de santander,ecopetrol s.a. universidad industrial de santander,2,288,281
973,,sinopec research institute of petroleum engineering china, sinopec research institute of petroleum engineering china,2,0,84
6796,kumamoto university,university of arizona,kumamoto university university of arizona,2,644,175
6460,adana science and technology university,the university of queensland brisbane,adana science and technology university the university of queensland brisbane,2,523,327
6458,the university of queensland brisbane,adana science and technology university,the university of queensland brisbane adana science and technology university,2,327,523
6597,shell international exploration and production inc.,applied numerics,shell international exploration and production inc. applied numerics,2,864,573
6804,university of arizona,kumamoto university,university of arizona kumamoto university,2,175,644
3083,the university of texas at austin,petrochina great wall drilling company,the university of texas at austin petrochina great wall drilling company,2,21,728
3082,the university of texas at austin,petrochina research institute of petroleum exploration & development,the university of texas at austin petrochina research institute of petroleum exploration & development,2,21,227
7596,sandridge,baycroft consulting services,sandridge baycroft consulting services,2,745,666
6624,shandong energy longkou mining groop co. ltd.,tarim oil field company,shandong energy longkou mining groop co. ltd. tarim oil field company,2,428,743
3134,research institue of exploration & development of changqing oilfiled company petrochina,ministry of education key laboratory of petroleum engineering in cupb,research institue of exploration & development of changqing oilfiled company petrochina ministry of education key laboratory of petroleum engineering in cupb,2,845,181
3078,china univerisity of petroleum,petrochina great wall drilling company,china univerisity of petroleum petrochina great wall drilling company,2,248,728
3077,china univerisity of petroleum,petrochina research institute of petroleum exploration & development,china univerisity of petroleum petrochina research institute of petroleum exploration & development,2,248,227
6776,academy of sciences of the czech republic; charles university in prague,seismik ltd.,academy of sciences of the czech republic; charles university in prague seismik ltd.,2,536,216
3088,petrochina research institute of petroleum exploration & development,china univerisity of petroleum,petrochina research institute of petroleum exploration & development china univerisity of petroleum,2,227,248
6283,swisstopo,csiro,swisstopo csiro,2,204,865
6502,swiss federal institute of technology,university of alberta,swiss federal institute of technology university of alberta,2,819,200
3285,ypf s.a,ypf s.a.,ypf s.a ypf s.a.,2,296,33
7385,,aim geoanalytics, aim geoanalytics,2,0,129
3288,schlumberger,ypf s.a.,schlumberger ypf s.a.,2,287,33
6767,deep exploration technologies cooperative research centre and curtin university,curtin university,deep exploration technologies cooperative research centre and curtin university curtin university,2,877,264
7390,sm energy,,sm energy ,2,450,0
6770,halliburton,curtin university,halliburton curtin university,2,588,264
3290,ypf s.a.,ypf s.a,ypf s.a. ypf s.a,2,33,296
3291,ypf s.a.,schlumberger,ypf s.a. schlumberger,2,33,287
3318,weatherford,eni.,weatherford eni.,2,454,822
3320,eni.,weatherford,eni. weatherford,2,822,454
3093,petrochina great wall drilling company,china univerisity of petroleum,petrochina great wall drilling company china univerisity of petroleum,2,728,248
6526,politecnico di torino,universite de cergy-pontoise,politecnico di torino universite de cergy-pontoise,2,20,501
6524,politecnico di torino,university of alberta,politecnico di torino university of alberta,2,20,200
7398,cgg,,cgg ,2,876,0
6772,curtin university,deep exploration technologies cooperative research centre and curtin university,curtin university deep exploration technologies cooperative research centre and curtin university,2,264,877
6518,universite de cergy-pontoise,politecnico di torino,universite de cergy-pontoise politecnico di torino,2,501,20
6515,universite de cergy-pontoise,swiss federal institute of technology,universite de cergy-pontoise swiss federal institute of technology,2,501,819
6510,university of alberta,politecnico di torino,university of alberta politecnico di torino,2,200,20
3089,petrochina research institute of petroleum exploration & development,the university of texas at austin,petrochina research institute of petroleum exploration & development the university of texas at austin,2,227,21
6507,university of alberta,swiss federal institute of technology,university of alberta swiss federal institute of technology,2,200,819
6773,curtin university,halliburton,curtin university halliburton,2,264,588
6504,swiss federal institute of technology,universite de cergy-pontoise,swiss federal institute of technology universite de cergy-pontoise,2,819,501
6592,applied numerics,shell international exploration and production inc.,applied numerics shell international exploration and production inc.,2,573,864
3643,pluspetrol peru corporation s.a,baker hughes,pluspetrol peru corporation s.a baker hughes,2,246,421
3658,baker hughes,pluspetrol peru corporation s.a,baker hughes pluspetrol peru corporation s.a,2,421,246
6634,tarim oil field company,shandong energy longkou mining groop co. ltd.,tarim oil field company shandong energy longkou mining groop co. ltd.,2,743,428
972,,university of houston, university of houston,2,0,469
6836,adana science and technology university,the university of queensland,adana science and technology university the university of queensland,2,523,672
6318,"total s.a,",aix-marseille university,"total s.a, aix-marseille university",2,656,562
7368,,shell international exploration and production inc., shell international exploration and production inc.,2,0,864
7394,aim geoanalytics,,aim geoanalytics ,2,129,0
6664,queen’s university,isfahan university of technology,queen’s university isfahan university of technology,2,42,250
6313,irsn/prp-dge/srtg,aix-marseille university,irsn/prp-dge/srtg aix-marseille university,2,742,562
1269,china university of petroleum beijing,peking university,china university of petroleum beijing peking university,2,225,2
6665,queen’s university,amirkabir university of technology,queen’s university amirkabir university of technology,2,42,549
436,taurus reservoir solutions,exxonmobil upstream research,taurus reservoir solutions exxonmobil upstream research,2,314,177
6308,swisstopo,aix-marseille university,swisstopo aix-marseille university,2,204,562
6303,aix-marseille university,eth,aix-marseille university eth,2,562,654
6302,aix-marseille university,"total s.a,","aix-marseille university total s.a,",2,562,656
6301,aix-marseille university,irsn/prp-dge/srtg,aix-marseille university irsn/prp-dge/srtg,2,562,742
6300,aix-marseille university,swisstopo,aix-marseille university swisstopo,2,562,204
6298,m-i swaco a schlumberger company,schlumberger,m-i swaco a schlumberger company schlumberger,2,841,287
6296,schlumberger,m-i swaco a schlumberger company,schlumberger m-i swaco a schlumberger company,2,287,841
6886,lawrence berkeley national laboratory,altarock energy inc.,lawrence berkeley national laboratory altarock energy inc.,2,645,30
6290,university of cergy-pontoise,swisstopo,university of cergy-pontoise swisstopo,2,499,204
6888,altarock energy inc.,lawrence berkeley national laboratory,altarock energy inc. lawrence berkeley national laboratory,2,30,645
941,shell brasil exploration and production,shell global solutions (us) inc.,shell brasil exploration and production shell global solutions (us) inc.,2,35,187
6286,csiro,swisstopo,csiro swisstopo,2,865,204
7386,,cgg, cgg,2,0,876
6284,swisstopo,university of cergy-pontoise,swisstopo university of cergy-pontoise,2,204,499
6323,eth,aix-marseille university,eth aix-marseille university,2,654,562
6834,the university of queensland,adana science and technology university,the university of queensland adana science and technology university,2,672,523
6832,altarock energy inc.,the pennsylvania state university,altarock energy inc. the pennsylvania state university,2,30,48
3140,state key laboratory of petroleum resources and prospecting in cupb,ministry of education key laboratory of petroleum engineering in cupb,state key laboratory of petroleum resources and prospecting in cupb ministry of education key laboratory of petroleum engineering in cupb,2,643,181
3662,baker hughes,university of oklahoma,baker hughes university of oklahoma,2,421,556
6816,mwh,langan engineering,mwh langan engineering,2,167,874
1039,ypf s.a,degolyer and macnaughton,ypf s.a degolyer and macnaughton,2,296,708
6818,langan engineering,mwh,langan engineering mwh,2,874,167
6393,university of texas austin,harvard university,university of texas austin harvard university,2,580,337
3672,university of oklahoma,baker hughes,university of oklahoma baker hughes,2,556,421
1038,degolyer and macnaughton,ypf s.a,degolyer and macnaughton ypf s.a,2,708,296
6746,university of pittsburgh,lawrence berkeley national laboratory,university of pittsburgh lawrence berkeley national laboratory,2,758,645
1258,research institute of petroleum exploration and development petrochina,peking university,research institute of petroleum exploration and development petrochina peking university,2,81,2
6383,university of california riverside,harvard university,university of california riverside harvard university,2,309,337
6373,university of california san diego,harvard university,university of california san diego harvard university,2,135,337
6830,the pennsylvania state university,altarock energy inc.,the pennsylvania state university altarock energy inc.,2,48,30
3690,petroamazonas,baker hughes,petroamazonas baker hughes,2,809,421
3692,baker hughes,petroamazonas,baker hughes petroamazonas,2,421,809
6357,harvard university,university of texas austin,harvard university university of texas austin,2,337,580
6356,harvard university,university of california riverside,harvard university university of california riverside,2,337,309
6355,harvard university,university of california san diego,harvard university university of california san diego,2,337,135
1261,peking university,research institute of petroleum exploration and development petrochina,peking university research institute of petroleum exploration and development petrochina,2,2,81
1263,peking university,china university of petroleum beijing,peking university china university of petroleum beijing,2,2,225
3012,petrochina jidong oilfield company,sinopec research institute of petroleum engineering,petrochina jidong oilfield company sinopec research institute of petroleum engineering,2,316,384
3704,callon petroleum,schlumberger,callon petroleum schlumberger,2,24,287
96,curistec,vermilion energy,curistec vermilion energy,2,38,439
3706,schlumberger,callon petroleum,schlumberger callon petroleum,2,287,24
624,gfz german research center for geosciences (now at university of wisconsin-madison),stanford university (now at shell e&p),gfz german research center for geosciences (now at university of wisconsin-madison) stanford university (now at shell e&p),2,206,598
2940,shell china p&t,shell china e&p co.,shell china p&t shell china e&p co.,2,452,14
5398,eth zurich,university of neuchatel,eth zurich university of neuchatel,2,676,17
2761,pennstate university,aera energy,pennstate university aera energy,2,843,423
7056,total e&p,total e&p angola,total e&p total e&p angola,2,751,300
7062,schlumberger,total e&p angola,schlumberger total e&p angola,2,287,300
7066,total e&p angola,total e&p,total e&p angola total e&p,2,300,751
7068,total e&p angola,schlumberger,total e&p angola schlumberger,2,300,287
5390,chinese academy of sciences,ben gurion university of the negev,chinese academy of sciences ben gurion university of the negev,2,93,854
5388,ben gurion university of the negev,chinese academy of sciences,ben gurion university of the negev chinese academy of sciences,2,854,93
5385,itasca consultants ab,ntnu,itasca consultants ab ntnu,2,139,244
781,schlumberger-doll research,southwestern energy woodland usa,schlumberger-doll research southwestern energy woodland usa,2,249,395
5379,ntnu,itasca consultants ab,ntnu itasca consultants ab,2,244,139
2760,aera energy,consultant,aera energy consultant,2,423,586
4701,shell aret-adams,dalhousie university,shell aret-adams dalhousie university,2,371,712
4711,dalhousie university,shell aret-adams,dalhousie university shell aret-adams,2,712,371
2759,aera energy,turkish petroleum corp.,aera energy turkish petroleum corp.,2,423,687
2758,aera energy,pennstate university,aera energy pennstate university,2,423,843
7082,the pennsylvania state university,aix-marseille university,the pennsylvania state university aix-marseille university,2,48,562
7083,the pennsylvania state university,university of texas at arlington,the pennsylvania state university university of texas at arlington,2,48,431
7086,aix-marseille university,the pennsylvania state university,aix-marseille university the pennsylvania state university,2,562,48
458,alberta innovates—technology futures,university of alberta,alberta innovates—technology futures university of alberta,2,140,200
7089,university of texas at arlington,the pennsylvania state university,university of texas at arlington the pennsylvania state university,2,431,48
4734,centrica energy,taqa,centrica energy taqa,2,584,609
7580,esg canada inc,university of calgary,esg canada inc university of calgary,2,90,665
5399,eth zurich,university of waterloo,eth zurich university of waterloo,2,676,304
4742,taqa,centrica energy,taqa centrica energy,2,609,584
5402,university of neuchatel,eth zurich,university of neuchatel eth zurich,2,17,676
7645,university of utah,energy & geoscience institute,university of utah energy & geoscience institute,2,6,390
3145,ministry of education key laboratory of petroleum engineering in cupb,research institue of exploration & development of changqing oilfiled company petrochina,ministry of education key laboratory of petroleum engineering in cupb research institue of exploration & development of changqing oilfiled company petrochina,2,181,845
2763,pennstate university,consultant,pennstate university consultant,2,843,586
7498,callon petroleum company,schlumberger,callon petroleum company schlumberger,2,156,287
1936,china university of petroleum,cnooc ltd.,china university of petroleum cnooc ltd.,2,640,457
1948,cnooc ltd.,china university of petroleum,cnooc ltd. china university of petroleum,2,457,640
2762,pennstate university,turkish petroleum corp.,pennstate university turkish petroleum corp.,2,843,687
7495,shell exploration & production company,shell international exploration and production inc,shell exploration & production company shell international exploration and production inc,2,445,779
4582,schlumberger,sakhalin energy,schlumberger sakhalin energy,2,287,859
7492,frackoptima inc. riverside california usa,shell international exploration and production inc,frackoptima inc. riverside california usa shell international exploration and production inc,2,806,779
7489,shell international exploration and production inc,shell exploration & production company,shell international exploration and production inc shell exploration & production company,2,779,445
5419,university of western australia,china university of mining and technology,university of western australia china university of mining and technology,2,820,662
7488,shell international exploration and production inc,frackoptima inc. riverside california usa,shell international exploration and production inc frackoptima inc. riverside california usa,2,779,806
7651,energy & geoscience institute,university of utah,energy & geoscience institute university of utah,2,390,6
5415,northeastern university,china university of mining and technology,northeastern university china university of mining and technology,2,564,662
4584,sakhalin energy,schlumberger,sakhalin energy schlumberger,2,859,287
5411,the pennsylvania state university,china university of mining and technology,the pennsylvania state university china university of mining and technology,2,48,662
5410,china university of mining and technology,university of western australia,china university of mining and technology university of western australia,2,662,820
5409,china university of mining and technology,northeastern university,china university of mining and technology northeastern university,2,662,564
5408,china university of mining and technology,the pennsylvania state university,china university of mining and technology the pennsylvania state university,2,662,48
5405,university of waterloo,eth zurich,university of waterloo eth zurich,2,304,676
5324,inst. fisica de liquidos y sist. biologicos,ypf tecnologia sa,inst. fisica de liquidos y sist. biologicos ypf tecnologia sa,2,694,444
5316,ypf tecnologia sa,inst. fisica de liquidos y sist. biologicos,ypf tecnologia sa inst. fisica de liquidos y sist. biologicos,2,444,694
201,rds baker hughes,epslog,rds baker hughes epslog,2,835,324
2638,curtin university,soyuzneftegaz service,curtin university soyuzneftegaz service,2,264,766
5169,university of alberta,national cooperative for the disposal of radioactive waste (nagra),university of alberta national cooperative for the disposal of radioactive waste (nagra),2,200,519
5166,fracture systems ltd.,national cooperative for the disposal of radioactive waste (nagra),fracture systems ltd. national cooperative for the disposal of radioactive waste (nagra),2,509,519
5163,national cooperative for the disposal of radioactive waste (nagra),university of alberta,national cooperative for the disposal of radioactive waste (nagra) university of alberta,2,519,200
5162,national cooperative for the disposal of radioactive waste (nagra),fracture systems ltd.,national cooperative for the disposal of radioactive waste (nagra) fracture systems ltd.,2,519,509
2600,saint petersburg polytechnic university,llc,saint petersburg polytechnic university llc,2,57,47
2598,llc,saint petersburg polytechnic university,llc saint petersburg polytechnic university,2,47,57
2596,saint petersburg polytechnic university,"llc ""gazpromneft science and technology centre""","saint petersburg polytechnic university llc ""gazpromneft science and technology centre""",2,57,764
4820,university of hong kong,rgl reservoir management inc.,university of hong kong rgl reservoir management inc.,2,866,852
4828,rgl reservoir management inc.,university of hong kong,rgl reservoir management inc. university of hong kong,2,852,866
191,core specialist services,epslog,core specialist services epslog,2,343,324
2594,"llc ""gazpromneft science and technology centre""",saint petersburg polytechnic university,"llc ""gazpromneft science and technology centre"" saint petersburg polytechnic university",2,764,57
622,stanford university (now at shell e&p),gfz german research center for geosciences (now at university of wisconsin-madison),stanford university (now at shell e&p) gfz german research center for geosciences (now at university of wisconsin-madison),2,598,206
636,shell global solutions international b. v,baker hughes rds,shell global solutions international b. v baker hughes rds,2,415,739
634,baker hughes rds,shell global solutions international b. v,baker hughes rds shell global solutions international b. v,2,739,415
627,stanford university,gfz german research center for geosciences (now at university of wisconsin-madison),stanford university gfz german research center for geosciences (now at university of wisconsin-madison),2,303,206
4976,xto energy,exxonmobil development company,xto energy exxonmobil development company,2,774,862
623,stanford university (now at shell e&p),stanford university,stanford university (now at shell e&p) stanford university,2,598,303
4966,exxonmobil development company,xto energy,exxonmobil development company xto energy,2,862,774
181,epslog,rds baker hughes,epslog rds baker hughes,2,324,835
626,stanford university,stanford university (now at shell e&p),stanford university stanford university (now at shell e&p),2,303,598
186,petronas carigali sdn bhd,epslog,petronas carigali sdn bhd epslog,2,481,324
180,epslog,british petroleum,epslog british petroleum,2,324,857
472,suncor energy inc.,statoil canada ltd.,suncor energy inc. statoil canada ltd.,2,858,10
4746,shell nigeria exploration and production co,shell international exploration and production,shell nigeria exploration and production co shell international exploration and production,2,529,267
2644,soyuzneftegaz service,curtin university,soyuzneftegaz service curtin university,2,766,264
4748,shell international exploration and production,shell nigeria exploration and production co,shell international exploration and production shell nigeria exploration and production co,2,267,529
4750,politecnico di torino and tno/geological survey of the netherlands,tno/geological survey of the netherlands,politecnico di torino and tno/geological survey of the netherlands tno/geological survey of the netherlands,2,616,761
776,southwestern energy woodland usa,schlumberger-doll research,southwestern energy woodland usa schlumberger-doll research,2,395,249
4753,tno/geological survey of the netherlands,politecnico di torino and tno/geological survey of the netherlands,tno/geological survey of the netherlands politecnico di torino and tno/geological survey of the netherlands,2,761,616
4754,tno/geological survey of the netherlands,politecnico di torino,tno/geological survey of the netherlands politecnico di torino,2,761,20
5266,lawrence berkeley national laboratory,hohai university,lawrence berkeley national laboratory hohai university,2,645,804
5264,hohai university,lawrence berkeley national laboratory,hohai university lawrence berkeley national laboratory,2,804,645
5261,university of oklahoma,schlumberger,university of oklahoma schlumberger,2,556,287
5260,schlumberger,university of oklahoma,schlumberger university of oklahoma,2,287,556
4758,politecnico di torino,tno/geological survey of the netherlands,politecnico di torino tno/geological survey of the netherlands,2,20,761
5246,ansys inc.,halliburton,ansys inc. halliburton,2,233,588
5244,halliburton,ansys inc.,halliburton ansys inc.,2,588,233
5242,state supervision of mines,tno – geological survey of the netherlands,state supervision of mines tno – geological survey of the netherlands,2,275,815
5240,tno – geological survey of the netherlands,state supervision of mines,tno – geological survey of the netherlands state supervision of mines,2,815,275
468,statoil canada ltd.,suncor energy inc.,statoil canada ltd. suncor energy inc.,2,10,858
713,university of houston,texas a&m university,university of houston texas a&m university,2,469,292
712,texas a&m university,university of houston,texas a&m university university of houston,2,292,469
665,,the university of texas at austin, the university of texas at austin,2,0,21
664,the university of texas at austin,,the university of texas at austin ,2,21,0
178,epslog,petronas carigali sdn bhd,epslog petronas carigali sdn bhd,2,324,481
179,epslog,core specialist services,epslog core specialist services,2,324,343
7008,albert innovates – technology futures,university of alberta,albert innovates – technology futures university of alberta,2,338,200
196,british petroleum,epslog,british petroleum epslog,2,857,324
3146,ministry of education key laboratory of petroleum engineering in cupb,state key laboratory of petroleum resources and prospecting in cupb,ministry of education key laboratory of petroleum engineering in cupb state key laboratory of petroleum resources and prospecting in cupb,2,181,643
99,vermilion energy,curistec,vermilion energy curistec,2,439,38
98,vermilion energy,well integrity consultant,vermilion energy well integrity consultant,2,439,290
5856,national institute of rock mechanics,druk green power corporation,national institute of rock mechanics druk green power corporation,2,488,18
5858,druk green power corporation,national institute of rock mechanics,druk green power corporation national institute of rock mechanics,2,18,488
265,well engineering partners,delft university of technology,well engineering partners delft university of technology,2,223,198
264,delft university of technology,well engineering partners,delft university of technology well engineering partners,2,198,223
7622,baycroft consulting services,sandridge,baycroft consulting services sandridge,2,666,745
2784,southwest petroleum university,university of louisiana at lafayette,southwest petroleum university university of louisiana at lafayette,2,736,552
4454,adco,consultant & professor next usa and auc,adco consultant & professor next usa and auc,2,553,398
4456,consultant & professor next usa and auc,adco,consultant & professor next usa and auc adco,2,398,553
5644,university of texas at austin,west virginia university and university of texas at austin,university of texas at austin west virginia university and university of texas at austin,2,500,188
5642,west virginia university and university of texas at austin,university of texas at austin,west virginia university and university of texas at austin university of texas at austin,2,188,500
7499,schlumberger,callon petroleum company,schlumberger callon petroleum company,2,287,156
5736,national university of defense technology,university of toronto,national university of defense technology university of toronto,2,283,748
7336,colorado school of mines,qep energy company,colorado school of mines qep energy company,2,302,543
2782,university of louisiana at lafayette,southwest petroleum university,university of louisiana at lafayette southwest petroleum university,2,552,736
6992,sugar land,university of california irvine,sugar land university of california irvine,2,781,869
7570,sandridge,beicip-franlab,sandridge beicip-franlab,2,745,236
7553,chevron energy technology company,schlumberger,chevron energy technology company schlumberger,2,364,287
456,university of alberta,alberta innovates—technology futures,university of alberta alberta innovates—technology futures,2,200,140
5868,rockfield software ltd.,university of leeds,rockfield software ltd. university of leeds,2,720,842
112,computer modelling group,encana services company and degolyer and macnaughton canada,computer modelling group encana services company and degolyer and macnaughton canada,2,618,174
5734,university of toronto,national university of defense technology,university of toronto national university of defense technology,2,748,283
285,university of tehran,heriot watt university,university of tehran heriot watt university,2,831,189
107,encana services company,computer modelling group,encana services company computer modelling group,2,686,618
452,alberta innovates—technology futures and university of alberta,university of alberta,alberta innovates—technology futures and university of alberta university of alberta,2,545,200
6977,university of california irvine,_,university of california irvine _,2,869,404
6976,university of california irvine,sugar land,university of california irvine sugar land,2,869,781
110,computer modelling group,encana services company and penn west petroleum,computer modelling group encana services company and penn west petroleum,2,618,378
111,computer modelling group,encana services company,computer modelling group encana services company,2,618,686
6982,schlumberger,university of california irvine,schlumberger university of california irvine,2,287,869
7332,korea national oil corporation,ankor energy,korea national oil corporation ankor energy,2,678,179
103,encana services company and penn west petroleum,computer modelling group,encana services company and penn west petroleum computer modelling group,2,378,618
5698,university of louisiana,university of north dakota,university of louisiana university of north dakota,2,635,405
