,source,target,total,count,source_num,target_num
8604,ocheretyanyy a.,zvyagin v.,ocheretyanyy a. zvyagin v.,2,2239,783
8607,ocheretyanyy a.,korelskiy e.,ocheretyanyy a. korelskiy e.,2,2239,560
1920,razavi omid,vajargah ali karimi,razavi omid vajargah ali karimi,2,821,1958
1922,razavi omid,aldin munir,razavi omid aldin munir,2,821,2637
1969,luo haishan,liu huiqing,luo haishan liu huiqing,2,41,1689
1923,razavi omid,patterson robert,razavi omid patterson robert,2,821,2502
1968,luo haishan,wang jing,luo haishan wang jing,2,41,1972
1967,wang jing,sepehrnoori kamy,wang jing sepehrnoori kamy,2,1972,2451
8577,zvyagin v.,golubtsov r.,zvyagin v. golubtsov r.,2,783,1311
8578,golenkin m.,valisevich a.,golenkin m. valisevich a.,2,844,279
8580,golenkin m.,zvyagin v.,golenkin m. zvyagin v.,2,844,783
1963,wang jing,liu huiqing,wang jing liu huiqing,2,1972,1689
1962,wang jing,luo haishan,wang jing luo haishan,2,1972,41
1961,ilk d.,collins p. w.,ilk d. collins p. w.,2,257,1897
1960,collins p. w.,ilk d.,collins p. w. ilk d.,2,1897,257
1939,patterson robert,aldin munir,patterson robert aldin munir,2,2502,2637
1938,patterson robert,van oort eric,patterson robert van oort eric,2,2502,1777
1937,patterson robert,vajargah ali karimi,patterson robert vajargah ali karimi,2,2502,1958
1936,patterson robert,razavi omid,patterson robert razavi omid,2,2502,821
1935,aldin munir,patterson robert,aldin munir patterson robert,2,2637,2502
1934,aldin munir,van oort eric,aldin munir van oort eric,2,2637,1777
1933,aldin munir,vajargah ali karimi,aldin munir vajargah ali karimi,2,2637,1958
1932,aldin munir,razavi omid,aldin munir razavi omid,2,2637,821
1931,van oort eric,patterson robert,van oort eric patterson robert,2,1777,2502
1930,van oort eric,aldin munir,van oort eric aldin munir,2,1777,2637
1929,van oort eric,vajargah ali karimi,van oort eric vajargah ali karimi,2,1777,1958
1928,van oort eric,razavi omid,van oort eric razavi omid,2,1777,821
1927,vajargah ali karimi,patterson robert,vajargah ali karimi patterson robert,2,1958,2502
1926,vajargah ali karimi,aldin munir,vajargah ali karimi aldin munir,2,1958,2637
1925,vajargah ali karimi,van oort eric,vajargah ali karimi van oort eric,2,1958,1777
1924,vajargah ali karimi,razavi omid,vajargah ali karimi razavi omid,2,1958,821
15748,du frane wyatt l.,roy pratanu,du frane wyatt l. roy pratanu,2,389,233
12173,sondergeld c. h.,rai c. s.,sondergeld c. h. rai c. s.,2,582,345
15749,du frane wyatt l.,walsh stuart d. c.,du frane wyatt l. walsh stuart d. c.,2,389,1002
5880,glubokovskikh s.,korneva d. a.,glubokovskikh s. korneva d. a.,2,1522,3033
5952,nikonov a.,lievois j.,nikonov a. lievois j.,2,1864,548
5951,nikonov a.,egorova e.,nikonov a. egorova e.,2,1864,2504
5950,nikonov a.,zhukov s.,nikonov a. zhukov s.,2,1864,863
5949,nikonov a.,kruptsev a.,nikonov a. kruptsev a.,2,1864,1820
5948,nikonov a.,pyatov i.,nikonov a. pyatov i.,2,1864,894
5941,gallyamova d.,salimgareeva e.,gallyamova d. salimgareeva e.,2,27,796
5940,gallyamova d.,ardislamova d.,gallyamova d. ardislamova d.,2,27,599
5939,salimgareeva e.,gallyamova d.,salimgareeva e. gallyamova d.,2,796,27
5938,salimgareeva e.,ardislamova d.,salimgareeva e. ardislamova d.,2,796,599
5937,ardislamova d.,gallyamova d.,ardislamova d. gallyamova d.,2,599,27
5936,ardislamova d.,salimgareeva e.,ardislamova d. salimgareeva e.,2,599,796
5893,berezina i. a.,korneva d. a.,berezina i. a. korneva d. a.,2,501,3033
5892,berezina i. a.,glubokovskikh s.,berezina i. a. glubokovskikh s.,2,501,1522
5891,berezina i. a.,tikhotskiy s. a.,berezina i. a. tikhotskiy s. a.,2,501,1475
5890,berezina i. a.,bayuk i. o.,berezina i. a. bayuk i. o.,2,501,2107
5889,berezina i. a.,dubovskaya a. v.,berezina i. a. dubovskaya a. v.,2,501,643
5888,berezina i. a.,garagash i. a.,berezina i. a. garagash i. a.,2,501,648
5887,korneva d. a.,berezina i. a.,korneva d. a. berezina i. a.,2,3033,501
5886,korneva d. a.,glubokovskikh s.,korneva d. a. glubokovskikh s.,2,3033,1522
5885,korneva d. a.,tikhotskiy s. a.,korneva d. a. tikhotskiy s. a.,2,3033,1475
5884,korneva d. a.,bayuk i. o.,korneva d. a. bayuk i. o.,2,3033,2107
5883,korneva d. a.,dubovskaya a. v.,korneva d. a. dubovskaya a. v.,2,3033,643
5882,korneva d. a.,garagash i. a.,korneva d. a. garagash i. a.,2,3033,648
5953,nikonov a.,muravyev a.,nikonov a. muravyev a.,2,1864,1530
5954,pyatov i.,nikonov a.,pyatov i. nikonov a.,2,894,1864
5955,pyatov i.,kruptsev a.,pyatov i. kruptsev a.,2,894,1820
5968,zhukov s.,kruptsev a.,zhukov s. kruptsev a.,2,863,1820
5978,lievois j.,nikonov a.,lievois j. nikonov a.,2,548,1864
5977,egorova e.,muravyev a.,egorova e. muravyev a.,2,2504,1530
5976,egorova e.,lievois j.,egorova e. lievois j.,2,2504,548
5975,egorova e.,zhukov s.,egorova e. zhukov s.,2,2504,863
5974,egorova e.,kruptsev a.,egorova e. kruptsev a.,2,2504,1820
5973,egorova e.,pyatov i.,egorova e. pyatov i.,2,2504,894
5972,egorova e.,nikonov a.,egorova e. nikonov a.,2,2504,1864
11210,abdullah m.,el touny s.,abdullah m. el touny s.,2,760,3201
5970,zhukov s.,lievois j.,zhukov s. lievois j.,2,863,548
5969,zhukov s.,egorova e.,zhukov s. egorova e.,2,863,2504
5967,zhukov s.,pyatov i.,zhukov s. pyatov i.,2,863,894
5956,pyatov i.,zhukov s.,pyatov i. zhukov s.,2,894,863
5966,zhukov s.,nikonov a.,zhukov s. nikonov a.,2,863,1864
5965,kruptsev a.,muravyev a.,kruptsev a. muravyev a.,2,1820,1530
5964,kruptsev a.,lievois j.,kruptsev a. lievois j.,2,1820,548
5963,kruptsev a.,egorova e.,kruptsev a. egorova e.,2,1820,2504
5962,kruptsev a.,zhukov s.,kruptsev a. zhukov s.,2,1820,863
5961,kruptsev a.,pyatov i.,kruptsev a. pyatov i.,2,1820,894
5960,kruptsev a.,nikonov a.,kruptsev a. nikonov a.,2,1820,1864
5959,pyatov i.,muravyev a.,pyatov i. muravyev a.,2,894,1530
5958,pyatov i.,lievois j.,pyatov i. lievois j.,2,894,548
5957,pyatov i.,egorova e.,pyatov i. egorova e.,2,894,2504
5881,glubokovskikh s.,berezina i. a.,glubokovskikh s. berezina i. a.,2,1522,501
5879,glubokovskikh s.,tikhotskiy s. a.,glubokovskikh s. tikhotskiy s. a.,2,1522,1475
5980,lievois j.,kruptsev a.,lievois j. kruptsev a.,2,548,1820
18332,soltanzadeh mehrdad,fox amy,soltanzadeh mehrdad fox amy,2,3181,1894
5858,dubovskaya a. v.,garagash i. a.,dubovskaya a. v. garagash i. a.,2,643,648
410,germay christophe,richard thomas,germay christophe richard thomas,2,2142,2773
5857,garagash i. a.,berezina i. a.,garagash i. a. berezina i. a.,2,648,501
5856,garagash i. a.,korneva d. a.,garagash i. a. korneva d. a.,2,648,3033
5855,garagash i. a.,glubokovskikh s.,garagash i. a. glubokovskikh s.,2,648,1522
5854,garagash i. a.,tikhotskiy s. a.,garagash i. a. tikhotskiy s. a.,2,648,1475
5853,garagash i. a.,bayuk i. o.,garagash i. a. bayuk i. o.,2,648,2107
5852,garagash i. a.,dubovskaya a. v.,garagash i. a. dubovskaya a. v.,2,648,643
5831,shaybakov a. l.,piskovskiy e. v.,shaybakov a. l. piskovskiy e. v.,2,580,1888
5830,shaybakov a. l.,korneva d. a.,shaybakov a. l. korneva d. a.,2,580,3033
5829,shaybakov a. l.,eydinov d. a.,shaybakov a. l. eydinov d. a.,2,580,1044
5828,shaybakov a. l.,bogachev k. yu.,shaybakov a. l. bogachev k. yu.,2,580,3140
5827,piskovskiy e. v.,shaybakov a. l.,piskovskiy e. v. shaybakov a. l.,2,1888,580
5826,piskovskiy e. v.,korneva d. a.,piskovskiy e. v. korneva d. a.,2,1888,3033
5825,piskovskiy e. v.,eydinov d. a.,piskovskiy e. v. eydinov d. a.,2,1888,1044
5824,piskovskiy e. v.,bogachev k. yu.,piskovskiy e. v. bogachev k. yu.,2,1888,3140
5823,korneva d. a.,shaybakov a. l.,korneva d. a. shaybakov a. l.,2,3033,580
5822,korneva d. a.,piskovskiy e. v.,korneva d. a. piskovskiy e. v.,2,3033,1888
5821,korneva d. a.,eydinov d. a.,korneva d. a. eydinov d. a.,2,3033,1044
5820,korneva d. a.,bogachev k. yu.,korneva d. a. bogachev k. yu.,2,3033,3140
5819,eydinov d. a.,shaybakov a. l.,eydinov d. a. shaybakov a. l.,2,1044,580
5818,eydinov d. a.,piskovskiy e. v.,eydinov d. a. piskovskiy e. v.,2,1044,1888
5817,eydinov d. a.,korneva d. a.,eydinov d. a. korneva d. a.,2,1044,3033
5859,dubovskaya a. v.,bayuk i. o.,dubovskaya a. v. bayuk i. o.,2,643,2107
5860,dubovskaya a. v.,tikhotskiy s. a.,dubovskaya a. v. tikhotskiy s. a.,2,643,1475
5861,dubovskaya a. v.,glubokovskikh s.,dubovskaya a. v. glubokovskikh s.,2,643,1522
5873,tikhotskiy s. a.,glubokovskikh s.,tikhotskiy s. a. glubokovskikh s.,2,1475,1522
5878,glubokovskikh s.,bayuk i. o.,glubokovskikh s. bayuk i. o.,2,1522,2107
18334,soltanzadeh mehrdad,hume david,soltanzadeh mehrdad hume david,2,3181,319
18335,fox amy,soltanzadeh mehrdad,fox amy soltanzadeh mehrdad,2,1894,3181
5877,glubokovskikh s.,dubovskaya a. v.,glubokovskikh s. dubovskaya a. v.,2,1522,643
18337,fox amy,hume david,fox amy hume david,2,1894,319
5876,glubokovskikh s.,garagash i. a.,glubokovskikh s. garagash i. a.,2,1522,648
5875,tikhotskiy s. a.,berezina i. a.,tikhotskiy s. a. berezina i. a.,2,1475,501
5874,tikhotskiy s. a.,korneva d. a.,tikhotskiy s. a. korneva d. a.,2,1475,3033
18341,hume david,soltanzadeh mehrdad,hume david soltanzadeh mehrdad,2,319,3181
18342,hume david,fox amy,hume david fox amy,2,319,1894
5872,tikhotskiy s. a.,bayuk i. o.,tikhotskiy s. a. bayuk i. o.,2,1475,2107
415,richard thomas,germay christophe,richard thomas germay christophe,2,2773,2142
5871,tikhotskiy s. a.,dubovskaya a. v.,tikhotskiy s. a. dubovskaya a. v.,2,1475,643
5870,tikhotskiy s. a.,garagash i. a.,tikhotskiy s. a. garagash i. a.,2,1475,648
5869,bayuk i. o.,berezina i. a.,bayuk i. o. berezina i. a.,2,2107,501
5868,bayuk i. o.,korneva d. a.,bayuk i. o. korneva d. a.,2,2107,3033
5867,bayuk i. o.,glubokovskikh s.,bayuk i. o. glubokovskikh s.,2,2107,1522
5866,bayuk i. o.,tikhotskiy s. a.,bayuk i. o. tikhotskiy s. a.,2,2107,1475
5865,bayuk i. o.,dubovskaya a. v.,bayuk i. o. dubovskaya a. v.,2,2107,643
5864,bayuk i. o.,garagash i. a.,bayuk i. o. garagash i. a.,2,2107,648
5863,dubovskaya a. v.,berezina i. a.,dubovskaya a. v. berezina i. a.,2,643,501
5862,dubovskaya a. v.,korneva d. a.,dubovskaya a. v. korneva d. a.,2,643,3033
5979,lievois j.,pyatov i.,lievois j. pyatov i.,2,548,894
5981,lievois j.,zhukov s.,lievois j. zhukov s.,2,548,863
3541,hasan gasser,hassane tharwat,hasan gasser hassane tharwat,2,1021,960
6106,bedrikovetsky p.,badalyan a.,bedrikovetsky p. badalyan a.,2,1453,2645
6162,temizel cenk,tiwari aditya,temizel cenk tiwari aditya,2,116,3311
6161,temizel cenk,erdogan sinem setenay,temizel cenk erdogan sinem setenay,2,116,2864
6160,temizel cenk,gorucu s. emre,temizel cenk gorucu s. emre,2,116,234
6139,bai baojun,he xiaoming,bai baojun he xiaoming,2,340,92
6138,bai baojun,wei mingzhen,bai baojun wei mingzhen,2,340,3287
6137,bai baojun,wang jiaqi,bai baojun wang jiaqi,2,340,2485
6136,bai baojun,guo chaohua,bai baojun guo chaohua,2,340,1753
6135,he xiaoming,bai baojun,he xiaoming bai baojun,2,92,340
6134,he xiaoming,wei mingzhen,he xiaoming wei mingzhen,2,92,3287
6133,he xiaoming,wang jiaqi,he xiaoming wang jiaqi,2,92,2485
6132,he xiaoming,guo chaohua,he xiaoming guo chaohua,2,92,1753
6131,wei mingzhen,bai baojun,wei mingzhen bai baojun,2,3287,340
6130,wei mingzhen,he xiaoming,wei mingzhen he xiaoming,2,3287,92
6129,wei mingzhen,wang jiaqi,wei mingzhen wang jiaqi,2,3287,2485
6128,wei mingzhen,guo chaohua,wei mingzhen guo chaohua,2,3287,1753
6127,wang jiaqi,bai baojun,wang jiaqi bai baojun,2,2485,340
6126,wang jiaqi,he xiaoming,wang jiaqi he xiaoming,2,2485,92
6125,wang jiaqi,wei mingzhen,wang jiaqi wei mingzhen,2,2485,3287
6124,wang jiaqi,guo chaohua,wang jiaqi guo chaohua,2,2485,1753
6123,guo chaohua,bai baojun,guo chaohua bai baojun,2,1753,340
6122,guo chaohua,he xiaoming,guo chaohua he xiaoming,2,1753,92
6121,guo chaohua,wei mingzhen,guo chaohua wei mingzhen,2,1753,3287
6120,guo chaohua,wang jiaqi,guo chaohua wang jiaqi,2,1753,2485
6163,gorucu s. emre,temizel cenk,gorucu s. emre temizel cenk,2,234,116
6164,gorucu s. emre,erdogan sinem setenay,gorucu s. emre erdogan sinem setenay,2,234,2864
6165,gorucu s. emre,tiwari aditya,gorucu s. emre tiwari aditya,2,234,3311
600,keshavarz alireza,bedrikovetsky pavel,keshavarz alireza bedrikovetsky pavel,2,219,790
610,bedrikovetsky pavel,keshavarz alireza,bedrikovetsky pavel keshavarz alireza,2,790,219
3540,hasan gasser,abdesslam abba,hasan gasser abdesslam abba,2,1021,85
3539,hasan gasser,nuic ivo,hasan gasser nuic ivo,2,1021,658
6191,klykov pavel,predein andrey,klykov pavel predein andrey,2,879,3260
6190,predein andrey,klykov pavel,predein andrey klykov pavel,2,3260,879
605,badalyan alexander,johnson ray,badalyan alexander johnson ray,2,1151,1806
604,badalyan alexander,bedrikovetsky pavel,badalyan alexander bedrikovetsky pavel,2,1151,790
3538,hasan gasser,el sherbeny wael,hasan gasser el sherbeny wael,2,1021,2200
602,badalyan alexander,keshavarz alireza,badalyan alexander keshavarz alireza,2,1151,219
601,keshavarz alireza,johnson ray,keshavarz alireza johnson ray,2,219,1806
3537,nuic ivo,hassane tharwat,nuic ivo hassane tharwat,2,658,960
6166,erdogan sinem setenay,temizel cenk,erdogan sinem setenay temizel cenk,2,2864,116
598,keshavarz alireza,badalyan alexander,keshavarz alireza badalyan alexander,2,219,1151
13975,fj<u+00e6>r e.,holt r. m.,fj<u+00e6>r e. holt r. m.,2,2384,587
3536,nuic ivo,abdesslam abba,nuic ivo abdesslam abba,2,658,85
3535,nuic ivo,hasan gasser,nuic ivo hasan gasser,2,658,1021
13978,holt r. m.,fj<u+00e6>r e.,holt r. m. fj<u+00e6>r e.,2,587,2384
6171,tiwari aditya,erdogan sinem setenay,tiwari aditya erdogan sinem setenay,2,3311,2864
6170,tiwari aditya,gorucu s. emre,tiwari aditya gorucu s. emre,2,3311,234
6169,tiwari aditya,temizel cenk,tiwari aditya temizel cenk,2,3311,116
6168,erdogan sinem setenay,tiwari aditya,erdogan sinem setenay tiwari aditya,2,2864,3311
6167,erdogan sinem setenay,gorucu s. emre,erdogan sinem setenay gorucu s. emre,2,2864,234
6107,bedrikovetsky p.,johnson r.,bedrikovetsky p. johnson r.,2,1453,3099
6105,bedrikovetsky p.,keshavarz a.,bedrikovetsky p. keshavarz a.,2,1453,2484
5982,lievois j.,egorova e.,lievois j. egorova e.,2,548,2504
6104,johnson r.,bedrikovetsky p.,johnson r. bedrikovetsky p.,2,3099,1453
6045,pardemann robert,voloshchuk yury,pardemann robert voloshchuk yury,2,2595,1815
6044,pardemann robert,buslaev george,pardemann robert buslaev george,2,2595,394
6043,baitalow felix,meyer bernd,baitalow felix meyer bernd,2,2935,2629
6042,baitalow felix,pardemann robert,baitalow felix pardemann robert,2,2935,2595
9631,batmaz taner,briner andreas,batmaz taner briner andreas,2,953,2491
6041,baitalow felix,voloshchuk yury,baitalow felix voloshchuk yury,2,2935,1815
9634,batmaz taner,nadezhdin sergey,batmaz taner nadezhdin sergey,2,953,1953
6040,baitalow felix,buslaev george,baitalow felix buslaev george,2,2935,394
6039,voloshchuk yury,meyer bernd,voloshchuk yury meyer bernd,2,1815,2629
6038,voloshchuk yury,pardemann robert,voloshchuk yury pardemann robert,2,1815,2595
6037,voloshchuk yury,baitalow felix,voloshchuk yury baitalow felix,2,1815,2935
6036,voloshchuk yury,buslaev george,voloshchuk yury buslaev george,2,1815,394
6035,buslaev george,meyer bernd,buslaev george meyer bernd,2,394,2629
6034,buslaev george,pardemann robert,buslaev george pardemann robert,2,394,2595
6033,buslaev george,baitalow felix,buslaev george baitalow felix,2,394,2935
6032,buslaev george,voloshchuk yury,buslaev george voloshchuk yury,2,394,1815
5989,muravyev a.,lievois j.,muravyev a. lievois j.,2,1530,548
5988,muravyev a.,egorova e.,muravyev a. egorova e.,2,1530,2504
5987,muravyev a.,zhukov s.,muravyev a. zhukov s.,2,1530,863
5986,muravyev a.,kruptsev a.,muravyev a. kruptsev a.,2,1530,1820
5985,muravyev a.,pyatov i.,muravyev a. pyatov i.,2,1530,894
5984,muravyev a.,nikonov a.,muravyev a. nikonov a.,2,1530,1864
5983,lievois j.,muravyev a.,lievois j. muravyev a.,2,548,1530
9623,nadezhdin sergey,batmaz taner,nadezhdin sergey batmaz taner,2,1953,953
6046,pardemann robert,baitalow felix,pardemann robert baitalow felix,2,2595,2935
6047,pardemann robert,meyer bernd,pardemann robert meyer bernd,2,2595,2629
6079,mitin a.,sukovatyy v.,mitin a. sukovatyy v.,2,3157,2133
6103,johnson r.,badalyan a.,johnson r. badalyan a.,2,3099,2645
6102,johnson r.,keshavarz a.,johnson r. keshavarz a.,2,3099,2484
6101,badalyan a.,bedrikovetsky p.,badalyan a. bedrikovetsky p.,2,2645,1453
6100,badalyan a.,johnson r.,badalyan a. johnson r.,2,2645,3099
6098,keshavarz a.,bedrikovetsky p.,keshavarz a. bedrikovetsky p.,2,2484,1453
6097,keshavarz a.,johnson r.,keshavarz a. johnson r.,2,2484,3099
6083,rubtsova a.,mitin a.,rubtsova a. mitin a.,2,554,3157
6082,rubtsova a.,sukovatyy v.,rubtsova a. sukovatyy v.,2,554,2133
6081,rubtsova a.,konopelko a.,rubtsova a. konopelko a.,2,554,1759
6080,mitin a.,rubtsova a.,mitin a. rubtsova a.,2,3157,554
6078,mitin a.,konopelko a.,mitin a. konopelko a.,2,3157,1759
6048,meyer bernd,buslaev george,meyer bernd buslaev george,2,2629,394
6077,sukovatyy v.,rubtsova a.,sukovatyy v. rubtsova a.,2,2133,554
9605,briner andreas,batmaz taner,briner andreas batmaz taner,2,2491,953
6076,sukovatyy v.,mitin a.,sukovatyy v. mitin a.,2,2133,3157
6075,sukovatyy v.,konopelko a.,sukovatyy v. konopelko a.,2,2133,1759
6074,konopelko a.,rubtsova a.,konopelko a. rubtsova a.,2,1759,554
6073,konopelko a.,mitin a.,konopelko a. mitin a.,2,1759,3157
6072,konopelko a.,sukovatyy v.,konopelko a. sukovatyy v.,2,1759,2133
6051,meyer bernd,pardemann robert,meyer bernd pardemann robert,2,2629,2595
6050,meyer bernd,baitalow felix,meyer bernd baitalow felix,2,2629,2935
6049,meyer bernd,voloshchuk yury,meyer bernd voloshchuk yury,2,2629,1815
5816,eydinov d. a.,bogachev k. yu.,eydinov d. a. bogachev k. yu.,2,1044,3140
5114,davletbaev a.,asalkhuzina g.,davletbaev a. asalkhuzina g.,2,2965,1665
5115,davletbaev a.,ivaschenko d.,davletbaev a. ivaschenko d.,2,2965,1736
210,karimi moji,shahri mojtaba p.,karimi moji shahri mojtaba p.,2,2683,2119
5317,markin maxim,lushev mikhail,markin maxim lushev mikhail,2,1609,945
5318,markin maxim,dubnitskiy ivan,markin maxim dubnitskiy ivan,2,1609,472
5319,markin maxim,vorobyev vladislav,markin maxim vorobyev vladislav,2,1609,2006
5320,dubnitskiy ivan,lushev mikhail,dubnitskiy ivan lushev mikhail,2,472,945
5321,dubnitskiy ivan,markin maxim,dubnitskiy ivan markin maxim,2,472,1609
5322,dubnitskiy ivan,vorobyev vladislav,dubnitskiy ivan vorobyev vladislav,2,472,2006
5323,vorobyev vladislav,lushev mikhail,vorobyev vladislav lushev mikhail,2,2006,945
5324,vorobyev vladislav,markin maxim,vorobyev vladislav markin maxim,2,2006,1609
5325,vorobyev vladislav,dubnitskiy ivan,vorobyev vladislav dubnitskiy ivan,2,2006,472
5338,lukin s.,oshmarin r,lukin s. oshmarin r,2,2363,1817
5339,lukin s.,tugarova m.,lukin s. tugarova m.,2,2363,1457
5342,oshmarin r,lukin s.,oshmarin r lukin s.,2,1817,2363
5343,oshmarin r,tugarova m.,oshmarin r tugarova m.,2,1817,1457
5344,oshmarin r,dubinya n.,oshmarin r dubinya n.,2,1817,2105
5345,oshmarin r,chebyshev i.,oshmarin r chebyshev i.,2,1817,1618
5346,tugarova m.,lukin s.,tugarova m. lukin s.,2,1457,2363
5347,tugarova m.,oshmarin r,tugarova m. oshmarin r,2,1457,1817
5348,tugarova m.,dubinya n.,tugarova m. dubinya n.,2,1457,2105
5349,tugarova m.,chebyshev i.,tugarova m. chebyshev i.,2,1457,1618
5351,dubinya n.,oshmarin r,dubinya n. oshmarin r,2,2105,1817
217,mutlu uno,karimi moji,mutlu uno karimi moji,2,1678,2683
5352,dubinya n.,tugarova m.,dubinya n. tugarova m.,2,2105,1457
213,karimi moji,mutlu uno,karimi moji mutlu uno,2,2683,1678
5316,lushev mikhail,vorobyev vladislav,lushev mikhail vorobyev vladislav,2,945,2006
5315,lushev mikhail,dubnitskiy ivan,lushev mikhail dubnitskiy ivan,2,945,472
5314,lushev mikhail,markin maxim,lushev mikhail markin maxim,2,945,1609
5202,valeeva e.,sergeychev a.,valeeva e. sergeychev a.,2,983,3303
5192,yamalov i.,slabetsky a.,yamalov i. slabetsky a.,2,3253,2594
5193,yamalov i.,sergeychev a.,yamalov i. sergeychev a.,2,3253,3303
5194,yamalov i.,valeeva e.,yamalov i. valeeva e.,2,3253,983
5195,valeeva e.,davletbaev a.,valeeva e. davletbaev a.,2,983,2965
5196,valeeva e.,asalkhuzina g.,valeeva e. asalkhuzina g.,2,983,1665
5197,valeeva e.,ivaschenko d.,valeeva e. ivaschenko d.,2,983,1736
5198,valeeva e.,fedorov a.,valeeva e. fedorov a.,2,983,3125
5199,valeeva e.,fursov g.,valeeva e. fursov g.,2,983,784
5200,valeeva e.,nazargalin e.,valeeva e. nazargalin e.,2,983,2567
5201,valeeva e.,slabetsky a.,valeeva e. slabetsky a.,2,983,2594
5203,valeeva e.,yamalov i.,valeeva e. yamalov i.,2,983,3253
12764,rahner r.,sone h.,rahner r. sone h.,2,410,1392
5815,bogachev k. yu.,shaybakov a. l.,bogachev k. yu. shaybakov a. l.,2,3140,580
5814,bogachev k. yu.,piskovskiy e. v.,bogachev k. yu. piskovskiy e. v.,2,3140,1888
5813,bogachev k. yu.,korneva d. a.,bogachev k. yu. korneva d. a.,2,3140,3033
5812,bogachev k. yu.,eydinov d. a.,bogachev k. yu. eydinov d. a.,2,3140,1044
3533,el sherbeny wael,hassane tharwat,el sherbeny wael hassane tharwat,2,2200,960
3138,briner andreas,gurmen nihat,briner andreas gurmen nihat,2,2491,3149
3532,el sherbeny wael,abdesslam abba,el sherbeny wael abdesslam abba,2,2200,85
3531,el sherbeny wael,hasan gasser,el sherbeny wael hasan gasser,2,2200,1021
12767,sone h.,rahner r.,sone h. rahner r.,2,1392,410
12765,rahner r.,dresen g.,rahner r. dresen g.,2,410,2991
212,karimi moji,safari reza,karimi moji safari reza,2,2683,1920
208,safari reza,karimi moji,safari reza karimi moji,2,1920,2683
385,baxter s.,hartley l. j.,baxter s. hartley l. j.,2,2674,671
5355,chebyshev i.,oshmarin r,chebyshev i. oshmarin r,2,1618,1817
3492,el sherbeny wael,madkour ali,el sherbeny wael madkour ali,2,2200,1108
3491,dobrokhleb p.,kretsul v.,dobrokhleb p. kretsul v.,2,3016,504
3490,dobrokhleb p.,dymov s.,dobrokhleb p. dymov s.,2,3016,259
18574,santos e. s. raggio,ferreira f. h.,santos e. s. raggio ferreira f. h.,2,3252,3316
18575,ferreira f. h.,santos e. s. raggio,ferreira f. h. santos e. s. raggio,2,3316,3252
3489,kretsul v.,dobrokhleb p.,kretsul v. dobrokhleb p.,2,504,3016
3488,kretsul v.,dymov s.,kretsul v. dymov s.,2,504,259
3487,dymov s.,dobrokhleb p.,dymov s. dobrokhleb p.,2,259,3016
3486,dymov s.,kretsul v.,dymov s. kretsul v.,2,259,504
14070,farahmand k.,diederichs m. s.,farahmand k. diederichs m. s.,2,2281,662
14071,diederichs m. s.,farahmand k.,diederichs m. s. farahmand k.,2,662,2281
18605,park jong-sik,won jonghwa,park jong-sik won jonghwa,2,3306,2609
18612,won jonghwa,park jong-sik,won jonghwa park jong-sik,2,2609,3306
7560,bolanos m. j.,suter a.,bolanos m. j. suter a.,2,1476,578
5545,glebov evgeniy,shokarev ivan,glebov evgeniy shokarev ivan,2,736,935
5546,glebov evgeniy,gulov artur,glebov evgeniy gulov artur,2,736,2433
5547,glebov evgeniy,zhludov alexey,glebov evgeniy zhludov alexey,2,736,2296
7639,suter a.,bolanos m. j.,suter a. bolanos m. j.,2,578,1476
5559,shokarev ivan,glebov evgeniy,shokarev ivan glebov evgeniy,2,935,736
18722,nazem majidreza,carter john p.,nazem majidreza carter john p.,2,51,1148
18724,carter john p.,nazem majidreza,carter john p. nazem majidreza,2,1148,51
5587,zhludov alexey,glebov evgeniy,zhludov alexey glebov evgeniy,2,2296,736
5573,gulov artur,glebov evgeniy,gulov artur glebov evgeniy,2,2433,736
3191,lapin vasily,kuranakov dmitry,lapin vasily kuranakov dmitry,2,1458,2545
3190,lapin vasily,cherny sergey,lapin vasily cherny sergey,2,1458,848
3189,lapin vasily,alekseenko olga,lapin vasily alekseenko olga,2,1458,232
3169,alekseenko olga,kuranakov dmitry,alekseenko olga kuranakov dmitry,2,232,2545
5356,chebyshev i.,tugarova m.,chebyshev i. tugarova m.,2,1618,1457
3152,nadezhdin sergey,gurmen nihat,nadezhdin sergey gurmen nihat,2,1953,3149
200,shahri mojtaba p.,karimi moji,shahri mojtaba p. karimi moji,2,2119,2683
12399,du x. y.,chen m.,du x. y. chen m.,2,2853,1446
12401,du x. y.,geng z.,du x. y. geng z.,2,2853,1765
3157,gurmen nihat,briner andreas,gurmen nihat briner andreas,2,3149,2491
3159,gurmen nihat,nadezhdin sergey,gurmen nihat nadezhdin sergey,2,3149,1953
12412,chen m.,du x. y.,chen m. du x. y.,2,1446,2853
12415,chen m.,geng z.,chen m. geng z.,2,1446,1765
3168,alekseenko olga,cherny sergey,alekseenko olga cherny sergey,2,232,848
3170,alekseenko olga,lapin vasily,alekseenko olga lapin vasily,2,232,1458
3495,madkour ali,el sherbeny wael,madkour ali el sherbeny wael,2,1108,2200
3175,cherny sergey,alekseenko olga,cherny sergey alekseenko olga,2,848,232
3176,cherny sergey,kuranakov dmitry,cherny sergey kuranakov dmitry,2,848,2545
3177,cherny sergey,lapin vasily,cherny sergey lapin vasily,2,848,1458
12426,geng z.,du x. y.,geng z. du x. y.,2,1765,2853
3499,nuic ivo,madkour ali,nuic ivo madkour ali,2,658,1108
12428,geng z.,chen m.,geng z. chen m.,2,1765,1446
