,source,target,total,count,source_num,target_num
4483,jin yan,chen mian,jin yan chen mian,7,3344,1881
4478,chen mian,jin yan,chen mian jin yan,7,1881,3344
209,safari reza,mutlu uno,safari reza mutlu uno,6,1920,1678
216,mutlu uno,safari reza,mutlu uno safari reza,6,1678,1920
3676,gu ming,quirein john,gu ming quirein john,5,1042,3256
3043,aki ahmet,samie mohamed,aki ahmet samie mohamed,5,2503,2033
3041,aki ahmet,abdulkarim anar,aki ahmet abdulkarim anar,5,2503,579
3037,aki ahmet,azim shaikh abdul,aki ahmet azim shaikh abdul,5,2503,2717
3036,samie mohamed,aki ahmet,samie mohamed aki ahmet,5,2033,2503
3030,samie mohamed,azim shaikh abdul,samie mohamed azim shaikh abdul,5,2033,2717
3022,abdulkarim anar,aki ahmet,abdulkarim anar aki ahmet,5,579,2503
3021,abdulkarim anar,samie mohamed,abdulkarim anar samie mohamed,5,579,2033
3681,quirein john,gu ming,quirein john gu ming,5,3256,1042
3034,samie mohamed,abdulkarim anar,samie mohamed abdulkarim anar,5,2033,579
3016,abdulkarim anar,azim shaikh abdul,abdulkarim anar azim shaikh abdul,5,579,2717
2993,azim shaikh abdul,samie mohamed,azim shaikh abdul samie mohamed,5,2717,2033
2994,azim shaikh abdul,aki ahmet,azim shaikh abdul aki ahmet,5,2717,2503
2991,azim shaikh abdul,abdulkarim anar,azim shaikh abdul abdulkarim anar,5,2717,579
355,shinde a. l.,perumalla s. v.,shinde a. l. perumalla s. v.,4,1408,1116
368,perumalla s. v.,shinde a. l.,perumalla s. v. shinde a. l.,4,1116,1408
13000,jin yan,jiang hailong,jin yan jiang hailong,4,3344,131
6962,quirein john,gokaraju deepak,quirein john gokaraju deepak,4,3256,3248
5353,dubinya n.,chebyshev i.,dubinya n. chebyshev i.,4,2105,1618
5357,chebyshev i.,dubinya n.,chebyshev i. dubinya n.,4,1618,2105
5354,chebyshev i.,lukin s.,chebyshev i. lukin s.,4,1618,2363
6970,gu ming,gokaraju deepak,gu ming gokaraju deepak,4,1042,3248
3493,el sherbeny wael,nuic ivo,el sherbeny wael nuic ivo,4,2200,658
1335,al-jalal ziad,al-anazi hamoud,al-jalal ziad al-anazi hamoud,4,691,1795
12993,chen mian,jiang hailong,chen mian jiang hailong,4,1881,131
6974,gokaraju deepak,gu ming,gokaraju deepak gu ming,4,3248,1042
3498,nuic ivo,el sherbeny wael,nuic ivo el sherbeny wael,4,658,2200
5350,dubinya n.,lukin s.,dubinya n. lukin s.,4,2105,2363
2329,lee w. j.,khanal a.,lee w. j. khanal a.,4,854,2028
2328,lee w. j.,khoshghadam m.,lee w. j. khoshghadam m.,4,854,1445
2327,khanal a.,lee w. j.,khanal a. lee w. j.,4,2028,854
2326,khanal a.,khoshghadam m.,khanal a. khoshghadam m.,4,2028,1445
2325,khoshghadam m.,lee w. j.,khoshghadam m. lee w. j.,4,1445,854
2324,khoshghadam m.,khanal a.,khoshghadam m. khanal a.,4,1445,2028
17439,russell s. duffy,vassilellis george,russell s. duffy vassilellis george,4,2302,2145
1322,al-anazi hamoud,rahim zillur,al-anazi hamoud rahim zillur,4,1795,2300
1321,rahim zillur,al-jalal ziad,rahim zillur al-jalal ziad,4,2300,691
1318,rahim zillur,al-anazi hamoud,rahim zillur al-anazi hamoud,4,2300,1795
5340,lukin s.,dubinya n.,lukin s. dubinya n.,4,2363,2105
5341,lukin s.,chebyshev i.,lukin s. chebyshev i.,4,2363,1618
1325,al-anazi hamoud,al-jalal ziad,al-anazi hamoud al-jalal ziad,4,1795,691
1334,al-jalal ziad,rahim zillur,al-jalal ziad rahim zillur,4,691,2300
6972,gokaraju deepak,quirein john,gokaraju deepak quirein john,4,3248,3256
17434,vassilellis george,russell s. duffy,vassilellis george russell s. duffy,4,2145,2302
6591,chen m.,jin y.,chen m. jin y.,4,1446,220
6597,jin y.,chen m.,jin y. chen m.,4,220,1446
13344,rougier e.,lei z.,rougier e. lei z.,4,2157,1808
17429,elrafie emad a.,russell s. duffy,elrafie emad a. russell s. duffy,4,1237,2302
17433,vassilellis george,elrafie emad a.,vassilellis george elrafie emad a.,4,2145,1237
17428,elrafie emad a.,vassilellis george,elrafie emad a. vassilellis george,4,1237,2145
12986,jiang hailong,chen mian,jiang hailong chen mian,4,131,1881
12987,jiang hailong,jin yan,jiang hailong jin yan,4,131,3344
13347,lei z.,rougier e.,lei z. rougier e.,4,1808,2157
17438,russell s. duffy,elrafie emad a.,russell s. duffy elrafie emad a.,4,2302,1237
4970,sadykov l.,ocheretyanyy a.,sadykov l. ocheretyanyy a.,3,2340,2239
3011,khesroh sawsan,thakuria nabajyoti,khesroh sawsan thakuria nabajyoti,3,2628,357
6966,far mehdi e.,gokaraju deepak,far mehdi e. gokaraju deepak,3,1217,3248
3005,thakuria nabajyoti,abdulkarim anar,thakuria nabajyoti abdulkarim anar,3,357,579
2141,gao guohua,chen chaohui,gao guohua chen chaohui,3,3185,1651
3648,yousefzadeh adam,li qi,yousefzadeh adam li qi,3,1189,1413
3007,thakuria nabajyoti,samie mohamed,thakuria nabajyoti samie mohamed,3,357,2033
1319,rahim zillur,al-kanaan adnan,rahim zillur al-kanaan adnan,3,2300,2829
2137,chen chaohui,gao guohua,chen chaohui gao guohua,3,1651,3185
3008,thakuria nabajyoti,aki ahmet,thakuria nabajyoti aki ahmet,3,357,2503
3009,khesroh sawsan,azim shaikh abdul,khesroh sawsan azim shaikh abdul,3,2628,2717
4971,sadykov l.,khakov a.,sadykov l. khakov a.,3,2340,460
13355,munjiza a.,knight e. e.,munjiza a. knight e. e.,3,481,851
1320,rahim zillur,kayumov rifat,rahim zillur kayumov rifat,3,2300,1186
3012,khesroh sawsan,abdulkarim anar,khesroh sawsan abdulkarim anar,3,2628,579
6960,quirein john,far mehdi e.,quirein john far mehdi e.,3,3256,1217
13354,munjiza a.,lei z.,munjiza a. lei z.,3,481,1808
3150,nadezhdin sergey,briner andreas,nadezhdin sergey briner andreas,3,1953,2491
3014,khesroh sawsan,samie mohamed,khesroh sawsan samie mohamed,3,2628,2033
3015,khesroh sawsan,aki ahmet,khesroh sawsan aki ahmet,3,2628,2503
13353,munjiza a.,rougier e.,munjiza a. rougier e.,3,481,2157
13352,knight e. e.,munjiza a.,knight e. e. munjiza a.,3,851,481
3017,abdulkarim anar,turky huda a,abdulkarim anar turky huda a,3,579,1754
6969,gu ming,far mehdi e.,gu ming far mehdi e.,3,1042,1217
13351,knight e. e.,lei z.,knight e. e. lei z.,3,851,1808
13350,knight e. e.,rougier e.,knight e. e. rougier e.,3,851,2157
13349,lei z.,munjiza a.,lei z. munjiza a.,3,1808,481
13348,lei z.,knight e. e.,lei z. knight e. e.,3,1808,851
3004,thakuria nabajyoti,khesroh sawsan,thakuria nabajyoti khesroh sawsan,3,357,2628
3647,li qi,aguilera roberto,li qi aguilera roberto,3,1413,1942
6965,far mehdi e.,gu ming,far mehdi e. gu ming,3,1217,1042
3646,li qi,yousefzadeh adam,li qi yousefzadeh adam,3,1413,1189
199,shahri mojtaba p.,safari reza,shahri mojtaba p. safari reza,3,2119,1920
4979,ocheretyanyy a.,shtun s.,ocheretyanyy a. shtun s.,3,2239,1932
201,shahri mojtaba p.,mutlu uno,shahri mojtaba p. mutlu uno,3,2119,1678
4980,ocheretyanyy a.,golenkin m.,ocheretyanyy a. golenkin m.,3,2239,844
2988,azim shaikh abdul,turky huda a,azim shaikh abdul turky huda a,3,2717,1754
206,safari reza,shahri mojtaba p.,safari reza shahri mojtaba p.,3,1920,2119
4965,sadykov l.,golenkin m.,sadykov l. golenkin m.,3,2340,844
2989,azim shaikh abdul,thakuria nabajyoti,azim shaikh abdul thakuria nabajyoti,3,2717,357
4985,ocheretyanyy a.,sadykov l.,ocheretyanyy a. sadykov l.,3,2239,2340
4986,ocheretyanyy a.,khakov a.,ocheretyanyy a. khakov a.,3,2239,460
2990,azim shaikh abdul,khesroh sawsan,azim shaikh abdul khesroh sawsan,3,2717,2628
4964,sadykov l.,shtun s.,sadykov l. shtun s.,3,2340,1932
6096,keshavarz a.,badalyan a.,keshavarz a. badalyan a.,3,2484,2645
11444,dresen g.,sone h.,dresen g. sone h.,3,2991,1392
6964,far mehdi e.,quirein john,far mehdi e. quirein john,3,1217,3256
214,mutlu uno,shahri mojtaba p.,mutlu uno shahri mojtaba p.,3,1678,2119
6099,badalyan a.,keshavarz a.,badalyan a. keshavarz a.,3,2645,2484
4994,khakov a.,shtun s.,khakov a. shtun s.,3,460,1932
4995,khakov a.,golenkin m.,khakov a. golenkin m.,3,460,844
2995,turky huda a,azim shaikh abdul,turky huda a azim shaikh abdul,3,1754,2717
5000,khakov a.,sadykov l.,khakov a. sadykov l.,3,460,2340
2998,turky huda a,abdulkarim anar,turky huda a abdulkarim anar,3,1754,579
11441,sone h.,dresen g.,sone h. dresen g.,3,1392,2991
3000,turky huda a,samie mohamed,turky huda a samie mohamed,3,1754,2033
3001,turky huda a,aki ahmet,turky huda a aki ahmet,3,1754,2503
3002,thakuria nabajyoti,azim shaikh abdul,thakuria nabajyoti azim shaikh abdul,3,357,2717
5001,khakov a.,ocheretyanyy a.,khakov a. ocheretyanyy a.,3,460,2239
16711,shahri mojtaba p.,mejia camilo,shahri mojtaba p. mejia camilo,3,2119,585
3018,abdulkarim anar,thakuria nabajyoti,abdulkarim anar thakuria nabajyoti,3,579,357
4896,golenkin m.,khakov a.,golenkin m. khakov a.,3,844,460
2762,ma xiaodan,safari reza,ma xiaodan safari reza,3,2329,1920
4894,golenkin m.,sadykov l.,golenkin m. sadykov l.,3,844,2340
2751,safari reza,ma xiaodan,safari reza ma xiaodan,3,1920,2329
2748,safari reza,huang jian,safari reza huang jian,3,1920,693
2741,huang jian,mutlu uno,huang jian mutlu uno,3,693,1678
2737,huang jian,safari reza,huang jian safari reza,3,693,1920
1901,ameri samuel,aminian kashy,ameri samuel aminian kashy,3,3093,3225
1900,ameri samuel,zamirian mehrdad,ameri samuel zamirian mehrdad,3,3093,421
1899,aminian kashy,ameri samuel,aminian kashy ameri samuel,3,3225,3093
1898,aminian kashy,zamirian mehrdad,aminian kashy zamirian mehrdad,3,3225,421
1897,zamirian mehrdad,ameri samuel,zamirian mehrdad ameri samuel,3,421,3093
1896,zamirian mehrdad,aminian kashy,zamirian mehrdad aminian kashy,3,421,3225
1487,wu kan,balhoff matthew t.,wu kan balhoff matthew t.,3,1438,1055
1488,wu kan,yu wei,wu kan yu wei,3,1438,272
1492,balhoff matthew t.,wu kan,balhoff matthew t. wu kan,3,1055,1438
1495,yu wei,wu kan,yu wei wu kan,3,272,1438
4874,shtun s.,golenkin m.,shtun s. golenkin m.,3,1932,844
13936,hampton j. c.,matzar l.,hampton j. c. matzar l.,3,1112,1137
13938,matzar l.,hampton j. c.,matzar l. hampton j. c.,3,1137,1112
4879,shtun s.,sadykov l.,shtun s. sadykov l.,3,1932,2340
4880,shtun s.,ocheretyanyy a.,shtun s. ocheretyanyy a.,3,1932,2239
17436,vassilellis george,austin jack w.,vassilellis george austin jack w.,3,2145,988
4881,shtun s.,khakov a.,shtun s. khakov a.,3,1932,460
17450,austin jack w.,russell s. duffy,austin jack w. russell s. duffy,3,988,2302
17449,austin jack w.,vassilellis george,austin jack w. vassilellis george,3,988,2145
17448,austin jack w.,elrafie emad a.,austin jack w. elrafie emad a.,3,988,1237
17441,russell s. duffy,austin jack w.,russell s. duffy austin jack w.,3,2302,988
4895,golenkin m.,ocheretyanyy a.,golenkin m. ocheretyanyy a.,3,844,2239
3040,aki ahmet,khesroh sawsan,aki ahmet khesroh sawsan,3,2503,2628
1323,al-anazi hamoud,al-kanaan adnan,al-anazi hamoud al-kanaan adnan,3,1795,2829
3039,aki ahmet,thakuria nabajyoti,aki ahmet thakuria nabajyoti,3,2503,357
3019,abdulkarim anar,khesroh sawsan,abdulkarim anar khesroh sawsan,3,579,2628
4889,golenkin m.,shtun s.,golenkin m. shtun s.,3,844,1932
13346,rougier e.,munjiza a.,rougier e. munjiza a.,3,2157,481
3137,briner andreas,nadezhdin sergey,briner andreas nadezhdin sergey,3,2491,1953
1326,al-kanaan adnan,rahim zillur,al-kanaan adnan rahim zillur,3,2829,2300
1327,al-kanaan adnan,al-anazi hamoud,al-kanaan adnan al-anazi hamoud,3,2829,1795
1329,al-kanaan adnan,al-jalal ziad,al-kanaan adnan al-jalal ziad,3,2829,691
1330,kayumov rifat,rahim zillur,kayumov rifat rahim zillur,3,1186,2300
4752,shokarev ivan,gulov artur,shokarev ivan gulov artur,3,935,2433
13345,rougier e.,knight e. e.,rougier e. knight e. e.,3,2157,851
1331,kayumov rifat,al-anazi hamoud,kayumov rifat al-anazi hamoud,3,1186,1795
4753,shokarev ivan,zhludov alexey,shokarev ivan zhludov alexey,3,935,2296
1333,kayumov rifat,al-jalal ziad,kayumov rifat al-jalal ziad,3,1186,691
1336,al-jalal ziad,al-kanaan adnan,al-jalal ziad al-kanaan adnan,3,691,2829
1337,al-jalal ziad,kayumov rifat,al-jalal ziad kayumov rifat,3,691,1186
17431,elrafie emad a.,austin jack w.,elrafie emad a. austin jack w.,3,1237,988
3031,samie mohamed,turky huda a,samie mohamed turky huda a,3,2033,1754
3032,samie mohamed,thakuria nabajyoti,samie mohamed thakuria nabajyoti,3,2033,357
4761,gulov artur,shokarev ivan,gulov artur shokarev ivan,3,2433,935
4762,gulov artur,zhludov alexey,gulov artur zhludov alexey,3,2433,2296
3033,samie mohamed,khesroh sawsan,samie mohamed khesroh sawsan,3,2033,2628
282,wasaki asana,akkutlu i. yucel,wasaki asana akkutlu i. yucel,3,2486,3312
283,akkutlu i. yucel,wasaki asana,akkutlu i. yucel wasaki asana,3,3312,2486
16704,mejia camilo,shahri mojtaba p.,mejia camilo shahri mojtaba p.,3,585,2119
3038,aki ahmet,turky huda a,aki ahmet turky huda a,3,2503,1754
4770,zhludov alexey,shokarev ivan,zhludov alexey shokarev ivan,3,2296,935
4771,zhludov alexey,gulov artur,zhludov alexey gulov artur,3,2296,2433
1324,al-anazi hamoud,kayumov rifat,al-anazi hamoud kayumov rifat,3,1795,1186
6596,jin y.,lu y. h.,jin y. lu y. h.,3,220,391
3649,yousefzadeh adam,aguilera roberto,yousefzadeh adam aguilera roberto,3,1189,1942
1179,mechkak karim,al-saihati ali,mechkak karim al-saihati ali,3,1158,2797
1172,baki sohrat,al-momin ali,baki sohrat al-momin ali,3,2268,395
1173,baki sohrat,kurdi mohammed,baki sohrat kurdi mohammed,3,2268,2691
1174,baki sohrat,mechkak karim,baki sohrat mechkak karim,3,2268,1158
1175,baki sohrat,al-saihati ali,baki sohrat al-saihati ali,3,2268,2797
1176,mechkak karim,al-momin ali,mechkak karim al-momin ali,3,1158,395
1177,mechkak karim,kurdi mohammed,mechkak karim kurdi mohammed,3,1158,2691
1178,mechkak karim,baki sohrat,mechkak karim baki sohrat,3,1158,2268
1180,al-saihati ali,al-momin ali,al-saihati ali al-momin ali,3,2797,395
4481,chen mian,lu yunhu,chen mian lu yunhu,3,1881,1085
1181,al-saihati ali,kurdi mohammed,al-saihati ali kurdi mohammed,3,2797,2691
1182,al-saihati ali,baki sohrat,al-saihati ali baki sohrat,3,2797,2268
2309,aguilera roberto,lopez bruno,aguilera roberto lopez bruno,3,1942,952
2308,lopez bruno,aguilera roberto,lopez bruno aguilera roberto,3,952,1942
1183,al-saihati ali,mechkak karim,al-saihati ali mechkak karim,3,2797,1158
4499,lu yunhu,jin yan,lu yunhu jin yan,3,1085,3344
4498,lu yunhu,chen mian,lu yunhu chen mian,3,1085,1881
1171,kurdi mohammed,al-saihati ali,kurdi mohammed al-saihati ali,3,2691,2797
1170,kurdi mohammed,mechkak karim,kurdi mohammed mechkak karim,3,2691,1158
1169,kurdi mohammed,baki sohrat,kurdi mohammed baki sohrat,3,2691,2268
1168,kurdi mohammed,al-momin ali,kurdi mohammed al-momin ali,3,2691,395
3696,ostadhassan m.,jabbari h.,ostadhassan m. jabbari h.,3,2614,2789
3694,jabbari h.,ostadhassan m.,jabbari h. ostadhassan m.,3,2789,2614
2776,mutlu uno,ma xiaodan,mutlu uno ma xiaodan,3,1678,2329
2772,mutlu uno,huang jian,mutlu uno huang jian,3,1678,693
6584,lu y. h.,chen m.,lu y. h. chen m.,3,391,1446
13579,inoue n.,fontoura s. a. b.,inoue n. fontoura s. a. b.,3,1153,2625
6585,lu y. h.,jin y.,lu y. h. jin y.,3,391,220
13576,fontoura s. a. b.,inoue n.,fontoura s. a. b. inoue n.,3,2625,1153
15062,barnard c. k.,kallu r. r.,barnard c. k. kallu r. r.,3,2362,2379
6590,chen m.,lu y. h.,chen m. lu y. h.,3,1446,391
2765,ma xiaodan,mutlu uno,ma xiaodan mutlu uno,3,2329,1678
1164,al-momin ali,kurdi mohammed,al-momin ali kurdi mohammed,3,395,2691
1165,al-momin ali,baki sohrat,al-momin ali baki sohrat,3,395,2268
1166,al-momin ali,mechkak karim,al-momin ali mechkak karim,3,395,1158
1167,al-momin ali,al-saihati ali,al-momin ali al-saihati ali,3,395,2797
4486,jin yan,lu yunhu,jin yan lu yunhu,3,3344,1085
15065,kallu r. r.,barnard c. k.,kallu r. r. barnard c. k.,3,2379,2362
3651,aguilera roberto,yousefzadeh adam,aguilera roberto yousefzadeh adam,3,1942,1189
1119,surjaatmadja jim b.,lewis bryan j.,surjaatmadja jim b. lewis bryan j.,3,163,491
6973,gokaraju deepak,far mehdi e.,gokaraju deepak far mehdi e.,3,3248,1217
1118,lewis bryan j.,surjaatmadja jim b.,lewis bryan j. surjaatmadja jim b.,3,491,163
12954,hampton j. c.,gutierrez m.,hampton j. c. gutierrez m.,3,1112,427
12949,gutierrez m.,hampton j. c.,gutierrez m. hampton j. c.,3,427,1112
3650,aguilera roberto,li qi,aguilera roberto li qi,3,1942,1413
1491,olson jon,yu wei,olson jon yu wei,2,1824,272
1489,olson jon,wu kan,olson jon wu kan,2,1824,1438
13633,yu c.,shi p.,yu c. shi p.,2,273,2886
1490,olson jon,balhoff matthew t.,olson jon balhoff matthew t.,2,1824,1055
7248,suter a.,castillo f.,suter a. castillo f.,2,578,3269
4477,chen mian,hou bing,chen mian hou bing,2,1881,17
13631,shi p.,yu c.,shi p. yu c.,2,2886,273
4473,hou bing,jin yan,hou bing jin yan,2,17,3344
13614,sanchez m.,mendoza alvarez m.,sanchez m. mendoza alvarez m.,2,425,2320
1493,balhoff matthew t.,olson jon,balhoff matthew t. olson jon,2,1055,1824
1494,balhoff matthew t.,yu wei,balhoff matthew t. yu wei,2,1055,272
7247,suter a.,morales o.,suter a. morales o.,2,578,2234
4472,hou bing,chen mian,hou bing chen mian,2,17,1881
6583,rahman sheik s.,bazunu gamaliel,rahman sheik s. bazunu gamaliel,2,2517,763
1486,wu kan,olson jon,wu kan olson jon,2,1438,1824
1497,yu wei,balhoff matthew t.,yu wei balhoff matthew t.,2,272,1055
11455,bauer s. j.,broome s. t.,bauer s. j. broome s. t.,2,1934,1679
11454,bauer s. j.,ingraham m. d.,bauer s. j. ingraham m. d.,2,1934,3106
3875,cherian bilu v.,olaoye olubiyi,cherian bilu v. olaoye olubiyi,2,1938,1387
3874,cherian bilu v.,gray james,cherian bilu v. gray james,2,1938,601
11451,broome s. t.,bauer s. j.,broome s. t. bauer s. j.,2,1679,1934
15217,rajaram h.,viswanathan h. s.,rajaram h. viswanathan h. s.,2,117,1676
3873,cherian bilu v.,narasimhan santhosh,cherian bilu v. narasimhan santhosh,2,1938,775
11447,ingraham m. d.,bauer s. j.,ingraham m. d. bauer s. j.,2,3106,1934
12964,zhang k.,ozbay u.,zhang k. ozbay u.,2,2743,2742
12965,ozbay u.,poeck e.,ozbay u. poeck e.,2,2742,1278
12966,ozbay u.,garvey r.,ozbay u. garvey r.,2,2742,1329
8996,haugen k. b.,beckner b. l.,haugen k. b. beckner b. l.,2,250,2460
7258,castillo f.,suter a.,castillo f. suter a.,2,3269,578
12967,ozbay u.,zhang k.,ozbay u. zhang k.,2,2742,2743
6580,bazunu gamaliel,rahman sheik s.,bazunu gamaliel rahman sheik s.,2,763,2517
1496,yu wei,olson jon,yu wei olson jon,2,272,1824
8995,beckner b. l.,wiegand k. d.,beckner b. l. wiegand k. d.,2,2460,664
4479,chen mian,diao ce,chen mian diao ce,2,1881,1743
8993,beckner b. l.,maliassov s.,beckner b. l. maliassov s.,2,2460,1684
4493,lin botao,chen mian,lin botao chen mian,2,1402,1881
4492,lin botao,hou bing,lin botao hou bing,2,1402,17
4490,diao ce,lin botao,diao ce lin botao,2,1743,1402
4489,diao ce,jin yan,diao ce jin yan,2,1743,3344
4488,diao ce,chen mian,diao ce chen mian,2,1743,1881
4487,diao ce,hou bing,diao ce hou bing,2,1743,17
12043,bunger a. p.,ames b. c.,bunger a. p. ames b. c.,2,1612,224
4485,jin yan,lin botao,jin yan lin botao,2,3344,1402
4484,jin yan,diao ce,jin yan diao ce,2,3344,1743
4482,jin yan,hou bing,jin yan hou bing,2,3344,17
13615,sanchez m.,winograd e. a.,sanchez m. winograd e. a.,2,425,2075
4480,chen mian,lin botao,chen mian lin botao,2,1881,1402
11423,arson c.,zhu c.,arson c. zhu c.,2,1960,2241
11420,zhu c.,arson c.,zhu c. arson c.,2,2241,1960
12040,ames b. c.,bunger a. p.,ames b. c. bunger a. p.,2,224,1612
4494,lin botao,jin yan,lin botao jin yan,2,1402,3344
3876,cherian bilu v.,shaikh hamza,cherian bilu v. shaikh hamza,2,1938,604
4475,hou bing,lin botao,hou bing lin botao,2,17,1402
11400,chang xin,shi xian,chang xin shi xian,2,78,1891
8992,beckner b. l.,haugen k. b.,beckner b. l. haugen k. b.,2,2460,250
13014,xu yongjun,jiang hailong,xu yongjun jiang hailong,2,347,131
13015,xu yongjun,chen mian,xu yongjun chen mian,2,347,1881
13016,xu yongjun,jin yan,xu yongjun jin yan,2,347,3344
11396,shi xian,chang xin,shi xian chang xin,2,1891,78
11397,shi xian,cheng yuanfang,shi xian cheng yuanfang,2,1891,1855
11401,chang xin,cheng yuanfang,chang xin cheng yuanfang,2,78,1855
4474,hou bing,diao ce,hou bing diao ce,2,17,1743
11404,cheng yuanfang,shi xian,cheng yuanfang shi xian,2,1855,1891
11405,cheng yuanfang,chang xin,cheng yuanfang chang xin,2,1855,78
6706,umholtz n.,ouenes a.,umholtz n. ouenes a.,2,1617,2869
6707,ouenes a.,umholtz n.,ouenes a. umholtz n.,2,2869,1617
7240,morales o.,sierra f.,morales o. sierra f.,2,2234,757
7237,morales o.,suter a.,morales o. suter a.,2,2234,578
4495,lin botao,diao ce,lin botao diao ce,2,1402,1743
2668,guit f.,al ajmi n.,guit f. al ajmi n.,2,1899,235
15222,viswanathan h. s.,rajaram h.,viswanathan h. s. rajaram h.,2,1676,117
2679,dashti q.,guit f.,dashti q. guit f.,2,3200,1899
12961,garvey r.,ozbay u.,garvey r. ozbay u.,2,1329,2742
8863,zhang xing,noufal abdelwahab,zhang xing noufal abdelwahab,2,1412,1511
8864,zhang xing,sirat manhal,zhang xing sirat manhal,2,1412,1259
2633,pattnaik c.,kidambi v.,pattnaik c. kidambi v.,2,2247,1735
2634,pattnaik c.,narhari r.,pattnaik c. narhari r.,2,2247,1714
2635,pattnaik c.,levarlet x.,pattnaik c. levarlet x.,2,2247,2081
12962,zhang k.,poeck e.,zhang k. poeck e.,2,2743,1278
12963,zhang k.,garvey r.,zhang k. garvey r.,2,2743,1329
2636,pattnaik c.,guit f.,pattnaik c. guit f.,2,2247,1899
2637,pattnaik c.,dashti q.,pattnaik c. dashti q.,2,2247,3200
2638,al ajmi n.,richard p.,al ajmi n. richard p.,2,235,1756
11507,ni xiao,pei peng,ni xiao pei peng,2,912,1275
2639,al ajmi n.,pattnaik c.,al ajmi n. pattnaik c.,2,235,2247
11505,ni xiao,he jun,ni xiao he jun,2,912,374
11504,pei peng,ni xiao,pei peng ni xiao,2,1275,912
2640,al ajmi n.,kidambi v.,al ajmi n. kidambi v.,2,235,1735
11502,pei peng,he jun,pei peng he jun,2,1275,374
2632,pattnaik c.,al ajmi n.,pattnaik c. al ajmi n.,2,2247,235
12960,garvey r.,zhang k.,garvey r. zhang k.,2,1329,2743
2631,pattnaik c.,richard p.,pattnaik c. richard p.,2,2247,1756
2625,richard p.,al ajmi n.,richard p. al ajmi n.,2,1756,235
13420,boukadi f.,hayatdavoudi a. h.,boukadi f. hayatdavoudi a. h.,2,2515,1315
15747,roy pratanu,walsh stuart d. c.,roy pratanu walsh stuart d. c.,2,233,1002
15746,roy pratanu,du frane wyatt l.,roy pratanu du frane wyatt l.,2,233,389
13421,boukadi f.,sawant k. g.,boukadi f. sawant k. g.,2,2515,68
7277,sierra f.,morales o.,sierra f. morales o.,2,757,2234
11218,mahalanobis p.,el touny s.,mahalanobis p. el touny s.,2,3180,3201
2624,richard p.,pattnaik c.,richard p. pattnaik c.,2,1756,2247
2626,richard p.,kidambi v.,richard p. kidambi v.,2,1756,1735
2630,richard p.,dashti q.,richard p. dashti q.,2,1756,3200
12956,poeck e.,garvey r.,poeck e. garvey r.,2,1278,1329
12957,poeck e.,zhang k.,poeck e. zhang k.,2,1278,2743
12958,poeck e.,ozbay u.,poeck e. ozbay u.,2,1278,2742
2627,richard p.,narhari r.,richard p. narhari r.,2,1756,1714
2628,richard p.,levarlet x.,richard p. levarlet x.,2,1756,2081
12959,garvey r.,poeck e.,garvey r. poeck e.,2,1329,1278
2629,richard p.,guit f.,richard p. guit f.,2,1756,1899
2641,al ajmi n.,narhari r.,al ajmi n. narhari r.,2,235,1714
2642,al ajmi n.,levarlet x.,al ajmi n. levarlet x.,2,235,2081
2643,al ajmi n.,guit f.,al ajmi n. guit f.,2,235,1899
2670,guit f.,narhari r.,guit f. narhari r.,2,1899,1714
2663,levarlet x.,narhari r.,levarlet x. narhari r.,2,2081,1714
2664,levarlet x.,guit f.,levarlet x. guit f.,2,2081,1899
2665,levarlet x.,dashti q.,levarlet x. dashti q.,2,2081,3200
2666,guit f.,richard p.,guit f. richard p.,2,1899,1756
2667,guit f.,pattnaik c.,guit f. pattnaik c.,2,1899,2247
13613,sanchez m.,alvarez j. p.,sanchez m. alvarez j. p.,2,425,2375
2669,guit f.,kidambi v.,guit f. kidambi v.,2,1899,1735
2671,guit f.,levarlet x.,guit f. levarlet x.,2,1899,2081
2661,levarlet x.,al ajmi n.,levarlet x. al ajmi n.,2,2081,235
2672,guit f.,dashti q.,guit f. dashti q.,2,1899,3200
2673,dashti q.,richard p.,dashti q. richard p.,2,3200,1756
2674,dashti q.,pattnaik c.,dashti q. pattnaik c.,2,3200,2247
2675,dashti q.,al ajmi n.,dashti q. al ajmi n.,2,3200,235
2676,dashti q.,kidambi v.,dashti q. kidambi v.,2,3200,1735
2677,dashti q.,narhari r.,dashti q. narhari r.,2,3200,1714
2678,dashti q.,levarlet x.,dashti q. levarlet x.,2,3200,2081
2662,levarlet x.,kidambi v.,levarlet x. kidambi v.,2,2081,1735
2660,levarlet x.,pattnaik c.,levarlet x. pattnaik c.,2,2081,2247
11498,he jun,ni xiao,he jun ni xiao,2,374,912
2650,kidambi v.,guit f.,kidambi v. guit f.,2,1735,1899
11497,he jun,pei peng,he jun pei peng,2,374,1275
2644,al ajmi n.,dashti q.,al ajmi n. dashti q.,2,235,3200
2645,kidambi v.,richard p.,kidambi v. richard p.,2,1735,1756
2646,kidambi v.,pattnaik c.,kidambi v. pattnaik c.,2,1735,2247
2647,kidambi v.,al ajmi n.,kidambi v. al ajmi n.,2,1735,235
2648,kidambi v.,narhari r.,kidambi v. narhari r.,2,1735,1714
2649,kidambi v.,levarlet x.,kidambi v. levarlet x.,2,1735,2081
2651,kidambi v.,dashti q.,kidambi v. dashti q.,2,1735,3200
2659,levarlet x.,richard p.,levarlet x. richard p.,2,2081,1756
