,source,target,total,count,source_num,target_num
3463,li deqing,wang changhao,li deqing wang changhao,2,2599,1190
3465,li deqing,qi yue,li deqing qi yue,2,2599,1725
12216,dobson p. f.,zhou j.,dobson p. f. zhou j.,2,3000,2421
12217,dobson p. f.,huang h.,dobson p. f. huang h.,2,3000,993
3464,li deqing,wang chen,li deqing wang chen,2,2599,2212
12222,wang h. f.,zhou j.,wang h. f. zhou j.,2,2769,2421
12223,wang h. f.,huang h.,wang h. f. huang h.,2,2769,993
3462,li deqing,jin hui,li deqing jin hui,2,2599,2472
3455,qi yue,wang chen,qi yue wang chen,2,1725,2212
3461,li deqing,chunliang gao,li deqing chunliang gao,2,2599,454
3460,li deqing,yubao shi,li deqing yubao shi,2,2599,1084
3459,li deqing,ming li,li deqing ming li,2,2599,2620
3458,li deqing,jun zeng,li deqing jun zeng,2,2599,204
3457,li deqing,simiao sheng,li deqing simiao sheng,2,2599,2633
3456,qi yue,li deqing,qi yue li deqing,2,1725,2599
3436,wang changhao,wang chen,wang changhao wang chen,2,1190,2212
3434,wang changhao,chunliang gao,wang changhao chunliang gao,2,1190,454
3399,ming li,wang changhao,ming li wang changhao,2,2620,1190
3433,wang changhao,yubao shi,wang changhao yubao shi,2,1190,1084
3414,chunliang gao,ming li,chunliang gao ming li,2,454,2620
3413,chunliang gao,jun zeng,chunliang gao jun zeng,2,454,204
3412,chunliang gao,simiao sheng,chunliang gao simiao sheng,2,454,2633
3411,yubao shi,li deqing,yubao shi li deqing,2,1084,2599
3410,yubao shi,qi yue,yubao shi qi yue,2,1084,1725
3409,yubao shi,wang chen,yubao shi wang chen,2,1084,2212
3408,yubao shi,wang changhao,yubao shi wang changhao,2,1084,1190
3407,yubao shi,jin hui,yubao shi jin hui,2,1084,2472
3406,yubao shi,chunliang gao,yubao shi chunliang gao,2,1084,454
3405,yubao shi,ming li,yubao shi ming li,2,1084,2620
3404,yubao shi,jun zeng,yubao shi jun zeng,2,1084,204
3403,yubao shi,simiao sheng,yubao shi simiao sheng,2,1084,2633
3402,ming li,li deqing,ming li li deqing,2,2620,2599
3401,ming li,qi yue,ming li qi yue,2,2620,1725
3400,ming li,wang chen,ming li wang chen,2,2620,2212
3415,chunliang gao,yubao shi,chunliang gao yubao shi,2,454,1084
3416,chunliang gao,jin hui,chunliang gao jin hui,2,454,2472
3417,chunliang gao,wang changhao,chunliang gao wang changhao,2,454,1190
3426,jin hui,wang changhao,jin hui wang changhao,2,2472,1190
3432,wang changhao,ming li,wang changhao ming li,2,1190,2620
3431,wang changhao,jun zeng,wang changhao jun zeng,2,1190,204
3430,wang changhao,simiao sheng,wang changhao simiao sheng,2,1190,2633
3429,jin hui,li deqing,jin hui li deqing,2,2472,2599
3428,jin hui,qi yue,jin hui qi yue,2,2472,1725
3427,jin hui,wang chen,jin hui wang chen,2,2472,2212
3425,jin hui,chunliang gao,jin hui chunliang gao,2,2472,454
3418,chunliang gao,wang chen,chunliang gao wang chen,2,454,2212
3424,jin hui,yubao shi,jin hui yubao shi,2,2472,1084
3423,jin hui,ming li,jin hui ming li,2,2472,2620
3422,jin hui,jun zeng,jin hui jun zeng,2,2472,204
3421,jin hui,simiao sheng,jin hui simiao sheng,2,2472,2633
3420,chunliang gao,li deqing,chunliang gao li deqing,2,454,2599
3419,chunliang gao,qi yue,chunliang gao qi yue,2,454,1725
4758,strakhov s.,zinovyev a.,strakhov s. zinovyev a.,2,2639,344
2922,safari reza,fragachan francisco,safari reza fragachan francisco,2,1960,2211
4760,strakhov s.,maximov d.,strakhov s. maximov d.,2,2639,1145
85,liang tianbo,dicarlo david a.,liang tianbo dicarlo david a.,2,2571,650
4761,strakhov s.,korelskiy e.,strakhov s. korelskiy e.,2,2639,586
10225,nakashima s.,yasuhara h.,nakashima s. yasuhara h.,2,1630,2886
265,manchanda ripudaman,sharma mukul m.,manchanda ripudaman sharma mukul m.,2,2991,1215
270,bhardwaj prateek,manchanda ripudaman,bhardwaj prateek manchanda ripudaman,2,1807,2991
6550,he ruijian,zhan jie,he ruijian zhan jie,2,557,1735
6552,he ruijian,fogwill allan,he ruijian fogwill allan,2,557,157
9248,chen mian,dong jingnan,chen mian dong jingnan,2,1933,775
9246,dong jingnan,chen mian,dong jingnan chen mian,2,775,1933
273,bhardwaj prateek,sharma mukul m.,bhardwaj prateek sharma mukul m.,2,1807,1215
6555,he ruijian,chen zhangxin,he ruijian chen zhangxin,2,557,3284
6561,chen zhangxin,he ruijian,chen zhangxin he ruijian,2,3284,557
536,zhang dongxiao,li sanbai,zhang dongxiao li sanbai,2,1186,2955
6564,gosavi shekhar v.,kumar sandeep,gosavi shekhar v. kumar sandeep,2,2881,2693
278,sharma mukul m.,manchanda ripudaman,sharma mukul m. manchanda ripudaman,2,1215,2991
280,sharma mukul m.,bhardwaj prateek,sharma mukul m. bhardwaj prateek,2,1215,1807
534,li sanbai,zhang dongxiao,li sanbai zhang dongxiao,2,2955,1186
6571,kumar sandeep,gosavi shekhar v.,kumar sandeep gosavi shekhar v.,2,2693,2881
9612,mao sheng,zhonghou shen,mao sheng zhonghou shen,2,668,869
9222,agioutantis z.,newman c.,agioutantis z. newman c.,2,1744,347
9220,newman c.,agioutantis z.,newman c. agioutantis z.,2,347,1744
9614,mao sheng,zhenxiang zhang,mao sheng zhenxiang zhang,2,668,1499
9615,mao sheng,xuan fu,mao sheng xuan fu,2,668,3095
10203,esterhuizen g. s.,tulu i. b.,esterhuizen g. s. tulu i. b.,2,1766,992
10200,tulu i. b.,esterhuizen g. s.,tulu i. b. esterhuizen g. s.,2,992,1766
9616,zhenxiang zhang,qingling liu,zhenxiang zhang qingling liu,2,1499,1991
263,manchanda ripudaman,bhardwaj prateek,manchanda ripudaman bhardwaj prateek,2,2991,1807
5228,gibrata muhammad a,hashem mohamed,gibrata muhammad a hashem mohamed,2,2805,3295
5229,hashem mohamed,gibrata muhammad a,hashem mohamed gibrata muhammad a,2,3295,2805
9595,zhonghou shen,qingling liu,zhonghou shen qingling liu,2,869,1991
569,schechter david,sun jianlei,schechter david sun jianlei,2,951,2508
568,sun jianlei,schechter david,sun jianlei schechter david,2,2508,951
9583,shouceng tian,zhonghou shen,shouceng tian zhonghou shen,2,688,869
242,karantinos emmanouil,sharma mukul m.,karantinos emmanouil sharma mukul m.,2,84,1215
9586,shouceng tian,zhenxiang zhang,shouceng tian zhenxiang zhang,2,688,1499
10938,osinga s.,wassing b. b. t.,osinga s. wassing b. b. t.,2,1006,126
9587,shouceng tian,xuan fu,shouceng tian xuan fu,2,688,3095
9590,gensheng li,zhonghou shen,gensheng li zhonghou shen,2,3245,869
10943,wassing b. b. t.,osinga s.,wassing b. b. t. osinga s.,2,126,1006
9593,gensheng li,zhenxiang zhang,gensheng li zhenxiang zhang,2,3245,1499
9594,gensheng li,xuan fu,gensheng li xuan fu,2,3245,3095
9596,zhonghou shen,shouceng tian,zhonghou shen shouceng tian,2,869,688
9601,zhonghou shen,xuan fu,zhonghou shen xuan fu,2,869,3095
10235,kishida k.,yasuhara h.,kishida k. yasuhara h.,2,1967,2886
10950,pizzocolo f.,fokker p. a.,pizzocolo f. fokker p. a.,2,1731,724
246,sharma mukul m.,karantinos emmanouil,sharma mukul m. karantinos emmanouil,2,1215,84
10232,yasuhara h.,kishida k.,yasuhara h. kishida k.,2,2886,1967
10955,fokker p. a.,pizzocolo f.,fokker p. a. pizzocolo f.,2,724,1731
9597,zhonghou shen,gensheng li,zhonghou shen gensheng li,2,869,3245
9599,zhonghou shen,mao sheng,zhonghou shen mao sheng,2,869,668
6524,zhan jie,he ruijian,zhan jie he ruijian,2,1735,557
10230,yasuhara h.,nakashima s.,yasuhara h. nakashima s.,2,2886,1630
9600,zhonghou shen,zhenxiang zhang,zhonghou shen zhenxiang zhang,2,869,1499
6536,fogwill allan,he ruijian,fogwill allan he ruijian,2,157,557
9617,zhenxiang zhang,shouceng tian,zhenxiang zhang shouceng tian,2,1499,688
15118,zhang yingbin,chen guangqi,zhang yingbin chen guangqi,2,283,1296
9618,zhenxiang zhang,gensheng li,zhenxiang zhang gensheng li,2,1499,3245
9789,korre anna,durucan sevket,korre anna durucan sevket,2,722,2168
15187,lokajicek tomas,svitek tomas,lokajicek tomas svitek tomas,2,2610,1155
15188,svitek tomas,petruzalek matej,svitek tomas petruzalek matej,2,1155,1287
15189,svitek tomas,lokajicek tomas,svitek tomas lokajicek tomas,2,1155,2610
6272,san-roman-alerigi damian p.,batarseh sameeh i.,san-roman-alerigi damian p. batarseh sameeh i.,2,2541,1906
6267,batarseh sameeh i.,san-roman-alerigi damian p.,batarseh sameeh i. san-roman-alerigi damian p.,2,1906,2541
9795,cao wenzhuo,korre anna,cao wenzhuo korre anna,2,785,722
9794,cao wenzhuo,shi ji-quan,cao wenzhuo shi ji-quan,2,785,214
9793,cao wenzhuo,durucan sevket,cao wenzhuo durucan sevket,2,785,2168
9792,cao wenzhuo,si guangyao,cao wenzhuo si guangyao,2,785,2052
9791,korre anna,cao wenzhuo,korre anna cao wenzhuo,2,722,785
9790,korre anna,shi ji-quan,korre anna shi ji-quan,2,722,214
9788,korre anna,si guangyao,korre anna si guangyao,2,722,2052
15185,petruzalek matej,svitek tomas,petruzalek matej svitek tomas,2,1287,1155
9787,shi ji-quan,cao wenzhuo,shi ji-quan cao wenzhuo,2,214,785
9786,shi ji-quan,korre anna,shi ji-quan korre anna,2,214,722
9700,rutqvist j.,birkholzer j. t.,rutqvist j. birkholzer j. t.,2,1230,104
9785,shi ji-quan,durucan sevket,shi ji-quan durucan sevket,2,214,2168
9784,shi ji-quan,si guangyao,shi ji-quan si guangyao,2,214,2052
9703,birkholzer j. t.,rutqvist j.,birkholzer j. t. rutqvist j.,2,104,1230
9783,durucan sevket,cao wenzhuo,durucan sevket cao wenzhuo,2,2168,785
9782,durucan sevket,korre anna,durucan sevket korre anna,2,2168,722
9781,durucan sevket,shi ji-quan,durucan sevket shi ji-quan,2,2168,214
10563,xiaojiang li,mao sheng,xiaojiang li mao sheng,2,272,668
9780,durucan sevket,si guangyao,durucan sevket si guangyao,2,2168,2052
15186,lokajicek tomas,petruzalek matej,lokajicek tomas petruzalek matej,2,2610,1287
15184,petruzalek matej,lokajicek tomas,petruzalek matej lokajicek tomas,2,1287,2610
9619,zhenxiang zhang,zhonghou shen,zhenxiang zhang zhonghou shen,2,1499,869
11060,gao yanfang,lin botao,gao yanfang lin botao,2,2816,1445
9621,zhenxiang zhang,mao sheng,zhenxiang zhang mao sheng,2,1499,668
9622,zhenxiang zhang,xuan fu,zhenxiang zhang xuan fu,2,1499,3095
9623,xuan fu,qingling liu,xuan fu qingling liu,2,3095,1991
11047,jin yan,lin botao,jin yan lin botao,2,3290,1445
11048,jin yan,gao yanfang,jin yan gao yanfang,2,3290,2816
15128,chen guangqi,zhang yingbin,chen guangqi zhang yingbin,2,1296,283
11053,lin botao,jin yan,lin botao jin yan,2,1445,3290
11054,lin botao,gao yanfang,lin botao gao yanfang,2,1445,2816
9625,xuan fu,gensheng li,xuan fu gensheng li,2,3095,3245
9626,xuan fu,zhonghou shen,xuan fu zhonghou shen,2,3095,869
11059,gao yanfang,jin yan,gao yanfang jin yan,2,2816,3290
9628,xuan fu,mao sheng,xuan fu mao sheng,2,3095,668
9822,zhang y. d.,buscarnera g.,zhang y. d. buscarnera g.,2,146,2943
9629,xuan fu,zhenxiang zhang,xuan fu zhenxiang zhang,2,3095,1499
15141,morgan s. p.,einstein h. h.,morgan s. p. einstein h. h.,2,556,2181
15146,einstein h. h.,morgan s. p.,einstein h. h. morgan s. p.,2,2181,556
10187,d'ambra s.,griffiths c.,d'ambra s. griffiths c.,2,2644,71
10429,li gensheng,song xianzhi,li gensheng song xianzhi,2,2477,535
10646,hou b.,fan m.,hou b. fan m.,2,43,2595
10641,jin y.,fan m.,jin y. fan m.,2,252,2595
10442,song xianzhi,li gensheng,song xianzhi li gensheng,2,535,2477
10637,fan m.,hou b.,fan m. hou b.,2,2595,43
10636,fan m.,jin y.,fan m. jin y.,2,2595,252
9823,buscarnera g.,zhang y. d.,buscarnera g. zhang y. d.,2,2943,146
9580,qingling liu,xuan fu,qingling liu xuan fu,2,1991,3095
9579,qingling liu,zhenxiang zhang,qingling liu zhenxiang zhang,2,1991,1499
437,sepehrnoori kamy,sanaei alireza,sepehrnoori kamy sanaei alireza,2,2428,2817
10922,osinga s.,orlic b.,osinga s. orlic b.,2,1006,1421
10770,abdelwahab a. z.,woldeamanuel m.,abdelwahab a. z. woldeamanuel m.,2,80,2843
10771,woldeamanuel m.,tariq zeeshan,woldeamanuel m. tariq zeeshan,2,2843,298
18336,plevova eva,konecny pavel,plevova eva konecny pavel,2,515,2794
9483,shen xinpu,shen guoyang,shen xinpu shen guoyang,2,1887,2797
9482,shen guoyang,shen xinpu,shen guoyang shen xinpu,2,2797,1887
10774,woldeamanuel m.,abdulraheem a.,woldeamanuel m. abdulraheem a.,2,2843,2960
10775,woldeamanuel m.,abdelwahab a. z.,woldeamanuel m. abdelwahab a. z.,2,2843,80
18329,konecny pavel,plevova eva,konecny pavel plevova eva,2,2794,515
5772,noufal abdelwahab,obaid khalid,noufal abdelwahab obaid khalid,2,1558,2953
5773,obaid khalid,noufal abdelwahab,obaid khalid noufal abdelwahab,2,2953,1558
9959,song huan,han zengqiang,song huan han zengqiang,2,1845,635
9958,song huan,wang chuanying,song huan wang chuanying,2,1845,2078
9957,song huan,zou xianjian,song huan zou xianjian,2,1845,1153
9956,han zengqiang,song huan,han zengqiang song huan,2,635,1845
9955,han zengqiang,wang chuanying,han zengqiang wang chuanying,2,635,2078
9954,han zengqiang,zou xianjian,han zengqiang zou xianjian,2,635,1153
9953,wang chuanying,song huan,wang chuanying song huan,2,2078,1845
9952,wang chuanying,han zengqiang,wang chuanying han zengqiang,2,2078,635
9951,wang chuanying,zou xianjian,wang chuanying zou xianjian,2,2078,1153
18295,bai baojun,wei mingzhen,bai baojun wei mingzhen,2,360,3243
18294,bai baojun,alfarge dheiaa,bai baojun alfarge dheiaa,2,360,2617
18293,wei mingzhen,bai baojun,wei mingzhen bai baojun,2,3243,360
18292,wei mingzhen,alfarge dheiaa,wei mingzhen alfarge dheiaa,2,3243,2617
18291,alfarge dheiaa,bai baojun,alfarge dheiaa bai baojun,2,2617,360
18290,alfarge dheiaa,wei mingzhen,alfarge dheiaa wei mingzhen,2,2617,3243
10769,abdelwahab a. z.,abdulraheem a.,abdelwahab a. z. abdulraheem a.,2,80,2960
10768,abdelwahab a. z.,mahmoud m. a.,abdelwahab a. z. mahmoud m. a.,2,80,1539
10767,abdelwahab a. z.,elkatatny s. m.,abdelwahab a. z. elkatatny s. m.,2,80,2125
10745,jia yunzhong,wang chaoyi,jia yunzhong wang chaoyi,2,957,1854
10734,fang yi,elsworth derek,fang yi elsworth derek,2,2337,3064
10735,fang yi,wang chaoyi,fang yi wang chaoyi,2,2337,1854
10736,fang yi,jia yunzhong,fang yi jia yunzhong,2,2337,957
10737,elsworth derek,fang yi,elsworth derek fang yi,2,3064,2337
10738,elsworth derek,wang chaoyi,elsworth derek wang chaoyi,2,3064,1854
10739,elsworth derek,jia yunzhong,elsworth derek jia yunzhong,2,3064,957
10740,wang chaoyi,fang yi,wang chaoyi fang yi,2,1854,2337
10741,wang chaoyi,elsworth derek,wang chaoyi elsworth derek,2,1854,3064
10742,wang chaoyi,jia yunzhong,wang chaoyi jia yunzhong,2,1854,957
10743,jia yunzhong,fang yi,jia yunzhong fang yi,2,957,2337
10744,jia yunzhong,elsworth derek,jia yunzhong elsworth derek,2,957,3064
10746,tariq zeeshan,elkatatny s. m.,tariq zeeshan elkatatny s. m.,2,298,2125
10766,abdelwahab a. z.,tariq zeeshan,abdelwahab a. z. tariq zeeshan,2,80,298
10747,tariq zeeshan,mahmoud m. a.,tariq zeeshan mahmoud m. a.,2,298,1539
10748,tariq zeeshan,abdulraheem a.,tariq zeeshan abdulraheem a.,2,298,2960
10749,tariq zeeshan,abdelwahab a. z.,tariq zeeshan abdelwahab a. z.,2,298,80
10750,tariq zeeshan,woldeamanuel m.,tariq zeeshan woldeamanuel m.,2,298,2843
10751,elkatatny s. m.,tariq zeeshan,elkatatny s. m. tariq zeeshan,2,2125,298
10754,elkatatny s. m.,abdelwahab a. z.,elkatatny s. m. abdelwahab a. z.,2,2125,80
10756,mahmoud m. a.,tariq zeeshan,mahmoud m. a. tariq zeeshan,2,1539,298
10759,mahmoud m. a.,abdelwahab a. z.,mahmoud m. a. abdelwahab a. z.,2,1539,80
10761,abdulraheem a.,tariq zeeshan,abdulraheem a. tariq zeeshan,2,2960,298
10764,abdulraheem a.,abdelwahab a. z.,abdulraheem a. abdelwahab a. z.,2,2960,80
10765,abdulraheem a.,woldeamanuel m.,abdulraheem a. woldeamanuel m.,2,2960,2843
9950,zou xianjian,song huan,zou xianjian song huan,2,1153,1845
604,cai xiao,guo boyun,cai xiao guo boyun,2,2385,828
10697,fj<u+00e6>r e.,bauer a.,fj<u+00e6>r e. bauer a.,2,2370,1401
13780,jalali m. r.,krietsch h.,jalali m. r. krietsch h.,2,3028,2987
13801,doetsch j.,amann f.,doetsch j. amann f.,2,2291,1880
13800,doetsch j.,jalali m. r.,doetsch j. jalali m. r.,2,2291,3028
13799,doetsch j.,gischig v.,doetsch j. gischig v.,2,2291,1365
13798,doetsch j.,krietsch h.,doetsch j. krietsch h.,2,2291,2987
13790,amann f.,doetsch j.,amann f. doetsch j.,2,1880,2291
13788,amann f.,jalali m. r.,amann f. jalali m. r.,2,1880,3028
13787,amann f.,gischig v.,amann f. gischig v.,2,1880,1365
13786,amann f.,krietsch h.,amann f. krietsch h.,2,1880,2987
13784,jalali m. r.,doetsch j.,jalali m. r. doetsch j.,2,3028,2291
13782,jalali m. r.,amann f.,jalali m. r. amann f.,2,3028,1880
13781,jalali m. r.,gischig v.,jalali m. r. gischig v.,2,3028,1365
13778,gischig v.,doetsch j.,gischig v. doetsch j.,2,1365,2291
98,dicarlo david a.,liang tianbo,dicarlo david a. liang tianbo,2,650,2571
13776,gischig v.,amann f.,gischig v. amann f.,2,1365,1880
13775,gischig v.,jalali m. r.,gischig v. jalali m. r.,2,1365,3028
13774,gischig v.,krietsch h.,gischig v. krietsch h.,2,1365,2987
13772,krietsch h.,doetsch j.,krietsch h. doetsch j.,2,2987,2291
13770,krietsch h.,amann f.,krietsch h. amann f.,2,2987,1880
13769,krietsch h.,jalali m. r.,krietsch h. jalali m. r.,2,2987,3028
13768,krietsch h.,gischig v.,krietsch h. gischig v.,2,2987,1365
9572,jin w.,arson c.,jin w. arson c.,2,3077,1986
10918,orlic b.,osinga s.,orlic b. osinga s.,2,1421,1006
9573,arson c.,jin w.,arson c. jin w.,2,1986,3077
9576,qingling liu,zhonghou shen,qingling liu zhonghou shen,2,1991,869
10864,zoback m. d.,rassouli f. s.,zoback m. d. rassouli f. s.,2,1400,2405
9389,liu kouqi,li chunxiao,liu kouqi li chunxiao,2,736,3115
9949,zou xianjian,han zengqiang,zou xianjian han zengqiang,2,1153,635
10839,chester f. m.,arson c.,chester f. m. arson c.,2,1778,1986
9948,zou xianjian,wang chuanying,zou xianjian wang chuanying,2,1153,2078
600,guo boyun,cai xiao,guo boyun cai xiao,2,828,2385
10265,liu wei,deng jingen,liu wei deng jingen,2,1670,1868
10832,ding j.,chester f. m.,ding j. chester f. m.,2,527,1778
10833,ding j.,chester j. s.,ding j. chester j. s.,2,527,911
10835,ding j.,arson c.,ding j. arson c.,2,527,1986
9429,atashnezhad a.,akhtarmanesh s.,atashnezhad a. akhtarmanesh s.,2,2391,541
10836,chester f. m.,ding j.,chester f. m. ding j.,2,1778,527
9426,akhtarmanesh s.,atashnezhad a.,akhtarmanesh s. atashnezhad a.,2,541,2391
10837,chester f. m.,chester j. s.,chester f. m. chester j. s.,2,1778,911
10261,deng jingen,liu wei,deng jingen liu wei,2,1868,1670
10840,chester j. s.,ding j.,chester j. s. ding j.,2,911,527
10859,rassouli f. s.,zoback m. d.,rassouli f. s. zoback m. d.,2,2405,1400
10841,chester j. s.,chester f. m.,chester j. s. chester f. m.,2,911,1778
10693,bauer a.,fj<u+00e6>r e.,bauer a. fj<u+00e6>r e.,2,1401,2370
10843,chester j. s.,arson c.,chester j. s. arson c.,2,911,1986
10847,shen x.,arson c.,shen x. arson c.,2,253,1986
10848,arson c.,ding j.,arson c. ding j.,2,1986,527
10849,arson c.,chester f. m.,arson c. chester f. m.,2,1986,1778
10850,arson c.,chester j. s.,arson c. chester j. s.,2,1986,911
10851,arson c.,shen x.,arson c. shen x.,2,1986,253
9402,alexeyev alan,li chunxiao,alexeyev alan li chunxiao,2,711,3115
9398,li chunxiao,alexeyev alan,li chunxiao alexeyev alan,2,3115,711
9396,li chunxiao,liu kouqi,li chunxiao liu kouqi,2,3115,736
10561,xiaojiang li,gensheng li,xiaojiang li gensheng li,2,272,3245
9624,xuan fu,shouceng tian,xuan fu shouceng tian,2,3095,688
10560,xiaojiang li,shouceng tian,xiaojiang li shouceng tian,2,272,688
4936,pimenov a. a.,kanevskaya r. d.,pimenov a. a. kanevskaya r. d.,2,1752,2879
6751,temizel cenk,sari mufrettin murat,temizel cenk sari mufrettin murat,2,124,2326
6750,temizel cenk,agharzayeva zinyat,temizel cenk agharzayeva zinyat,2,124,2611
6749,temizel cenk,yegin yagmur,temizel cenk yegin yagmur,2,124,808
6748,temizel cenk,yegin cengiz,temizel cenk yegin cengiz,2,124,2082
6747,yegin cengiz,urakov askar,yegin cengiz urakov askar,2,2082,925
6746,yegin cengiz,jia bao,yegin cengiz jia bao,2,2082,1413
6745,yegin cengiz,sari mufrettin murat,yegin cengiz sari mufrettin murat,2,2082,2326
6744,yegin cengiz,agharzayeva zinyat,yegin cengiz agharzayeva zinyat,2,2082,2611
6743,yegin cengiz,yegin yagmur,yegin cengiz yegin yagmur,2,2082,808
6742,yegin cengiz,temizel cenk,yegin cengiz temizel cenk,2,2082,124
14029,sone h.,doe t. w.,sone h. doe t. w.,2,1432,643
13450,du h.,radonjic m.,du h. radonjic m.,2,2006,1764
13451,du h.,olabode a. o.,du h. olabode a. o.,2,2006,324
13452,radonjic m.,du h.,radonjic m. du h.,2,1764,2006
13453,radonjic m.,olabode a. o.,radonjic m. olabode a. o.,2,1764,324
6753,temizel cenk,urakov askar,temizel cenk urakov askar,2,124,925
6754,yegin yagmur,yegin cengiz,yegin yagmur yegin cengiz,2,808,2082
6755,yegin yagmur,temizel cenk,yegin yagmur temizel cenk,2,808,124
6764,agharzayeva zinyat,jia bao,agharzayeva zinyat jia bao,2,2611,1413
6770,sari mufrettin murat,jia bao,sari mufrettin murat jia bao,2,2326,1413
6769,sari mufrettin murat,agharzayeva zinyat,sari mufrettin murat agharzayeva zinyat,2,2326,2611
6768,sari mufrettin murat,yegin yagmur,sari mufrettin murat yegin yagmur,2,2326,808
6767,sari mufrettin murat,temizel cenk,sari mufrettin murat temizel cenk,2,2326,124
6766,sari mufrettin murat,yegin cengiz,sari mufrettin murat yegin cengiz,2,2326,2082
6765,agharzayeva zinyat,urakov askar,agharzayeva zinyat urakov askar,2,2611,925
6763,agharzayeva zinyat,sari mufrettin murat,agharzayeva zinyat sari mufrettin murat,2,2611,2326
6756,yegin yagmur,agharzayeva zinyat,yegin yagmur agharzayeva zinyat,2,808,2611
6762,agharzayeva zinyat,yegin yagmur,agharzayeva zinyat yegin yagmur,2,2611,808
6761,agharzayeva zinyat,temizel cenk,agharzayeva zinyat temizel cenk,2,2611,124
6760,agharzayeva zinyat,yegin cengiz,agharzayeva zinyat yegin cengiz,2,2611,2082
6759,yegin yagmur,urakov askar,yegin yagmur urakov askar,2,808,925
6758,yegin yagmur,jia bao,yegin yagmur jia bao,2,808,1413
6757,yegin yagmur,sari mufrettin murat,yegin yagmur sari mufrettin murat,2,808,2326
13454,olabode a. o.,du h.,olabode a. o. du h.,2,324,2006
4937,kanevskaya r. d.,pimenov a. a.,kanevskaya r. d. pimenov a. a.,2,2879,1752
15299,rossi d. f.,santos e. s. r.,rossi d. f. santos e. s. r.,2,3163,997
4940,karpov v. b.,parshin n. v.,karpov v. b. parshin n. v.,2,1392,883
4959,zheng y.,moiseenko a. a.,zheng y. moiseenko a. a.,2,2706,1660
4960,kornilov a. v.,karpov v. b.,kornilov a. v. karpov v. b.,2,1403,1392
4961,kornilov a. v.,parshin n. v.,kornilov a. v. parshin n. v.,2,1403,883
4962,kornilov a. v.,ryazanov a. a.,kornilov a. v. ryazanov a. a.,2,1403,1412
4963,kornilov a. v.,zheng y.,kornilov a. v. zheng y.,2,1403,2706
4964,kornilov a. v.,moiseenko a. a.,kornilov a. v. moiseenko a. a.,2,1403,1660
4965,moiseenko a. a.,karpov v. b.,moiseenko a. a. karpov v. b.,2,1660,1392
4966,moiseenko a. a.,parshin n. v.,moiseenko a. a. parshin n. v.,2,1660,883
4967,moiseenko a. a.,ryazanov a. a.,moiseenko a. a. ryazanov a. a.,2,1660,1412
4968,moiseenko a. a.,zheng y.,moiseenko a. a. zheng y.,2,1660,2706
4969,moiseenko a. a.,kornilov a. v.,moiseenko a. a. kornilov a. v.,2,1660,1403
13455,olabode a. o.,radonjic m.,olabode a. o. radonjic m.,2,324,1764
14027,sone h.,wang h. f.,sone h. wang h. f.,2,1432,2769
14039,doe t. w.,sone h.,doe t. w. sone h.,2,643,1432
14019,ghassemi a.,sesetty v.,ghassemi a. sesetty v.,2,2375,7
4958,zheng y.,kornilov a. v.,zheng y. kornilov a. v.,2,2706,1403
4957,zheng y.,ryazanov a. a.,zheng y. ryazanov a. a.,2,2706,1412
4956,zheng y.,parshin n. v.,zheng y. parshin n. v.,2,2706,883
4947,parshin n. v.,zheng y.,parshin n. v. zheng y.,2,883,2706
4941,karpov v. b.,ryazanov a. a.,karpov v. b. ryazanov a. a.,2,1392,1412
4942,karpov v. b.,zheng y.,karpov v. b. zheng y.,2,1392,2706
4943,karpov v. b.,kornilov a. v.,karpov v. b. kornilov a. v.,2,1392,1403
4944,karpov v. b.,moiseenko a. a.,karpov v. b. moiseenko a. a.,2,1392,1660
4945,parshin n. v.,karpov v. b.,parshin n. v. karpov v. b.,2,883,1392
10559,xiaojiang li,qingling liu,xiaojiang li qingling liu,2,272,1991
4948,parshin n. v.,kornilov a. v.,parshin n. v. kornilov a. v.,2,883,1403
4955,zheng y.,karpov v. b.,zheng y. karpov v. b.,2,2706,1392
4949,parshin n. v.,moiseenko a. a.,parshin n. v. moiseenko a. a.,2,883,1660
4950,ryazanov a. a.,karpov v. b.,ryazanov a. a. karpov v. b.,2,1412,1392
4951,ryazanov a. a.,parshin n. v.,ryazanov a. a. parshin n. v.,2,1412,883
4952,ryazanov a. a.,zheng y.,ryazanov a. a. zheng y.,2,1412,2706
4953,ryazanov a. a.,kornilov a. v.,ryazanov a. a. kornilov a. v.,2,1412,1403
4954,ryazanov a. a.,moiseenko a. a.,ryazanov a. a. moiseenko a. a.,2,1412,1660
6771,sari mufrettin murat,urakov askar,sari mufrettin murat urakov askar,2,2326,925
6772,jia bao,yegin cengiz,jia bao yegin cengiz,2,1413,2082
6774,jia bao,yegin yagmur,jia bao yegin yagmur,2,1413,808
6775,jia bao,agharzayeva zinyat,jia bao agharzayeva zinyat,2,1413,2611
4820,ibragimov ildar,aliev mekhrali,ibragimov ildar aliev mekhrali,2,2726,1047
4821,ibragimov ildar,baiburova minsariya,ibragimov ildar baiburova minsariya,2,2726,1946
4822,ibragimov ildar,ismagilova zulfiya,ibragimov ildar ismagilova zulfiya,2,2726,531
4823,ibragimov ildar,lutfullin azat,ibragimov ildar lutfullin azat,2,2726,2977
4824,ismagilova zulfiya,aliev mekhrali,ismagilova zulfiya aliev mekhrali,2,531,1047
