level	coherence_score	contrast_score	documents_count	kernel_size	nan_topic_count	overload_score	purity_score	sparsity_phi_score	sparsity_theta_score
64		0.7736123204231262	1000	"0.0 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"	0	0	0.13608203828334808	0.9249510169029236	0.0
