level	coherence_score	contrast_score	documents_count	kernel_size	nan_topic_count	overload_score	purity_score	sparsity_phi_score	sparsity_theta_score
64		0.7703997492790222	1000	"0.0 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"	0	0	0.19771040976047516	0.9281113743782043	3.125000148429535e-05
