	name	degree
1564	zinovyev aleksey	16
2097	oglesby j.	16
1461	roy a.	16
330	attia b.	16
2311	jia y.	16
2320	jin congsheng	16
119	liem sarah	16
923	stephenson b. j.	16
2293	al-ramadhani asila	16
1506	zhenxiang zhang	16
1503	bruseth e.	16
2896	salas-porras r.	16
1501	devegowda deepak	16
25	dai f.	16
2911	nieto michael	16
1491	yu baohua	16
945	lushev mikhail	16
2926	huckabee p. t.	16
1407	churakov artem	16
374	ateeq b.	16
2288	grillo john	16
1398	serdyuk andrey	16
1251	romanovskiy rostislav	16
3017	srivastava r. m.	16
1076	mao d.	16
2241	lee roger	16
3029	ben clennell m.	16
1199	sypchenko stella	16
2513	charsky alyssa	16
2544	fava l.	16
1190	cassel lauren	16
3039	dudley j. w.	16
3074	xuan fu	16
309	tryasin evgeny	16
2200	junkin w.	16
64	chen wenyi	16
1111	lu yunhu	16
1124	al hammadi h.	16
1123	poludasu s.	16
2160	ishteiwy o. a.	16
1055	zheng l.	16
1267	ren guoqing	16
1345	bukharov dinar	16
2140	falcao flavia	16
42	rittenhouse sarah	16
2572	thomas m. a.	16
2996	lati shrutesh	16
2266	li yamin	16
2498	guo xiaoliang	16
538	ranjith p. g.	16
3095	li chunxiao	16
85	majidi reza	16
3089	pritchard jess	16
543	akhtarmanesh s.	16
1316	jain v.	16
2563	vargas-silva s.	16
2150	arias henry	16
3001	yudin alexey	16
1040	li l.	16
1350	baum valentina	16
596	hamdi p.	16
141	wang x.	16
2867	yasuhara h.	16
2699	masoud rashad	16
2375	korelskiy evgeny	16
171	raimon john	16
1817	al shueili a.	16
1809	garza jarred	16
1780	faizullin ildar	16
2033	cai m.	16
793	munier r.	16
798	cdn kiewiet melissa	16
824	sykes e.	16
2807	wu b.	16
2812	al sinawi younis	16
2826	woldeamanuel m.	16
1724	kreknin sergey	16
679	el gohary m.	16
2631	fritz joanna	16
1713	al ammari k.	16
2628	smaoui r.	16
2027	esteban lionel	16
2422	liu hailong	16
178	mohanty ajay	16
1845	cao wenke	16
731	mohamed i. m.	16
195	dwi kurniadi s.	16
1940	bois a.	16
701	sondergeld carl	16
382	giwelli ausama	16
741	ahmed i.	16
1899	alshaqsi khalfan	16
2634	rai chandra	16
770	hughston-kennedy kate	16
1881	price graham	16
693	scholten s. o.	16
3267	xu n. w.	16
1876	algharibi bader	16
182	de joussineau g.	16
3256	wang y.	16
2698	nance seay	16
1846	chen yingqiao	16
1702	oza s.	16
423	grachev oleg	16
2079	almaktoumi fahad	16
3213	kurniadi s. d.	16
2863	chebykin nikolay	16
1680	zhang yayun	16
1677	maximov danil	16
868	zhonghou shen	16
1669	umholtz n.	16
1622	janeczek d.	16
1685	bastola s.	16
837	sitinjak eri sarmantua	16
2856	alsabari hilal	16
859	mooney tom	16
1641	gromovenko alexander	16
466	strakhov sergey	16
1664	lemiale vincent	16
2861	ishteiwy o.	16
1690	richert volker	16
2065	pavlov valeriy	16
890	hudyma n.	16
3228	turk g.	16
2622	al-shueili a.	16
1082	williams wade	14
1077	hu zhengkai	14
1079	yi peng	14
921	harris t.	14
776	dong jingnan	14
2231	su yuliang	14
2205	benygzer mhammed	14
917	kirane kedar	14
978	shen zejun	14
3183	fantin manuel	14
768	chen zhiming	14
2389	ge hongkui	14
2338	moreno raul	14
2401	benmamar salim	14
734	zhongwei huang	14
899	muqtadir arqam	14
1093	wahedi khalid ahmed al	14
3073	bo song	14
870	wang yongming	14
2210	cerkovnik m.	14
1110	al-ajmi abdullah m.	14
733	nygaard kris	14
878	cunningham a.	14
2533	usoltsev dmitriy	14
2402	giriansyah bayu	14
1045	alshanqaiti elham	14
1072	zhang jingke	14
3105	zhao lianzheng	14
3134	wang xudong	14
2471	ismail w rokiah	14
3147	fu haifeng	14
2443	torrez gerardo	14
3238	akkutlu i. yucel	14
3150	guo qinglin	14
809	mehrgini b.	14
2480	liang tiancheng	14
955	basu pramit	14
802	jiaqi li	14
2486	vidal-gilbert sandrine	14
2496	zhao bo	14
3112	badsar a.	14
2290	wang wendong	14
947	crousse luisa	14
1068	jaeck c.	14
1014	boylan n. p.	14
787	jackson r.	14
2439	yun xu	14
2342	sitorus rio	14
2431	zhang wenping	14
2291	doetsch j.	14
1027	morales fidel	14
2256	zhang kunheng	14
2253	zhou zhiwei	14
3088	sheng guanglong	14
1035	carey j. w.	14
851	liu yunzhi	14
971	sancio r.	14
1066	rodionov yuri	14
914	hao y.	14
1346	perera m. s. a.	14
1115	ghavidel a.	14
1627	sukapradja aldyth	14
2846	mayo j. t.	14
1693	daily r.	14
1689	gundemoni b.	14
1687	kazemi hossein	14
1681	spangler l.	14
2858	li h.	14
2078	crespo pablo a.	14
1655	fokin i.	14
1649	taylor b.	14
2082	xu jianfei	14
1635	adam cepi	14
1619	xu peng	14
1510	jones d.	14
1618	chen wenwu	14
1603	han yifu	14
2880	fu p.	14
2893	areekat m.	14
2895	hassanzade m.	14
1548	rusina o.	14
2615	bin xie	14
2901	herdianto roni	14
2394	qian jie	14
1526	sherbeny wael el	14
1524	xue jianjun	14
2836	zhou rui	14
2834	khodja mohammed r.	14
2044	guo zhaoquan	14
1738	yang p.	14
1951	wang yanwu	14
2653	li xiaojiang	14
2666	garzon jorge	14
1913	eshraghi h.	14
1977	aubeny c. p.	14
1978	fawaz wasim	14
1892	fick d.	14
1979	tikhotsky s.	14
2685	tong zheng	14
1998	wang bin	14
1880	an jie	14
2017	li ming	14
2023	beser d.	14
2691	bartling w.	14
1840	dingwei weng	14
2710	varela raul	14
1810	pandya mehul	14
2724	yan yuzhong	14
2735	nair asok	14
1761	guo zhiqian	14
2800	gao yanfang	14
1746	searles kevin	14
1742	mullen kevin	14
1520	su kai	14
1508	weng dingwei	14
1119	sharma p. p.	14
3027	agawani waleed	14
2559	bayuk i.	14
1286	chakrabarti prajit	14
2554	xu lili	14
1269	ingram wesley	14
1265	karazincir oya	14
2155	ashari untung	14
1252	wang haizhu	14
3013	jalali m. r.	14
3014	wu ruiting	14
3025	wang jianye	14
2161	hynes laura	14
2163	tan xiqun	14
2914	verma sumit	14
1213	ali abdul wahab zaki	14
2171	zulkifli shahrul anwar	14
2549	tan yunhui	14
3035	sayed mohamed i	14
1187	kong lingyun	14
3042	shinde ashok	14
3045	reijenstein hernan	14
3046	cocagne michael jason	14
1135	pan rui	14
3048	makarova a.	14
1126	phillips aj.	14
1303	xu guowei	14
1309	arrington sean	14
1315	li lingdong	14
1336	sanz pablo	14
2919	singh rudrap pratap narayan	14
2920	roh cheol hwan	14
2925	zehao lyu	14
2942	abdelhamid atef	14
2944	li yan	14
1450	lin botao	14
1442	watson j.	14
2110	shahri mojtaba p.	14
2965	sinha bikash	14
1420	pain c. c.	14
2971	krietsch h.	14
2575	hou xiaodong	14
2139	al-rushoud abdulaziz	14
1392	toland m.	14
2975	manchanda ripudaman	14
1369	gischig v.	14
1368	zhang g. q.	14
2146	gakhar kush	14
1349	mitra a.	14
1347	nemcik jan	14
2147	latham j-p.	14
1950	sun he	14
2571	sheikhmali r.	14
1535	pei qiangqiang	14
1643	haizhu wang	14
587	el-sherif mohammed	14
22	defeu cyrille	14
657	bo huang	14
536	hui nicholas foo kwang	14
688	yang shanlong	14
166	dai xianwei	14
93	al-haj hussain ali	14
575	hendrix chris	14
401	toki takahiro	14
639	clark jesse	14
53	wu hegao	14
187	rogers s.	14
364	xiu nailing	14
184	nelson d.	14
471	noguera ivan lanusse	14
12	zhang shikun	14
388	zhang yanming	14
547	sivil evan	14
50	geng meng	14
385	bonelli andres	14
274	yao xingang	14
380	carney b. j.	14
276	rijken peggy	14
642	zhenguo he	14
174	krasnova m.	14
115	musa m nizar	14
47	wei ran	14
614	wang zhen	14
230	van bergen p.	14
615	wang w.	14
223	anurag atul kumar	14
464	bevaart m.	14
225	cheng zhen	14
322	hussaini syed rizwanullah	14
424	memarian h.	14
345	beloborodov d.	14
522	ruzhnikov alexey	14
504	hodzic m.	14
432	guobin jiang	14
70	biediger erika	14
436	hill a. j.	14
685	saragih baginda	14
429	barth p.	14
3024	eddy a.	12
1453	da costa de menezes sady junior martins	12
1525	yuldasheva a. r.	12
3018	anderson david	12
3021	judd tobias	12
510	boschi marcelo	12
496	he manchao	12
1454	wang gaosheng	12
1455	overland alf m.	12
76	griffiths c.	12
63	cao l.	12
1514	zhang guoqiang	12
506	hilgedick s. a.	12
1481	zhou lixia	12
1482	yang guanyu	12
1504	chen m.	12
3033	mantica s.	12
1660	lopez r. g.	12
1576	angeles magdiel	12
1542	price j. a.	12
2962	xu zhixiong	12
463	abousleiman younane n.	12
1644	zhou jianliang	12
98	serebrinsky s. a.	12
1661	ying liu	12
452	aziz naj	12
1673	elkholy mohamed	12
1684	liu cheng	12
84	abdelwahab a. z.	12
447	wang shanshan	12
444	li songlin	12
443	sanchez m.	12
1691	nader fadi	12
1701	zhang s.	12
1705	nelson b.	12
1626	nakashima s.	12
1625	yuan junliang	12
1621	dang son	12
2985	kwok chun ka	12
2986	al arfi saif	12
1604	de lima cleverson alves	12
1601	jones b. d.	12
1600	abdulkareem harbi s.	12
2990	reshetova galina	12
1589	lisitsa vadim	12
91	malicse a. e.	12
1439	wang kelin	12
2998	howard cameron b.	12
1569	douillet-grellier t.	12
3000	jose rohann	12
3003	foreman c.	12
3007	payette g. s.	12
511	tan zhongjian	12
60	buenrostro adrian	12
1437	shammari nayef	12
3146	kadkhodaei n.	12
592	shada ismatul hani	12
1137	ashok p.	12
1141	he yong	12
1142	dong haoran	12
1152	maximov d.	12
585	korelskiy e.	12
1179	khalifa mohamed	12
1120	lancellotta r.	12
1181	inoue n.	12
1204	brown s.	12
3129	takach nicholas e.	12
1207	flori ralph e.	12
1211	rho s.	12
1218	clemens torsten	12
1121	thompson john m.	12
1113	anderson mark	12
3054	berninghaus a.	12
1064	al-muntasheri ghaithan a.	12
3177	qinwen wei	12
1031	wang kongjie	12
26	evans k. f.	12
1044	prange michael	12
3174	anyadike emeka	12
1057	hu xiaodong	12
616	morad sadoon	12
1107	flori r. e.	12
32	abdollahi a.	12
1088	alferez carlos h	12
1092	rice craig	12
3162	mattson e.	12
1100	ukaonu cyril	12
600	sanderson d.	12
1221	chakravarty aditya	12
568	li x.	12
1226	muradov khafiz	12
1391	naidu r.	12
3084	xue han	12
1364	mohammed rehan ali	12
3078	schutjens p.	12
1373	wang h.	12
57	gurevich boris	12
1710	cherian b. v.	12
3068	ambrus a.	12
3124	elsworth d.	12
1406	holman robert	12
3060	bhoumick pritesh	12
3059	harris a.	12
1417	noaman yousef m.	12
519	plevova eva	12
1423	nguyen s. k.	12
1323	viegas gisela	12
1322	braga a. m. b.	12
1320	mclennan john	12
1288	parker s. scott	12
3102	williams j. r.	12
1283	haddad elia	12
1280	joyce j.	12
554	suarez-rivera r.	12
3109	asalkhuzina g. f.	12
1270	cao jili paul	12
1259	bouchet francois	12
3119	awad huda	12
1245	musso g.	12
1244	hull katherine l.	12
3121	miska stefan z.	12
1235	gemelli f.	12
1232	odubanjo teleola	12
435	taneja shantanu	12
1755	zolfaghari n.	12
1712	thetford t. s.	12
2379	efremov a. n.	12
2356	ulovich ivan	12
2359	alvarez j. p.	12
2362	vorobiev o. y.	12
2367	morad daniel	12
2700	yuan qingwang	12
2378	lu jing	12
179	yu mengjiao	12
2331	yancang lv	12
2383	atashnezhad a.	12
2387	almohammedawi maitham m.	12
269	kong r.	12
2393	driweesh saad	12
2686	kostina a.	12
2417	salehabadi m.	12
2339	zhou z.	12
2326	sari mufrettin murat	12
188	chuande zhou	12
294	izadi ghazal	12
2763	ramos d.	12
302	li qingshan	12
300	tariq zeeshan	12
2752	albaiz a.	12
2749	darmaki fatima al	12
2746	prioul romain	12
2267	al-hameedi abo taleb t.	12
2319	sondergeld c.	12
2743	kharchenko a.	12
2278	khatibi seyedalireza	12
2279	olaoye o.	12
2738	davletbaev a. ya.	12
2732	pain c.	12
2308	wilkinson d.	12
258	hryb d. e.	12
2438	lin ying	12
2182	bubach bailey	12
2624	zhang jianguo	12
2546	yin h. w.	12
208	hogg h.	12
2558	jun hou	12
2560	liang tianbo	12
2567	davison j. m.	12
2626	strakhov s.	12
2579	yusof m syahmi m	12
2637	mossop k.	12
2594	zhao chun duan	12
2600	agharzayeva zinyat	12
2601	fontoura s. a. b.	12
217	phillips a. j.	12
215	lyu zehao	12
2613	rafieepour saeed	12
2545	khachkova tatyana	12
233	khazali-rosli khairul amir	12
255	shen x.	12
242	xing p.	12
2445	ozbayoglu evren	12
2448	schwartz kenneth m.	12
247	ishkin d. z.	12
2487	zhao j.	12
2493	zhang xiang	12
2495	fan meng	12
2501	williams w. c.	12
235	righetto g. l.	12
2502	beisl c.	12
2506	urbancic ted	12
2508	li xuwei	12
2510	palanivel maharaja	12
236	liu huifeng	12
2515	liancheng ren	12
2204	mavaddat m.	12
2169	lv yanjun	12
1715	fekry mohamed	12
1877	eyitayo stella i.	12
413	carvalho l. g.	12
2905	arathoon mark	12
122	white adrian	12
1856	martin lucas	12
1869	lu zhaohui	12
399	bailey j. r.	12
1885	liu y.	12
1814	narasimhan s.	12
391	kienberger gerhard	12
390	lavorante l. p.	12
1896	cruz leonardo	12
1901	mavaddat y.	12
134	khaksar a.	12
1925	noynaert s.	12
1815	latham j.-p.	12
2921	pramanik r.	12
1943	souza a. l. s.	12
1026	reis a. f. c.	12
433	terziev ivaylo	12
2947	souza b. g. jr	12
1735	herron michael m.	12
1739	spivey b. j.	12
425	kesserwan hasan	12
1748	gasparrini marta	12
1757	alkinani husam h.	12
1791	pan k.	12
2938	persaud mira	12
2932	gokaraju d.	12
419	louis l.	12
2927	masson l.	12
111	celleri h. m.	12
1789	ronald a.	12
1935	moriss m.	12
144	armentrout l.	12
2779	konecny pavel	12
2135	brignoli m.	12
346	zinovyev a.	12
158	lei guowen	12
342	assis lais emily	12
2806	arteaga edgar v.	12
2802	callais ryckman	12
2132	zheng rui	12
329	behounek m.	12
2077	nestyagin andrey	12
2142	hai qu	12
160	troyer e.	12
2154	samohvalov a.	12
2159	tariq z.	12
2162	ovuru mathilda i.	12
316	bliss a.	12
2081	yegin cengiz	12
2071	winograd e. a.	12
1952	hunt c. h. e.	12
1990	calvo m.	12
1953	rasekh haleh	12
1955	martines marco	12
1957	bazaikin yaroslav	12
2852	chowdhury ashabikash roy	12
367	lima c.	12
2848	richard rex	12
1994	lawal kazeem a.	12
2049	chintapalli a.	12
2007	suri ajay	12
2839	gonzalez daniel	12
2014	goo jia jun	12
2028	hilgedick steven a.	12
354	roehl d.	12
2829	hamid osman	12
624	gui feng	12
2614	kolyukhin dmitriy	12
805	yegin yagmur	12
722	fokker p. a.	12
934	prasertamporn praisont	12
861	mohamed omar	12
932	ballmer j.	12
683	smith lance	12
3264	hoq a.	12
650	seabra g. s.	12
719	davies david	12
926	urakov askar	12
3274	cai hua	12
818	feng yongcun	12
680	pang huiwen	12
749	khaleghparast saman	12
651	dicarlo david a.	12
750	rodrigue wayne	12
3245	fedorov a. i.	12
1001	wang k.	12
654	abell b.	12
876	johansen d.	12
757	li h. r.	12
638	baig adam	12
937	zimmerman r. w.	12
3182	valley b.	12
678	ge x. b.	12
736	a'rabi m.	12
3194	torgashov evgeniy v.	12
3196	shi yu	12
3239	kolb-lugo j.	12
974	liu shujie	12
790	paluszny a.	12
640	roshan h.	12
14	ezzatty nurul nadia	12
949	hellevang helge	12
981	hosemann peter	12
3197	matemilola saka	12
984	mostafa hassan	12
943	volonte g.	12
829	craddock paul	12
853	hunter c.	12
794	baruah c.	12
942	behbahani s. m. haeri	12
855	sergeychev a. v.	12
940	liu j.	12
758	cheng shiqing	12
3223	mirza ali	12
1013	loan maryellen l.	12
681	xie qingming	12
896	yang x.	12
895	safipour m. j.	12
900	smithells s.	12
1613	moore bruce	10
2236	tan lijian	10
1811	zhang t.	10
2325	kear j.	10
3258	said abdulkadir	10
1371	zhong bing	10
529	ding j.	10
531	mohammed soliman	10
948	lindsay garrett	10
190	rezaei ali	10
1366	bottrill andy	10
1381	baohua yu	10
2709	huang z. q.	10
2341	chang chung	10
1362	zhang h.	10
1361	bansal prashant	10
1360	chuprakov d.	10
2230	gao y.	10
412	torres marcos	10
2226	al-wahedi k.	10
1830	dong j. y.	10
1379	zou chenwei	10
1388	meredith philip	10
2239	wang t.	10
939	stafford t. w.	10
2321	nygaard r.	10
189	lynch cynthia	10
1413	ryazanov a. a.	10
1778	chester f. m.	10
1779	larsen i.	10
2254	gu chen	10
2979	onu h.	10
2987	dobrokhleb p.	10
1405	kornilov a. v.	10
1401	xu tao	10
2675	wang suojin	10
113	yang yunfei	10
2982	baek seunghwan	10
2244	zhu c.	10
1396	karpov v. b.	10
1610	li j. y.	10
2243	lindgard j. e.	10
3260	tao lei	10
2673	bolton c.	10
944	rodriguez-herrera adrian	10
3070	chang z.	10
695	katsuki daisuke	10
1671	van den bogert p. a. j.	10
535	alabbad abrar	10
738	shah razza	10
305	jiang shu	10
786	maley iain	10
2203	germay c.	10
1302	chen guangqi	10
2202	hassan mohammad omran	10
2	rehman syed	10
2655	malagon c.	10
307	xu jin	10
132	wei liu	10
2492	dontsov e.	10
2199	wang haiying	10
2484	ali a. z.	10
1623	liu k.	10
2193	da y. p.	10
1284	shuang ai	10
3104	sondergeld carl h.	10
1879	krueger ernie	10
1882	rezaee ali	10
962	yucai wang	10
1276	abdel-basset m.	10
700	huang jian	10
1886	al-mosailkh s.	10
1859	sinha saurabh	10
2330	berry t. w.	10
646	wang jinfang	10
54	emmanuel a. k.	10
2465	henderson steven	10
740	yin guoqing	10
1344	mosqueda francisco	10
1343	chalaturnyk r. j.	10
2904	ramm m.	10
541	su kun	10
1834	liang sun	10
1836	al-enizi b.	10
2328	zhu hai-yan	10
2472	quinlan k.	10
1331	lien m.	10
1312	popov petar	10
3090	zhao chunduan	10
1327	krepostnov d.	10
1326	vatshelle m.	10
