	name	degree
61	martynov d.	20
567	abdrakhimov a.	20
2044	silva l. m.	20
1665	bunger a. p.	20
721	maul a.	20
2252	yamamoto t.	20
3146	zhang n.	20
2284	fonseca j. s.	20
21	wang t. t.	20
718	wang lei	20
2272	dusseault m. b.	20
2265	leontev i.	20
783	wilson collin	20
776	carr timothy	20
3172	meneguim t.	20
3185	vishnivetskiy a.	20
3100	chen t.	20
1863	ali humair	20
1858	toribio t.	20
3097	benson andy	20
374	chen j.	20
922	yang xiao	20
1534	suwaidi salama jumaa al	20
1654	marzooqi hassan al	20
932	barros p. m.	20
608	onaisi a.	20
1441	martini a. f.	20
2983	casson neil	20
1446	ma h. l.	20
1941	shi xian	20
1137	naumov y.	20
2660	subbiah surej kumar	20
2691	frolov a.	20
2917	soliman mohamed	20
2897	khaksar abbas	20
2894	gobatto f.	20
1089	fei zhao	20
1852	zaki karim	20
2514	bezikov a.	20
225	mello ashish d’	20
1197	flori ralph e.	20
272	xiaojiang li	20
1754	dasgupta suvodip	20
2388	povstyanova magdalena	20
1178	naymushin a.	20
435	gonzalez m.	20
906	korovaychuk y.	20
2103	baig muhammad zeeshan	20
1550	queiroz l. e.	20
3051	kiselev v.	20
3075	nie yuanxun	20
1702	imtiaz saad	18
1901	cheramie jami	18
394	obeysekara a.	18
1421	orlic b.	18
1893	cruz leonardo	18
1978	kang jeonggil	18
1884	chebyshev i. s.	18
1656	nam y. j.	18
1910	lemanczyk r.	18
1723	gu xiao	18
2098	dubinya n.	18
1874	kalinin o. yu.	18
1835	wang lipeng	18
1919	zhang x.	18
2090	pavlidis d.	18
1423	masoumi h.	18
2084	mcdonald a.	18
390	navas luis eduardo	18
356	nugraha khadafi a.	18
506	de vries robin	18
1401	bauer a.	18
1584	jung hyunyoung	18
454	chunliang gao	18
1725	qi yue	18
1428	wang weikan	18
1714	stephansson o.	18
1774	evans b.	18
1434	mahamat habib abdelkerim doutoum	18
451	johnstone k.	18
1986	arson c.	18
3299	street nick	18
1083	dunn shaun	18
1022	rubyanto d.	18
1025	shan feng	18
3131	martemyanov a. n.	18
170	el hassan azza	18
2790	sidelnik a. v.	18
2120	fischer eric	18
174	yu mengjiao	18
1084	yubao shi	18
3142	bonin aurelie	18
2703	lukin s. v.	18
2702	kapoor saurabh	18
781	xu jianhua	18
1111	mulders f.	18
2698	min k.-b.	18
194	liu yuan	18
3190	xiang j.	18
2693	kumar sandeep	18
204	jun zeng	18
2662	al katheeri yousif saleh	18
3192	li wei	18
156	hao geng	18
1011	mighani saied	18
211	wu yu-shu	18
2881	gosavi shekhar v.	18
86	ramdeen rayaz evans	18
912	jung s. g.	18
859	mawira a.	18
927	zhao meng	18
95	elmo d.	18
3023	jeffrey r. g.	18
105	park s.	18
2989	ryerson f. j.	18
107	liu xiaoli	18
3083	al-ali abdulla ali	18
3096	jeong jaehoon	18
2960	abdulraheem a.	18
836	hejazi hossein	18
117	dunn-norman shari	18
981	hatchell paul	18
834	lopez jorge	18
989	abdelrahman alyazia	18
990	zhang chen	18
1001	niu li	18
2653	kim k. y.	18
208	bazyrov i. sh.	18
2647	jain bipin	18
2212	wang chen	18
1203	ovcharenko yu. v.	18
2363	zhigulskiy s. v.	18
1223	lei q.	18
2336	yang baibing	18
292	izadi ghazal	18
3239	dhafra al	18
1244	cousson heather	18
765	seales sheldon	18
1270	zimmermann g.	18
3256	parsons adrian	18
1190	wang changhao	18
1309	pallapothu surya	18
2190	zang a.	18
557	he ruijian	18
11	spencer s.	18
1346	tengze ge	18
1366	de perriere matthieu deville	18
544	zhuang l.	18
1391	castillo e.	18
3264	bermudez romulo francisco	18
2644	d'ambra s.	18
2402	xiaojie yu	18
2551	sorrentino y.	18
1158	alchibaev d. v.	18
613	shebl hesham t.	18
2633	simiao sheng	18
1141	perumalla satya	18
2620	ming li	18
2599	li deqing	18
610	holt r. m.	18
2566	xu lili	18
3233	abbott william e.	18
2521	glazyrina a. ye.	18
3048	prioul r.	18
3203	chuanqing liu	18
2472	jin hui	18
2453	ozbayoglu evren	18
2450	gee vicki	18
1182	salinas p.	18
1188	yoon j. s.	18
1561	zinovyev aleksey	16
839	sitinjak eri sarmantua	16
1626	janeczek d.	16
1610	panicker santosh	16
780	mahadeshwar sachin	16
794	munier r.	16
800	cdn kiewiet melissa	16
893	hudyma n.	16
869	zhonghou shen	16
827	sykes e.	16
1394	serdyuk andrey	16
905	espinoza d. n.	16
1118	al hammadi h.	16
541	akhtarmanesh s.	16
1337	bukharov dinar	16
1405	churakov artem	16
536	ranjith p. g.	16
1256	ren guoqing	16
1242	romanovskiy rostislav	16
1189	sypchenko stella	16
597	hamdi p.	16
1162	salehi s.	16
1144	fermaniuk b.	16
1457	roy a.	16
1105	lu yunhu	16
679	el gohary m.	16
1093	rahim syed abdul	16
1049	zheng l.	16
1032	li l.	16
1027	carey j. w.	16
1486	yu baohua	16
986	noufal a.	16
950	sharma sunil	16
1496	bruseth e.	16
946	lushev mikhail	16
937	ghalambor a.	16
1499	zhenxiang zhang	16
1648	gromovenko alexander	16
2024	esteban lionel	16
733	mohamed i. m.	16
3032	srivastava r. m.	16
2288	grillo john	16
308	tryasin evgeny	16
126	wassing b. b. t.	16
2242	lee roger	16
2940	raman chakrapani venkat	16
2220	sutton c.	16
2197	junkin w.	16
2981	han ke	16
3011	lati shrutesh	16
3016	yudin alexey	16
2157	ishteiwy o. a.	16
2147	arias henry	16
2293	al-ramadhani asila	16
334	du xuan	16
2138	falcao flavia	16
3041	velavaraj nirmaladevi k	16
2124	lin b.	16
2100	oglesby j.	16
3043	ben clennell m.	16
2080	almaktoumi fahad	16
2072	sauve a.	16
2068	pavlov valeriy	16
3054	dudley j. w.	16
3059	marinescu pavel	16
2927	nieto michael	16
2311	jia y.	16
372	ateeq b.	16
165	raimon john	16
2713	masoud rashad	16
192	dwi kurniadi s.	16
196	roostaei m.	16
178	de joussineau g.	16
173	mohanty ajay	16
2634	al-shueili a.	16
2595	fan m.	16
2825	wu b.	16
2555	fava l.	16
2523	charsky alyssa	16
2509	guo xiaoliang	16
2830	al sinawi younis	16
2320	jin congsheng	16
2843	woldeamanuel m.	16
2465	piane claudio delle	16
2873	alsabari hilal	16
2429	liu hailong	16
2880	ishteiwy o.	16
2882	chebykin nikolay	16
2886	yasuhara h.	16
2908	tan qiang	16
138	wang x.	16
2378	korelskiy evgeny	16
2350	kotb o.	16
2031	cai m.	16
2711	nance seay	16
1851	mahmoudi m.	16
1842	cao wenke	16
22	dai f.	16
1872	algharibi bader	16
1693	richert volker	16
1726	kreknin sergey	16
1843	chen yingqiao	16
1679	maximov danil	16
1719	al ammari k.	16
3244	turk g.	16
3115	li chunxiao	16
1805	garza jarred	16
1775	alimuddin sultan	16
1682	zhang yayun	16
420	grachev oleg	16
1812	al shueili a.	16
1667	lemiale vincent	16
1878	price graham	16
3269	wang y.	16
57	chen wenyi	16
1896	alshaqsi khalfan	16
1687	bastola s.	16
1940	bois a.	16
3230	kurniadi s. d.	16
1780	faizullin ildar	16
3095	xuan fu	16
3281	xu n. w.	16
380	giwelli ausama	16
39	kumar yogesh	16
1765	fattahpour v.	16
464	strakhov sergey	16
3079	nouri a.	16
3241	ashena r.	16
775	dong jingnan	14
854	liu yunzhi	14
2875	xu ye	14
2877	li h.	14
3204	downing will	14
3195	kneafsey timothy j.	14
2899	fu p.	14
3170	guo qinglin	14
3166	fu haifeng	14
2854	zhou rui	14
2816	gao yanfang	14
2852	khodja mohammed r.	14
3229	baig a. m.	14
1038	alshanqaiti elham	14
2911	areekat m.	14
1067	zhang jingke	14
1071	hu zhengkai	14
1073	yi peng	14
1075	williams wade	14
739	zhongwei huang	14
2749	nair asok	14
1085	wahedi khalid ahmed al	14
2737	yan yuzhong	14
735	nygaard kris	14
1090	velez edgar	14
3153	wang xudong	14
2930	verma sumit	14
2913	hassanzade m.	14
788	jackson r.	14
3028	jalali m. r.	14
3029	wu ruiting	14
921	harris t.	14
916	kirane kedar	14
914	hao y.	14
1103	cha minsu	14
3040	agawani waleed	14
828	guo boyun	14
902	muqtadir arqam	14
3110	sheng guanglong	14
3103	nor m abshar m	14
3050	sayed mohamed i	14
3093	bo song	14
880	cunningham a.	14
871	wang yongming	14
3060	shinde ashok	14
3063	cocagne michael jason	14
2987	krietsch h.	14
2982	sinha bikash	14
822	feng yongcun	14
2935	roh cheol hwan	14
3139	paw f.	14
2915	foster randy	14
2918	herdianto roni	14
3133	badsar a.	14
805	jiaqi li	14
3065	makarova a.	14
2934	singh rudrap pratap narayan	14
978	shen zejun	14
2959	li yan	14
812	mehrgini b.	14
963	yao bowen	14
820	kortunov pavel	14
3125	zhao lianzheng	14
955	basu pramit	14
2941	zehao lyu	14
2956	abdelhamid atef	14
3038	wang jianye	14
1655	taylor b.	14
2704	bartling w.	14
2022	beser d.	14
1889	fick d.	14
1911	eshraghi h.	14
1950	wang yanwu	14
1953	syrapushchynski sasha	14
1445	lin botao	14
1436	watson j.	14
1975	fawaz wasim	14
1976	tikhotsky s.	14
1994	wang bin	14
2015	li ming	14
732	alqahtani naif b.	14
1837	dingwei weng	14
1417	pain c. c.	14
2032	bradbury andy	14
2043	guo zhaoquan	14
2083	xu jianfei	14
2109	shahri mojtaba p.	14
2137	al-rushoud abdulaziz	14
1387	toland m.	14
2144	latham j-p.	14
1365	gischig v.	14
1364	zhang g. q.	14
1876	an jie	14
1806	pandya mehul	14
2158	hynes laura	14
1741	yang p.	14
1632	sukapradja aldyth	14
1659	fokin i.	14
1624	xu peng	14
1623	chen wenwu	14
1604	han yifu	14
1683	spangler l.	14
1600	buono antonio	14
1689	kazemi hossein	14
1691	gundemoni b.	14
1697	daily r.	14
1746	searles kevin	14
1501	weng dingwei	14
1748	callen nicole	14
1543	rusina o.	14
1761	melzer steve	14
1763	guo zhiqian	14
1530	pei qiangqiang	14
1520	sherbeny wael el	14
1518	xue jianjun	14
1514	su kai	14
1508	rockwood jene	14
1503	jones d.	14
2153	ashari untung	14
1341	mitra a.	14
2699	tong zheng	14
2570	bayuk i.	14
2411	giriansyah bayu	14
2441	zhang wenping	14
2448	yun xu	14
2452	torrez gerardo	14
1179	kong lingyun	14
1643	adam cepi	14
2481	ismail w rokiah	14
2491	liang tiancheng	14
2507	zhao bo	14
2560	tan yunhui	14
2581	sheikhmali r.	14
2401	qian jie	14
2585	hou xiaodong	14
2586	urbancic t. i.	14
1142	miskimins jennifer l.	14
2626	bin xie	14
2643	downing terrell	14
1128	pan rui	14
2678	garzon jorge	14
1120	phillips aj.	14
1112	ghavidel a.	14
1106	al-ajmi abdullah m.	14
2410	benmamar salim	14
2398	ge hongkui	14
1339	nemcik jan	14
1286	yin xiaolong	14
1338	perera m. s. a.	14
2160	tan xiqun	14
2165	zulkifli shahrul anwar	14
2191	wilder michael	14
1328	sanz pablo	14
1310	li lingdong	14
2202	benygzer mhammed	14
1303	arrington sean	14
1297	xu guowei	14
2231	su yuliang	14
1278	chakrabarti prajit	14
1204	ali abdul wahab zaki	14
2253	zhou zhiwei	14
2256	zhang kunheng	14
1259	ingram wesley	14
2277	dunn-norman s.	14
1254	karazincir oya	14
2290	wang wendong	14
2291	doetsch j.	14
2339	moreno raul	14
2343	sitorus rio	14
2385	cai xiao	14
2471	phillips anthony	14
1650	haizhu wang	14
689	yang shanlong	14
518	ruzhnikov alexey	14
614	wang zhen	14
63	biediger erika	14
227	van bergen p.	14
501	hodzic m.	14
692	bakar muhammad aizat abu	14
657	bo huang	14
378	carney b. j.	14
694	king hubert	14
114	musa m nizar	14
588	el-sherif mohammed	14
42	wei ran	14
385	zhang yanming	14
45	geng meng	14
519	mclellan justin	14
183	rogers s.	14
273	rijken peggy	14
271	yao xingang	14
575	hendrix chris	14
431	guobin jiang	14
264	savage michael	14
399	toki takahiro	14
534	hui nicholas foo kwang	14
429	chhatre shreerang	14
427	barth p.	14
169	krasnova m.	14
48	wu hegao	14
545	sivil evan	14
421	memarian h.	14
180	nelson d.	14
162	dai xianwei	14
220	anurag atul kumar	14
319	ali syed shujath	14
90	al-haj hussain ali	14
637	clark jesse	14
489	nasrudin khairul anwar	14
466	sansone michael	14
642	zhenguo he	14
685	saragih baginda	14
342	beloborodov d.	14
321	hussaini syed rizwanullah	14
362	xiu nailing	14
221	cheng zhen	14
640	seth cody	14
322	xian chenggang	14
615	wang w.	14
462	bevaart m.	14
190	jin guodong	14
2779	ramos d.	12
2700	kostina a.	12
1433	wang kelin	12
1420	nguyen s. k.	12
184	chuande zhou	12
1568	douillet-grellier t.	12
2697	azad ali	12
1566	saleh khaled	12
1450	wang gaosheng	12
2794	konecny pavel	12
1404	holman robert	12
2818	callais ryckman	12
1575	angeles magdiel	12
1386	naidu r.	12
205	hogg h.	12
2823	arteaga edgar v.	12
2824	wuest chad	12
1440	gavia d.	12
515	plevova eva	12
1451	overland alf m.	12
1546	porter mika	12
1507	zhang guoqiang	12
1519	yuldasheva a. r.	12
496	gupta ishank	12
2742	williams will	12
1526	lyons n.	12
503	hilgedick s. a.	12
2746	pain c.	12
1497	chen m.	12
508	boschi marcelo	12
1369	wang h.	12
2714	yuan qingwang	12
509	tan zhongjian	12
1537	price j. a.	12
1477	yang guanyu	12
1476	zhou lixia	12
493	he manchao	12
2757	kharchenko a.	12
2760	chhatre shreerang s.	12
2762	prioul romain	12
2763	darmaki fatima al	12
2767	albaiz a.	12
2752	davletbaev a. ya.	12
2869	chowdhury ashabikash roy	12
1360	mohammed rehan ali	12
1134	he yong	12
1116	lancellotta r.	12
3018	foreman c.	12
616	morad sadoon	12
1130	ashok p.	12
97	serebrinsky s. a.	12
3015	jose rohann	12
1135	dong haoran	12
1176	mattia chris della	12
3013	howard cameron b.	12
1145	maximov d.	12
3005	reshetova galina	12
3001	kwok chun ka	12
110	celleri h. m.	12
2979	xu zhixiong	12
1110	anderson mark	12
1107	flori r. e.	12
624	gui feng	12
3035	judd tobias	12
1095	ukaonu cyril	12
1091	kahn d.	12
88	malicse a. e.	12
1080	alferez carlos h	12
3047	mantica s.	12
80	abdelwahab a. z.	12
1064	leeper jay	12
1058	al-muntasheri ghaithan a.	12
1051	hu xiaodong	12
71	griffiths c.	12
3072	berninghaus a.	12
639	roshan h.	12
1037	prange michael	12
1174	inoue n.	12
592	shada ismatul hani	12
552	suarez-rivera r.	12
212	lyu zehao	12
1271	joyce j.	12
1274	gregorio adrian paul	12
141	armentrout l.	12
1280	parker s. scott	12
568	li x.	12
153	lei guowen	12
155	troyer e.	12
2962	souza b. g. jr	12
1314	mclennan john	12
2865	richard rex	12
1316	braga a. m. b.	12
2858	al-jarid meshari abdullah	12
2857	gonzalez daniel	12
1329	pauli a.	12
1260	cao jili paul	12
132	khaksar a.	12
2921	arathoon mark	12
1249	bouchet francois	12
1236	musso g.	12
1235	hull katherine l.	12
2936	pramanik r.	12
1225	gemelli f.	12
1222	odubanjo teleola	12
120	white adrian	12
2942	masson l.	12
1209	clemens torsten	12
586	korelskiy e.	12
2947	gokaraju d.	12
1202	rho s.	12
2952	persaud mira	12
1195	brown s.	12
1589	lisitsa vadim	12
2014	hoffman m.	12
2649	mossop k.	12
1956	bazaikin yaroslav	12
1943	souza a. l. s.	12
2365	vorobiev o. y.	12
2362	alvarez j. p.	12
1951	hunt c. h. e.	12
1952	rasekh haleh	12
1954	martines marco	12
2359	ulovich ivan	12
1999	shadad nawaf	12
1970	ardakani e. p.	12
1974	rich j.	12
2340	zhou z.	12
2334	langton d.	12
2331	yancang lv	12
1990	lawal kazeem a.	12
2371	morad daniel	12
1935	moriss m.	12
387	lavorante l. p.	12
278	zimmer ulrich	12
1925	noynaert s.	12
1924	mcdaniel bret	12
2381	lu jing	12
2382	efremov a. n.	12
388	kienberger gerhard	12
2391	atashnezhad a.	12
2393	almohammedawi maitham m.	12
393	mujahed emad	12
1900	mavaddat y.	12
1898	vidal keili	12
1892	tonner david	12
1882	liu y.	12
1873	eyitayo stella i.	12
2326	sari mufrettin murat	12
2003	suri ajay	12
1866	lu zhaohui	12
2140	hai qu	12
315	bliss a.	12
2112	silver k.	12
2201	mavaddat m.	12
339	assis lais emily	12
2130	zheng rui	12
2133	brignoli m.	12
328	liang xing	12
2319	sondergeld c.	12
2152	samohvalov a.	12
327	behounek m.	12
2156	tariq z.	12
2176	bubach bailey	12
2159	ovuru mathilda i.	12
2163	lv yanjun	12
2223	hollingshead ron	12
344	zinovyev a.	12
2082	yegin cengiz	12
352	roehl d.	12
2075	winograd e. a.	12
2267	al-hameedi abo taleb t.	12
2048	chintapalli a.	12
300	li qingshan	12
2278	khatibi seyedalireza	12
2279	olaoye o.	12
298	tariq zeeshan	12
2299	elkatatny salaheldin	12
2026	hilgedick steven a.	12
364	lima c.	12
2019	galan earl	12
2011	goo jia jun	12
2308	wilkinson d.	12
2427	salehabadi m.	12
2447	lin ying	12
1601	jones b. d.	12
450	rainey jennifer	12
1671	orta cesar	12
2590	yusof m syahmi m	12
1686	liu cheng	12
455	aziz naj	12
1695	nader fadi	12
2577	davison j. m.	12
1700	patel prateek	12
230	khazali-rosli khairul amir	12
1707	zhang s.	12
2571	liang tianbo	12
1710	nelson b.	12
2569	jun hou	12
1716	cherian b. v.	12
1718	thetford t. s.	12
461	abousleiman younane n.	12
1664	ying liu	12
1663	lopez r. g.	12
2605	zhao chun duan	12
1651	zhou jianliang	12
2611	agharzayeva zinyat	12
2612	fontoura s. a. b.	12
1647	stephenson ben	12
2621	macdonald jeff	12
2624	rafieepour saeed	12
2625	kolyukhin dmitriy	12
1630	nakashima s.	12
1629	yuan junliang	12
217	phillips a. j.	12
2637	zhang jianguo	12
2639	strakhov s.	12
1602	de lima cleverson alves	12
445	wang shanshan	12
441	li songlin	12
256	hryb d. e.	12
1809	narasimhan s.	12
1790	pan k.	12
425	sardo antonio	12
2506	fan meng	12
2504	zhang xiang	12
1797	seacrest stephen	12
2498	zhao j.	12
1810	latham j.-p.	12
2558	khachkova tatyana	12
2482	braun edward m.	12
245	ishkin d. z.	12
417	louis l.	12
2457	schwartz kenneth m.	12
411	carvalho l. g.	12
253	shen x.	12
1788	ronald a.	12
240	xing p.	12
2513	williams w. c.	12
2515	beisl c.	12
2519	li xuwei	12
2526	liancheng ren	12
432	terziev ivaylo	12
1759	alkinani husam h.	12
2538	swanson aaron	12
1757	zolfaghari n.	12
1750	cantrell b.	12
1749	gasparrini marta	12
233	liu huifeng	12
232	righetto g. l.	12
1736	herron michael m.	12
440	sanchez m.	12
2556	yin h. w.	12
3076	carduner ryan	12
1449	da costa de menezes sady junior martins	12
3078	harris a.	12
797	vieira paco	12
53	gurevich boris	12
3130	asalkhuzina g. f.	12
50	al-shammari abdullah	12
791	paluszny a.	12
795	baruah c.	12
3253	kolb-lugo j.	12
14	ezzatty nurul nadia	12
1008	loan maryellen l.	12
949	hellevang helge	12
3140	miska stefan z.	12
944	volonte g.	12
3240	mirza ali	12
808	yegin yagmur	12
943	behbahani s. m. haeri	12
3258	fedorov a. i.	12
3122	williams j. r.	12
3270	leonardi sergio	12
975	liu shujie	12
56	cao l.	12
980	hosemann peter	12
760	cheng shiqing	12
759	li h. r.	12
3106	xue han	12
3278	hoq a.	12
654	abell b.	12
753	rodrigue wayne	12
752	khaleghparast saman	12
998	wang k.	12
3099	schutjens p.	12
650	dicarlo david a.	12
65	bryant s.	12
941	liu j.	12
939	zimmerman r. w.	12
3144	elsworth d.	12
3165	kadkhodaei n.	12
867	hill adam	12
3182	mattson e.	12
863	hughes simon	12
3178	abdulraheem abdulazeez	12
29	abdollahi a.	12
3196	anyadike emeka	12
857	sergeychev a. v.	12
856	hunter c.	12
3198	qinwen wei	12
3201	valley b.	12
898	safipour m. j.	12
899	yang x.	12
903	smithells s.	12
683	smith lance	12
697	katsuki daisuke	12
23	evans k. f.	12
838	tutuncu azra n.	12
681	xie qingming	12
3213	torgashov evgeniy v.	12
680	pang huiwen	12
678	ge x. b.	12
832	craddock paul	12
919	izbinski k.	12
3215	shi yu	12
3217	matemilola saka	12
925	urakov askar	12
931	ballmer j.	12
3226	hoeink tobias	12
3148	takach nicholas e.	12
933	prasertamporn praisont	12
649	seabra g. s.	12
878	johansen d.	12
734	smith douglas g.	12
1020	reis a. f. c.	12
724	fokker p. a.	12
3289	cai hua	12
1023	wang kongjie	12
3086	ambrus a.	12
740	a'rabi m.	12
554	hwang jongsoo	10
695	koutsabeloulis nick	10
1358	al busaidi salim	10
1356	ryerson fredrick j.	10
1355	zhang h.	10
1336	mosqueda francisco	10
1354	bansal prashant	10
1353	chuprakov d.	10
1352	barton colleen	10
197	donati d.	10
3251	peralta j. d.	10
3252	rice joseph	10
1906	batarseh sameeh i.	10
3138	rezaei a.	10
2845	tokoz m. nafi	10
2849	duthie laurie	10
1912	marfurt kurt j.	10
317	zhang zike	10
49	emmanuel a. k.	10
1074	taleghani a. dahi	10
2136	lebreton r.	10
2550	siren t.	10
1890	bornia g.	10
948	lindsay garrett	10
634	mishra r. k.	10
1377	baohua yu	10
1375	zou chenwei	10
93	uotinen l. k. t.	10
669	xiao xufeng	10
2386	kozyrev a.	10
2829	yuan fang	10
1367	zhong bing	10
2706	zheng y.	10
3246	shi chengfang	10
1902	lei zheng-dong	10
269	bertouche meriem	10
1362	bottrill andy	10
439	rai chandra s.	10
1335	chalaturnyk r. j.	10
2853	kireev v.	10
1553	szydlowska m.	10
2884	rinne m.	10
154	norbert a. e.	10
2874	xiaohan pei	10
564	maclaughlin m. m.	10
